gene_id	concentration in Mix 1 (attomoles/ul)	concentration in Mix 2 (attomoles/ul)	sham11_ssal	sham12_ssal	sham21_ssal	sham22_ssal	sham31_ssal	sham32_ssal	sbs11_ssal	sbs12_ssal	sbs21_ssal	sbs22_ssal	sbs31_ssal	sbs32_ssal	transcript_id(s)	sham11_srsem	sham12_srsem	sham21_srsem	sham22_srsem	sham31_srsem	sham32_srsem	sbs11_srsem	sbs12_srsem	sbs21_srsem	sbs22_srsem	sbs31_srsem	sbs32_srsem	sham11_sfc	sham12_sfc	sham21_sfc	sham22_sfc	sham31_sfc	sham32_sfc	sbs11_sfc	sbs12_sfc	sbs21_sfc	sbs22_sfc	sbs31_sfc	sbs32_sfc	sham11_hfc	sham12_hfc	sham21_hfc	sham22_hfc	sham31_hfc	sham32_hfc	sbs11_hfc	sbs12_hfc	sbs21_hfc	sbs22_hfc	sbs31_hfc	sbs32_hfc	sham11_psal	sham12_psal	sham21_psal	sham22_psal	sham31_psal	sham32_psal	sbs11_psal	sbs12_psal	sbs21_psal	sbs22_psal	sbs31_psal	sbs32_psal
ERCC-00022	234.375	468.75	23.637311	25.118437	19.422287	21.933066	28.674375	22.668234	102.547445	102.548203	98.33162	97.786715	138.098997	141.771024	DQ855004	25.49	26.47	20.15	23.14	31.76	24.32	110.19	110.19	106.37	103.08	149.61	151.77	22.332365	23.952854	18.402874	20.958099	27.900787	22.139814	95.962128	95.962128	93.556229	93.316269	132.871445	137.132645	26.427973	27.718292	21.475142	24.397264	33.016727	25.719524	112.350647	112.360191	108.884613	108.459496	154.848877	158.189728	24.980193	26.487808	20.440082	23.343957	30.51278	23.938488	107.770703	107.770704	103.17075	102.594724	144.769476	148.788546
ERCC-00112	117.1875	234.375	4.86037	5.575457	3.634523	4.751142	4.887286	4.648301	22.550407	22.550574	18.83689	18.921358	25.596114	28.434051	DQ459422	6.0	6.73	4.21	5.74	5.99	5.59	27.25	27.25	22.51	22.6	31.31	34.3	5.397127	6.204309	4.018617	5.295352	5.535327	5.27263	24.698854	24.698854	20.892382	21.051744	28.77356	32.092125	6.35733	7.200573	4.710767	6.228638	6.542785	6.159723	28.446495	28.448912	24.34201	24.295477	32.951698	37.097908	5.089118	5.805174	3.626367	4.960917	5.05308	4.821411	23.113538	23.113538	19.67271	19.368264	26.05716	29.160052
ERCC-00165	58.59375	117.1875	6.103429	4.348274	2.926215	3.471744	4.668389	4.347261	17.649253	17.649384	15.948319	17.897003	24.512695	22.683047	DQ668363	7.21	4.87	3.22	3.9	5.15	4.94	20.4	20.4	18.67	20.3	27.74	25.77	6.15254	4.425564	2.950368	3.535558	4.839308	4.532477	17.622988	17.622988	16.1931	18.179472	25.134724	23.361198	7.32355	5.136169	3.285057	4.104453	5.595239	5.250855	20.963949	20.965731	19.101685	21.297543	29.406988	26.894859	6.542758	4.543706	3.235951	3.621945	4.974351	4.527982	18.439079	18.439079	16.667355	18.716765	25.264012	23.531876
ERCC-00079	58.59375	117.1875	10.35442	10.552094	10.127493	9.018995	11.507378	11.350239	48.852296	48.852658	41.16828	45.785738	60.973277	63.037233	DQ883652	9.62	10.42	9.81	8.88	12.15	11.28	48.48	48.48	41.02	44.01	61.75	62.69	8.985903	9.202106	8.795826	7.880346	10.191054	10.140342	41.825871	41.825871	35.841667	39.804234	53.736164	55.752785	10.115549	10.65471	10.256041	9.135908	12.034835	11.514566	47.070137	47.074135	42.252163	45.909756	62.576805	63.989609	10.574512	11.321402	10.862299	9.606313	12.203005	12.196998	50.765378	50.765379	44.148468	48.660449	64.861619	66.625947
ERCC-00078	29.296875	58.59375	4.346859	3.880814	2.638108	3.568568	2.948236	3.611301	15.267515	15.267628	14.614023	13.659387	16.295868	19.125896	DQ883673	5.1	4.44	3.04	4.12	3.33	4.25	17.97	17.97	16.33	15.68	18.37	21.97	4.623705	4.134027	2.795928	3.797255	3.195213	3.937573	16.015501	16.015501	15.536392	14.492136	17.55658	20.671864	5.465614	4.770174	3.393047	4.379941	3.453582	4.527708	18.458813	18.460381	17.914545	16.718699	19.893894	23.511854	4.617185	4.030986	2.794889	3.707582	3.029037	3.765971	15.335979	15.335979	15.017619	13.895067	16.084674	19.607169
ERCC-00163	14.6484375	29.296875	1.740461	3.28037	2.867061	2.61217	2.26026	2.555628	14.737026	14.737135	10.980376	11.334414	17.272848	14.055497	DQ668359	1.32	2.85	2.38	2.38	2.23	2.3	13.98	13.98	9.48	10.35	15.14	12.79	1.327445	2.530231	2.186382	2.011263	1.765566	2.012405	11.171639	11.171639	8.432011	8.689489	13.424915	10.917207	1.449099	2.827354	2.308394	2.367797	2.14469	2.349314	13.427731	13.428871	9.590843	10.205929	15.293878	12.704326	1.542637	3.535308	3.320157	2.890375	2.567087	2.809095	16.113689	16.113689	12.09347	12.412969	17.147147	15.35258
ERCC-00059	14.6484375	29.296875	4.12085	4.064052	1.272801	2.186759	3.14919	2.949814	11.177432	11.177515	9.505511	11.49664	19.801164	19.227793	DQ668356	3.92	3.55	1.26	1.96	2.9	2.66	10.38	10.38	8.26	9.99	17.11	17.11	3.072711	3.015589	0.953633	1.633487	2.404866	2.248782	8.227765	8.227765	7.051368	8.578457	14.564482	14.312074	3.758292	3.531059	1.184219	1.913484	2.758914	2.616426	9.836338	9.837173	8.123078	9.875006	16.855547	16.646282	4.723614	4.510519	1.482607	2.43387	3.597699	3.261423	12.118773	12.118774	10.203129	12.451741	20.507469	20.617735
ERCC-00160	7.32421875	14.6484375	1.723986	1.178822	2.413934	1.885137	1.239986	1.096956	5.937977	5.938021	7.341595	5.119568	8.836219	9.539456	DQ883658	1.85	1.27	2.84	1.91	1.2	1.2	6.83	6.83	8.04	5.51	10.0	10.27	1.623652	1.126616	2.282135	1.786353	1.192804	1.068809	5.510551	5.510551	6.912154	4.85302	8.467938	9.152324	1.854642	1.317176	2.852194	1.977996	1.093904	1.24914	6.581627	6.582186	8.232717	5.683282	10.281934	10.536902	1.769593	1.255251	2.697775	1.894635	1.359121	1.163635	6.323597	6.323597	7.969412	5.41089	9.54986	10.055821
ERCC-00014	3.66210938	7.32421875	0.0	0.013094	0.0	0.032026	0.029843	0.060926	0.428738	0.428741	0.157062	0.124513	0.262705	0.178709	DQ875385	0.0	0.02	0.0	0.04	0.04	0.08	0.44	0.44	0.22	0.17	0.33	0.22	0.0	0.016367	0.0	0.039785	0.038542	0.077956	0.501325	0.501325	0.195891	0.155099	0.330924	0.227356	0.0	0.019165	0.0	0.046838	0.04711	0.091109	0.60137	0.601421	0.237813	0.181736	0.407672	0.26486	0.0	0.013422	0.0	0.03292	0.031487	0.062212	0.450772	0.450772	0.164116	0.126676	0.237756	0.181336
ERCC-00077	3.66210938	7.32421875	5.526207	6.540046	4.551659	2.665929	1.656147	4.733443	14.275558	14.275663	26.148164	23.320444	35.405423	27.272762	DQ516742	1.33	1.47	1.12	0.6	0.0	1.08	3.52	3.52	5.71	5.26	8.26	6.25	0.893276	1.052837	0.741041	0.42684	0.276285	0.774908	2.237236	2.237236	4.203372	3.751945	5.769549	4.467064	1.09478	1.232804	0.930529	0.502505	0.33771	0.905651	2.737685	2.737917	4.676731	4.389772	7.029384	5.195524	9.058649	10.379986	7.582	4.243203	2.705663	7.484078	23.240619	23.24062	42.306847	36.737175	57.885266	42.850573
ERCC-00069	1.83105469	3.66210938	0.0	0.100799	0.0	0.154084	0.172298	0.211048	0.825091	0.825097	0.680084	0.449287	0.794463	0.859798	DQ459421	0.0	0.12	0.0	0.19	0.23	0.26	1.1	1.1	0.88	0.55	0.97	1.07	0.0	0.113062	0.0	0.173722	0.195522	0.240804	0.900554	0.900554	0.756378	0.500876	0.900664	0.974194	0.0	0.132388	0.0	0.204517	0.238991	0.281433	1.102	1.102093	0.918248	0.586897	1.007578	1.134894	0.0	0.104949	0.0	0.160882	0.184655	0.218901	0.881174	0.881174	0.721834	0.4643	0.774612	0.886195
ERCC-00137	0.91552734	1.83105469	0.197427	0.077883	0.0	0.0	0.177501	0.072474	0.255002	0.255004	0.700621	0.277713	0.446429	0.885762	DQ855000	0.19	0.07	0.0	0.0	0.17	0.07	0.0	0.0	0.45	0.17	0.44	0.81	0.146685	0.058853	0.0	0.0	0.134913	0.056062	0.192992	0.192992	0.528279	0.211725	0.348193	0.686336	0.179775	0.068913	0.0	0.0	0.164907	0.065521	0.0	0.0	0.433334	0.16613	0.428946	0.799552	0.225404	0.086094	0.0	0.0	0.201973	0.079811	0.0	0.0	0.526356	0.304708	0.508358	0.96931
ERCC-00013	0.91552734	1.83105469	0.0	0.160231	0.0	0.097973	0.091295	0.223656	0.131157	0.131158	0.72071	0.238063	0.803653	0.45558	EF011062	0.0	0.18	0.0	0.11	0.11	0.25	0.16	0.16	0.7	0.26	0.84	0.51	0.0	0.159626	0.0	0.097007	0.092121	0.225567	0.126553	0.126553	0.711681	0.236197	0.799976	0.457362	0.0	0.186912	0.0	0.114203	0.112601	0.263625	0.154861	0.154875	0.723827	0.276762	0.843909	0.532806	0.0	0.169609	0.0	0.104001	0.099474	0.235845	0.142407	0.142407	0.777706	0.200095	0.751113	0.477394
ERCC-00168	0.45776367	0.91552734	0.0	0.057758	0.0	0.141264	0.065818	0.08062	0.0	0.0	0.0	0.137302	0.413841	0.328441	DQ516776	0.0	0.07	0.0	0.17	0.08	0.1	0.0	0.0	0.0	0.16	0.43	0.4	0.0	0.06256	0.0	0.151558	0.07172	0.088993	0.0	0.0	0.0	0.147216	0.45347	0.358962	0.0	0.073254	0.0	0.178424	0.087665	0.104008	0.0	0.0	0.0	0.172499	0.4484	0.418175	0.0	0.060461	0.0	0.148295	0.07092	0.084073	0.0	0.0	0.0	0.142658	0.446255	0.340359
ERCC-00041	0.22888184	0.45776367	0.0	0.0	0.0	0.0	0.058421	0.023853	0.083928	0.083929	0.153729	0.060935	0.073466	0.087494	EF011069	0.0	0.0	0.0	0.0	0.08	0.03	0.11	0.11	0.2	0.07	0.1	0.11	0.0	0.0	0.0	0.0	0.061918	0.026832	0.092368	0.092368	0.169699	0.068762	0.083876	0.102147	0.0	0.0	0.0	0.0	0.075683	0.031359	0.11303	0.113039	0.206016	0.080571	0.103328	0.116132	0.0	0.0	0.0	0.0	0.062493	0.024694	0.089465	0.089465	0.162861	0.062853	0.078646	0.089975
ERCC-00081	0.22888184	0.45776367	0.0	0.078705	0.0	0.096248	0.0	0.0	0.0	0.0	0.472014	0.0	0.0	0.089512	DQ854991	0.0	0.07	0.0	0.09	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.08	0.0	0.060783	0.0	0.072413	0.0	0.0	0.0	0.0	0.354165	0.0	0.0	0.068281	0.0	0.071173	0.0	0.085249	0.0	0.0	0.0	0.0	0.429958	0.0	0.0	0.079545	0.0	0.087424	0.0	0.107213	0.0	0.0	0.0	0.0	0.534485	0.0	0.0	0.098428
ERCC-00086	0.11444092	0.22888184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034504	0.0	0.0	DQ516791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035712	0.0	0.0
ERCC-00061	0.05722046	0.11444092	0.0	0.0	0.0	0.061703	0.0	0.0	0.0	0.0	0.0	0.029986	0.0	0.028692	DQ459426	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.068078	0.0	0.0	0.0	0.0	0.0	0.033064	0.0	0.031663	0.0	0.0	0.0	0.080146	0.0	0.0	0.0	0.0	0.0	0.038742	0.0	0.036886	0.0	0.0	0.0	0.064427	0.0	0.0	0.0	0.0	0.0	0.030989	0.0	0.029574
ERCC-00048	0.01430512	0.02861023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DQ883671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
