	Gene ID	Gene Name	flight1	flight2	flight3	ground1	ground2	ground3
0	AT1G01010	NAC001	29.553286	37.466347	32.096344	27.184189	27.084663	27.573711
1	AT1G01020	ARV1	8.57297	6.990916	8.881124	9.735643	12.58624	12.995024
2	AT1G01030	NGA3	0.0	0.0	0.015648	0.133761	0.736438	0.627522
3	AT1G01040	DCL1	15.234024	13.534933	13.139325	12.206603	12.534683	9.838746
4	AT1G01046	MIR838A	8.24472	6.698549	3.658808	4.937976	4.951679	6.764284
5	AT1G01050	PPA1	94.228508	93.743637	98.345047	102.472794	87.417145	92.419334
6	AT1G01060	LHY	87.565071	193.976273	82.941147	59.788521	20.375475	69.797592
7	AT1G01070	AT1G01070	48.334606	37.391766	50.747562	20.195375	22.425457	19.781702
8	AT1G01073	AT1G01073	0.0	0.0	0.0	0.0	0.0	0.0
9	AT1G01080	AT1G01080	8.151363	7.018714	7.767655	12.261333	11.940549	11.50833
10	AT1G01090	PDH-E1 ALPHA	108.291756	97.693718	103.597977	126.498703	100.23719	113.094078
11	AT1G01100	RPP1A	397.13031	359.281891	420.144958	608.142578	440.536682	474.437469
12	AT1G01110	IQD18	6.633543	2.701998	4.932559	6.853017	6.051358	3.158332
13	AT1G01115	AT1G01115	0.0	0.0	0.0	0.0	0.0	0.0
14	AT1G01120	KCS1	29.654448	38.182011	19.96974	39.451099	48.923988	53.327808
15	AT1G01130	AT1G01130	4.433625	1.742279	3.762732	3.824882	4.448884	6.806003
16	AT1G01140	CIPK9	13.768653	12.246964	10.467315	8.229447	5.601045	8.037209
17	AT1G01150	AT1G01150	0.371357	0.0	0.504873	1.074288	0.704553	0.470976
18	AT1G01160	GIF2	33.82539	27.507219	40.012512	33.248436	30.087742	29.72858
19	AT1G01170	AT1G01170	41.527134	42.941292	39.359573	15.839127	35.700443	23.751436
20	AT1G01180	AT1G01180	27.639071	29.041098	22.581161	25.739422	23.026674	25.158373
21	AT1G01183	MIR165A	0.176232	1.303101	1.194455	2.141097	2.236858	0.0
22	AT1G01190	CYP78A8	10.849019	18.01992	15.997318	32.912472	33.772228	25.31633
23	AT1G01200	RABA3	3.057563	3.20059	4.473406	19.251799	12.343344	15.602771
24	AT1G01210	AT1G01210	23.755013	32.409912	21.222277	48.33749	34.122959	39.321224
25	AT1G01220	FKGP	9.111254	9.148099	8.473237	10.419592	7.728861	7.883875
26	AT1G01225	AT1G01225	6.588449	9.407656	6.378853	11.134707	9.690578	7.506447
27	AT1G01230	AT1G01230	69.198372	66.294891	60.492702	46.441399	59.223408	59.343357
28	AT1G01240	AT1G01240	40.440079	38.643761	48.319096	13.963627	22.83791	19.924086
29	AT1G01250	ERF023	0.0	0.0	0.0	0.0	0.0	0.0
30	AT1G01260	BHLH13	10.745907	8.169284	10.32777	11.353382	11.29707	12.275681
31	AT1G01270	AT1G01270	0.0	0.0	0.0	0.0	0.0	0.0
32	AT1G01280	CYP703A2	0.0	0.0	0.0	0.0	0.0	0.0
33	AT1G01290	CNX3	14.844986	15.240739	12.078249	23.480633	16.179901	18.224173
34	AT1G01300	AT1G01300	33.368271	34.936264	30.124578	70.514603	64.251442	46.577492
35	AT1G01305	AT1G01305	0.533684	0.0	0.0	0.0	0.0	0.0
36	AT1G01310	AT1G01310	0.0	0.433502	0.0	0.108307	0.628233	0.488084
37	AT1G01320	AT1G01320	6.376993	4.93258	6.29843	7.121715	7.603201	6.190998
38	AT1G01340	CNGC10	14.923774	16.997255	21.146271	14.117514	14.950239	16.659624
39	AT1G01350	AT1G01350	19.162649	23.5742	24.257801	29.163464	25.4881	25.909781
40	AT1G01355	AT1G01355	0.767987	3.153209	1.365695	1.191424	1.420921	0.0
41	AT1G01360	PYL9	30.810211	55.033211	35.092033	31.998243	30.569349	38.558422
42	AT1G01370	HTR12	7.957908	4.461843	13.936098	11.578069	11.928566	13.270682
43	AT1G01380	ETC1	6.440469	8.944697	1.769716	11.794761	7.361288	7.110393
44	AT1G01390	UGT72B2	0.0	0.0	0.0	0.0	0.0	0.0
45	AT1G01400	AT1G01400	0.0	0.0	0.0	0.0	0.0	0.0
46	AT1G01410	APUM22	0.0	0.0	0.0	0.0	0.0	0.0
47	AT1G01420	UGT72B3	1.177789	0.753438	1.180721	2.900322	2.605883	3.616781
48	AT1G01430	TBL25	28.246166	23.714964	20.760382	21.189232	27.412485	23.410374
49	AT1G01440	AT1G01440	15.819426	13.844055	13.664116	10.73279	11.410579	11.255408
50	AT1G01448	AT1G01448	7.245783	5.76215	8.631927	3.129288	7.293333	5.865485
51	AT1G01450	AT1G01450	0.0	0.0	0.0	0.0	0.0	0.0
52	AT1G01453	AT1G01453	2.025373	0.854845	1.125225	1.590327	1.51786	2.383821
53	AT1G01460	PIP5K10	0.245964	0.0	0.0	0.0	0.1361	0.0
54	AT1G01470	LEA14	54.330452	65.302437	65.119843	94.522743	121.725105	93.96785
55	AT1G01471	AT1G01471	0.0	0.0	0.0	0.0	0.0	0.0
56	AT1G01480	ACS2	3.325716	2.286787	2.812666	3.18439	4.147806	3.425493
57	AT1G01490	AT1G01490	66.380196	76.210716	62.043785	98.690437	60.194904	98.292572
58	AT1G01500	AT1G01500	8.735128	7.067948	6.595201	11.440003	9.339397	10.844232
59	AT1G01510	AN	40.354233	45.277805	40.542374	41.278111	35.172855	32.809841
60	AT1G01520	RVE3	0.0	0.384799	0.0	0.309881	0.073623	1.418586
61	AT1G01530	AGL28	0.0	0.0	0.0	0.0	0.0	0.0
62	AT1G01540	AT1G01540	26.714466	31.061518	33.46571	30.014978	27.801468	31.799421
63	AT1G01550	BPS1	186.54953	183.454849	204.067215	186.245087	190.223572	192.860184
64	AT1G01560	MPK11	0.303943	2.122372	0.558038	3.104079	2.386757	3.039851
65	AT1G01570	AT1G01570	2.489569	2.566302	4.724124	4.801761	4.620516	4.158996
66	AT1G01580	FRO2	3.556072	2.637558	17.729233	210.559448	31.377449	93.981438
67	AT1G01590	FRO1	0.0	0.213408	0.0	0.0	0.121174	0.0
68	AT1G01600	CYP86A4	2.469208	4.308684	2.094658	4.5676	4.574782	3.439526
69	AT1G01610	GPAT4	47.117523	61.103054	46.558186	62.085426	64.368324	85.42453
70	AT1G01620	PIP1-3	1413.830811	1273.574585	1398.748047	535.448608	692.559326	660.837402
71	AT1G01630	AT1G01630	41.593937	36.632641	38.826279	48.234859	37.689167	47.25227
72	AT1G01640	AT1G01640	51.14838	46.248398	50.331501	30.692335	34.168457	26.804712
73	AT1G01650	SPPL4	38.540997	43.115368	42.751583	38.765293	28.426178	33.090363
74	AT1G01660	PUB55	5.469313	5.424742	6.556016	5.475207	4.464976	5.684248
75	AT1G01670	PUB56	7.495369	8.476514	10.147025	6.284136	6.409641	5.669847
76	AT1G01680	PUB54	0.0	0.114847	0.803208	0.756059	0.96534	0.881784
77	AT1G01690	ATPRD3	5.790498	7.272181	7.163827	9.133677	10.518848	7.830515
78	AT1G01695	AT1G01695	0.0	0.0	0.0	0.302807	0.0	0.0
79	AT1G01700	ROPGEF2	0.590727	0.70585	0.522624	1.235483	1.088643	0.893609
80	AT1G01710	AT1G01710	18.784788	15.005451	15.904963	17.784109	17.25997	17.121777
81	AT1G01720	NAC002	69.197021	95.373528	78.647949	54.158035	58.508369	55.557117
82	AT1G01725	AT1G01725	18.847437	19.544218	17.900549	9.246093	15.029849	14.516617
83	AT1G01730	AT1G01730	46.577099	42.606293	53.025738	37.476921	40.632683	32.601688
84	AT1G01740	AT1G01740	2.998318	3.301229	4.873896	4.603063	4.431985	4.152989
85	AT1G01750	ADF10	37.57703	36.423748	45.602814	43.134663	43.497299	49.259411
86	AT1G01760	AT1G01760	6.878285	5.080067	6.515215	3.5032	2.422788	3.28535
87	AT1G01770	AT1G01770	19.629522	18.025555	21.730593	9.300745	11.819619	10.330645
88	AT1G01780	PLIM2B	42.382595	31.580053	38.254959	26.774197	24.706478	25.694048
89	AT1G01790	KEA1	8.309409	9.426865	8.022507	8.18251	8.5847	7.172222
90	AT1G01800	AT1G01800	106.608322	130.033356	121.409805	112.972031	95.313919	109.447731
91	AT1G01810	AT1G01810	1.405299	0.345109	0.714206	2.1291	0.0	3.246472
92	AT1G01820	PEX11C	66.106689	53.682041	75.822853	46.819088	60.634373	47.904041
93	AT1G01830	AT1G01830	10.085382	6.711163	8.150339	7.811292	8.71926	7.670113
94	AT1G01840	AT1G01840	0.0	1.912287	1.565391	3.3475	1.232156	2.341955
95	AT1G01860	PFC1	7.3899	6.099344	7.285697	6.798816	6.566137	6.268157
96	AT1G01870	AT1G01870	0.0	0.0	0.0	0.0	0.0	0.0
97	AT1G01880	GEN1	2.986372	2.064406	1.781997	2.195857	1.530108	1.355911
98	AT1G01890	AT1G01890	0.0	0.0	0.0	0.0	0.0	0.0
99	AT1G01900	SBTI1.1	2.135907	2.816241	2.777833	3.108338	4.46048	3.678093
100	AT1G01910	AT1G01910	51.592842	42.319756	46.727802	41.870888	39.773605	33.530148
101	AT1G01920	AT1G01920	11.998673	14.244868	13.573442	20.156195	16.136999	15.713116
102	AT1G01930	AT1G01930	13.182205	13.740325	12.923527	10.634491	11.119403	11.656372
103	AT1G01940	CYP18-1	34.665695	26.001141	30.415987	32.529217	26.181074	34.572712
104	AT1G01950	ARK2	11.59336	12.461822	11.178333	14.18459	12.387276	15.443376
105	AT1G01960	BIG3	30.834211	30.380617	25.722858	30.726479	27.697714	24.080423
106	AT1G01970	AT1G01970	5.427194	7.855685	6.3026	5.925412	7.33248	5.986859
107	AT1G01980	AT1G01980	0.0	0.00062	0.0	0.11983	0.0	0.0
108	AT1G01990	AT1G01990	20.681	19.551287	15.941694	14.07388	14.697112	11.686193
109	AT1G02000	GAE2	10.275173	10.262856	9.353814	9.412336	9.830959	9.198554
110	AT1G02010	SEC1A	6.126028	6.913343	4.668675	5.923894	4.384099	5.414009
111	AT1G02020	AT1G02020	3.112406	3.174251	2.422183	3.305991	2.394254	3.570171
112	AT1G02030	ZAT1	0.342223	0.556371	1.094192	0.263213	0.888385	1.139131
113	AT1G02040	AT1G02040	0.023251	0.0	0.072014	0.080196	0.066724	0.0
114	AT1G02050	PKSA	7.860319	8.161066	6.810529	5.586608	8.40355	6.370388
115	AT1G02060	AT1G02060	6.019729	7.088818	6.919167	3.962501	5.093598	3.318062
116	AT1G02065	SPL8	0.0	0.0	0.0	0.0	0.0	0.0
117	AT1G02070	AT1G02070	0.0	0.0	0.0	0.0	0.0	0.395824
118	AT1G02074	AT1G02074	0.0	0.0	1.258764	0.0	0.0	0.0
119	AT1G02080	AT1G02080	25.052582	23.045874	21.119349	22.753822	24.827215	19.872765
120	AT1G02090	CSN7	40.134899	39.267307	43.621059	50.032158	53.458729	53.504017
121	AT1G02100	AT1G02100	57.045666	69.823776	59.264465	46.079678	45.7038	43.914921
122	AT1G02110	AT1G02110	19.430828	17.359697	12.828576	14.255534	14.801474	12.044153
123	AT1G02120	VAD1	64.253754	67.618965	61.549934	45.948521	55.75745	51.846199
124	AT1G02130	RABD2A	54.2883	50.424362	56.099957	48.153873	46.316677	51.31464
125	AT1G02136	AT1G02136	0.0	0.0	0.0	0.0	0.0	0.0
126	AT1G02140	MEE63	159.513245	182.515274	194.852203	276.027985	204.629578	252.633682
127	AT1G02145	ALG12	18.399733	18.725378	16.616411	19.116812	19.447426	20.598272
128	AT1G02150	AT1G02150	21.357538	19.569691	16.143389	15.221037	16.145815	14.846564
129	AT1G02160	AT1G02160	26.51461	24.36134	33.530479	26.673731	36.319641	28.74052
130	AT1G02170	AMC1	40.291763	38.817238	48.027245	32.303112	37.734352	35.538654
131	AT1G02180	AT1G02180	2.812228	4.604437	4.31123	4.10154	3.640555	4.431244
132	AT1G02190	AT1G02190	0.0	0.0	0.0	0.0	0.114976	0.0
133	AT1G02205	CER1	2.244667	2.276239	1.094906	2.715424	1.977878	2.34401
134	AT1G02210	AT1G02210	0.0	0.0	0.0	0.0	0.0	0.0
135	AT1G02220	NAC003	11.06001	15.160466	10.985207	18.935558	19.284575	25.111517
136	AT1G02228	AT1G02228	0.001347	0.0	0.0	0.0	0.0	0.0
137	AT1G02230	NAC004	3.028272	1.816789	3.039386	2.841615	1.512077	2.150276
138	AT1G02250	NAC005	0.0	0.61326	0.0	0.556117	0.460537	0.68381
139	AT1G02260	AT1G02260	2.076668	1.905839	2.520391	3.55797	3.40742	2.426342
140	AT1G02270	AT1G02270	11.959667	6.984966	11.654398	13.173486	14.318922	10.715551
141	AT1G02280	TOC33	43.098236	55.922867	48.594799	37.911098	44.305737	48.925396
142	AT1G02290	AT1G02290	7.959763	8.997708	7.530189	9.312867	8.18786	7.238043
143	AT1G02300	AT1G02300	17.891802	10.729853	18.502626	9.095228	18.678402	9.123733
144	AT1G02305	AT1G02305	142.304794	179.184494	182.931671	68.473999	96.738686	87.168495
145	AT1G02310	MAN1	4.370677	10.697114	8.891828	8.930509	8.15842	6.278988
146	AT1G02320	AT1G02320	1.167473	0.0	0.0	0.0	0.0	0.124361
147	AT1G02330	AT1G02330	40.106873	39.199093	52.491173	39.139874	42.139179	44.292084
148	AT1G02335	GL22	27.071579	33.632557	24.620279	28.330059	37.781868	25.33816
149	AT1G02340	HFR1	11.497051	22.56411	12.785349	3.502569	6.275865	8.194905
150	AT1G02350	AT1G02350	2.126353	0.20261	2.263157	2.1437	3.593575	4.992105
151	AT1G02360	AT1G02360	58.950958	79.510468	70.638519	67.608856	80.163254	74.910049
152	AT1G02370	AT1G02370	5.801977	4.11343	4.933546	6.869627	5.057652	5.831729
153	AT1G02380	AT1G02380	3.338805	2.158305	2.91135	3.152712	4.179043	2.719014
154	AT1G02390	GPAT2	0.898128	0.730157	0.033933	1.686753	0.588981	1.299535
155	AT1G02391	AT1G02391	0.0	0.0	0.0	0.0	0.0	0.0
156	AT1G02400	GA2OX6	14.283321	21.422623	18.529388	23.563341	20.269915	24.229759
157	AT1G02405	AT1G02405	0.0	0.207533	0.428792	0.2363	0.421962	0.443522
158	AT1G02410	COX11	23.199869	28.371529	29.028069	39.041378	30.343437	32.59737
159	AT1G02420	AT1G02420	3.252573	3.203932	3.481238	4.415712	2.855181	3.259517
160	AT1G02430	ATARFD1B	12.886197	7.795106	9.57183	10.991986	7.087756	9.340529
161	AT1G02440	ATARFD1A	1.10299	1.855287	1.403929	0.994434	1.290643	0.0
162	AT1G02450	NIMIN-1	0.0	0.0	0.001251	1.276906	0.0	0.0
163	AT1G02460	AT1G02460	2.484381	2.703016	3.638812	4.950958	2.825932	2.992438
164	AT1G02470	AT1G02470	1.22072	0.29666	0.313528	0.546381	1.899079	0.458332
165	AT1G02475	AT1G02475	7.01801	11.279046	9.817874	12.434404	11.538656	10.044294
166	AT1G02480	AT1G02480	0.0	0.0	0.0	0.0	0.0	0.015136
167	AT1G02490	AT1G02490	0.0	1.180587	0.0	3.709763	2.392641	3.452054
168	AT1G02500	SAM1	669.785583	806.602356	635.540588	750.977905	602.564697	638.891846
169	AT1G02510	TPK4	0.0	0.0	0.0	0.0	0.0	0.0
170	AT1G02520	ABCB11	24.872814	34.240219	29.790596	37.942436	21.919817	35.244576
171	AT1G02530	ABCB12	0.258348	0.0	0.437672	0.796369	0.259336	0.219197
172	AT1G02540	AT1G02540	0.0	0.085856	0.0	0.0	0.0	0.0
173	AT1G02550	AT1G02550	0.0	0.0	0.001992	0.0	0.0	0.0
174	AT1G02560	CLPP5	45.396328	38.813938	44.481491	49.861397	47.227398	43.376038
175	AT1G02570	AT1G02570	3.233214	2.443342	2.843696	1.433225	1.628038	2.734001
176	AT1G02575	AT1G02575	3.782004	5.329239	6.136245	1.738583	5.01339	3.825952
177	AT1G02580	MEA	0.370916	0.0	0.437958	0.105561	0.228458	0.0
178	AT1G02590	AT1G02590	0.0	0.0	0.0	0.0	0.0	0.0
179	AT1G02600	AT1G02600	0.0	0.0	0.0	0.0	0.0	0.0
180	AT1G02610	AT1G02610	21.482908	18.626509	29.073694	2.660766	5.679919	6.333354
181	AT1G02620	AT1G02620	2.201357	1.245614	0.960105	0.0	0.0	0.0
182	AT1G02630	ETN8	0.0	0.380125	0.0	0.0	0.0	0.0
183	AT1G02640	BXL2	127.135109	151.525436	148.970367	24.400635	45.808945	36.972969
184	AT1G02650	AT1G02650	0.0	0.409535	0.0	0.458977	0.482868	0.810923
185	AT1G02660	AT1G02660	5.73528	9.868001	4.770119	3.576925	5.872143	4.007771
186	AT1G02670	AT1G02670	1.320449	0.196885	0.304279	1.065307	1.387046	1.549291
187	AT1G02680	TAF13	18.949089	13.097154	14.827883	9.485107	13.61332	16.804701
188	AT1G02681	AT1G02681	0.0	0.0	0.0	0.455476	0.775676	0.486132
189	AT1G02690	IMPA6	21.791521	17.359982	20.740337	33.212936	24.089911	22.29962
190	AT1G02700	AT1G02700	0.431853	2.212352	0.772857	0.982331	0.0	0.648311
191	AT1G02710	AT1G02710	0.102248	0.052358	0.040488	4.42047	2.247804	1.267474
192	AT1G02720	GATL5	9.170244	7.780164	8.835941	10.803486	10.099092	9.400042
193	AT1G02730	CSLD5	18.784184	14.964474	15.248029	35.043865	32.814629	27.914783
194	AT1G02740	MRG2	11.35831	12.627471	9.999713	10.189603	10.743224	9.914534
195	AT1G02750	DI19-2	30.056261	27.553028	35.142159	26.153961	19.339714	28.032545
196	AT1G02760	AT1G02760	0.0	0.0	0.0	0.0	0.0	0.0
197	AT1G02770	AT1G02770	0.0	0.344004	0.0	0.404352	0.46226	0.472291
198	AT1G02780	RPL19A	1052.140503	912.689209	972.556641	1331.732666	953.657593	1042.095459
199	AT1G02790	PGA3	0.0	0.0	0.0	0.0	0.0	0.001454
200	AT1G02800	CEL2	0.0	0.0	0.0	0.203755	0.540942	0.202858
201	AT1G02810	PME7	12.26768	11.179476	12.051458	14.362819	12.300777	14.644873
202	AT1G02813	AT1G02813	0.398495	0.692989	0.0	0.301088	0.832584	0.490153
203	AT1G02816	AT1G02816	39.730824	41.487572	41.232677	39.997902	33.764309	34.487988
204	AT1G02820	AT1G02820	0.0	0.0	0.0	0.620883	1.266442	0.835965
205	AT1G02830	RPL22A	0.0	0.0	0.305447	0.0	0.0	0.0
206	AT1G02840	SR34	133.394287	154.648346	128.122589	97.415756	108.548683	94.474258
207	AT1G02850	BGLU11	27.0604	31.522127	29.092928	34.328274	32.382732	35.041977
208	AT1G02860	BAH1	62.403503	46.258228	68.122604	23.318235	35.771675	34.370327
209	AT1G02870	AT1G02870	29.287294	34.636841	29.720282	37.55159	24.143206	22.672356
210	AT1G02880	TPK1	23.766726	34.437103	24.819422	32.968277	30.507648	39.31638
211	AT1G02890	AT1G02890	38.348297	35.690048	32.917564	36.798836	37.92551	36.546303
212	AT1G02900	RALF1	291.196777	290.973816	305.992737	332.722015	437.556366	393.348236
213	AT1G02910	LPA1	14.25191	12.128766	15.084347	13.852558	13.714726	15.448505
214	AT1G02920	GSTF7	60.424591	33.879768	54.033306	22.21221	44.382328	28.385939
215	AT1G02930	GSTF6	54.873676	45.620045	58.218559	24.722569	36.960804	32.728588
216	AT1G02940	GSTF5	0.0	0.0	0.0	0.0	0.0	0.0
217	AT1G02950	GSTF4	15.226999	10.859501	23.550848	11.399234	19.777052	12.034939
218	AT1G02952	AT1G02952	0.0	0.0	0.0	0.0	0.0	0.0
219	AT1G02960	AT1G02960	13.28668	14.37726	12.400875	11.909763	14.300213	7.468487
220	AT1G02965	AT1G02965	0.0	0.0	0.0	0.0	0.0	0.0
221	AT1G02970	WEE1	3.639988	4.207299	3.468394	5.211398	5.198317	5.273005
222	AT1G02980	CUL2	0.362476	0.57593	0.553791	0.530447	0.499614	0.641024
223	AT1G02990	AT1G02990	8.75895	8.078043	7.422165	9.156705	8.051057	7.900613
224	AT1G03000	PEX6	11.279836	8.131124	9.989757	8.233163	10.051793	7.960514
225	AT1G03010	AT1G03010	5.108196	3.85602	4.941352	2.325564	2.821533	1.78728
226	AT1G03020	GRXS1	0.0	0.0	0.0	0.123899	0.0	0.0
227	AT1G03022	AT1G03022	0.0	0.0	0.0	0.0	0.0	0.0
228	AT1G03030	AT1G03030	15.10568	17.813875	18.132673	16.323967	16.266577	16.255196
229	AT1G03040	BHLH7	33.186161	44.567261	42.729973	47.149662	41.495083	41.939762
230	AT1G03050	AT1G03050	0.0	0.0	0.0	0.055267	0.0	0.0
231	AT1G03055	D27	0.0	1.037071	0.0	0.0	0.0	0.433464
232	AT1G03060	SPI	12.492038	11.274458	10.780625	11.5456	12.947026	11.409456
233	AT1G03070	AT1G03070	1.925513	1.86847	1.279115	1.207203	1.24273	1.752236
234	AT1G03080	NET1D	38.044418	33.944874	35.039757	38.079109	35.81427	39.977592
235	AT1G03090	MCCA	99.087234	72.533386	128.824142	14.397408	26.414831	23.071917
236	AT1G03100	AT1G03100	1.154346	1.056096	0.749367	3.04357	1.451971	1.866244
237	AT1G03103	AT1G03103	0.0	0.0	0.0	0.0	0.0	0.0
238	AT1G03106	AT1G03106	1.216698	0.65805	1.241441	1.189888	1.299688	0.957191
239	AT1G03110	TRM82	13.036185	15.260548	12.82375	20.388763	13.711242	14.155782
240	AT1G03120	ATRAB28	3.056822	1.25289	2.117292	0.562997	1.085169	0.0
241	AT1G03130	PSAD2	9.479692	3.499148	8.667974	2.671135	3.35523	4.476594
242	AT1G03140	AT1G03140	77.326683	73.074844	79.597099	52.963207	50.770245	54.073444
243	AT1G03150	AT1G03150	39.957386	33.502098	36.466011	40.792747	30.473503	35.746479
244	AT1G03160	FZL	6.28478	8.478979	6.03428	4.818326	6.058968	5.336591
245	AT1G03170	FAF2	0.0	0.126893	0.0	1.328551	0.039066	0.740891
246	AT1G03180	AT1G03180	6.337174	6.529398	6.069982	8.524933	6.723016	8.210684
247	AT1G03190	UVH6	3.998598	5.817827	4.819778	7.386941	6.281466	6.014487
248	AT1G03200	AT1G03200	6.699546	4.573137	9.597331	3.080086	4.250761	3.661914
249	AT1G03210	AT1G03210	63.909508	55.22094	68.239357	57.959423	64.062599	66.078407
250	AT1G03220	AT1G03220	395.300232	515.731079	514.089355	361.870636	508.961517	478.20462
251	AT1G03230	AT1G03230	46.95631	45.478527	55.387341	41.768627	43.228962	25.139835
252	AT1G03240	AT1G03240	0.547615	0.001907	0.0	0.0	0.834129	0.0
253	AT1G03250	AT1G03250	25.540464	20.501184	25.599081	23.419497	21.612663	25.025291
254	AT1G03260	AT1G03260	9.822461	11.531496	11.286573	11.343232	10.692743	9.485025
255	AT1G03270	CBSDUF4	5.021804	5.375124	2.855952	3.812589	3.572443	4.360797
256	AT1G03280	AT1G03280	33.842651	30.519627	35.225861	29.742455	32.829678	30.633446
257	AT1G03290	AT1G03290	34.829578	35.627411	36.364067	30.923479	30.903753	35.348503
258	AT1G03300	ATDUF1	1.182353	0.739763	0.605226	1.877823	1.71906	1.799931
259	AT1G03310	ISA2	4.941892	4.026915	3.635995	6.859377	6.174979	5.78733
260	AT1G03320	AT1G03320	0.0	0.0	0.0	0.0	0.0	0.0
261	AT1G03330	LSM2	61.12915	59.293396	63.616081	71.878845	81.65097	77.022209
262	AT1G03340	AT1G03340	0.696053	2.27838	1.541938	1.9859	2.690806	2.815698
263	AT1G03350	AT1G03350	37.839172	39.86768	47.1842	50.541012	44.539215	51.454552
264	AT1G03360	ATRRP4	13.209901	11.702691	13.64668	22.963684	16.618465	12.647043
265	AT1G03365	RF4	6.461515	7.852961	8.204609	8.18912	7.652077	6.560819
266	AT1G03370	AT1G03370	19.386147	15.558308	18.826868	16.714046	18.403526	19.758787
267	AT1G03380	ATG18G	40.144833	34.938797	43.953281	20.615282	30.960835	25.855879
268	AT1G03390	AT1G03390	0.639496	0.472119	0.020562	0.0	0.03755	0.539621
269	AT1G03400	AT1G03400	3.373594	4.456904	3.889113	1.788592	3.334051	1.457623
270	AT1G03410	2A6	4.174613	6.80541	7.705453	5.300264	3.652532	6.376712
271	AT1G03420	Sadhu4-2	0.0	0.0	0.0	0.024371	0.0	0.212617
272	AT1G03430	AHP5	25.10721	15.583523	28.477598	20.223711	18.256912	22.892063
273	AT1G03440	AT1G03440	2.288504	2.940856	2.629976	4.027891	4.611306	3.440361
274	AT1G03445	BSU1	0.0	0.602103	0.272493	0.443805	0.413581	0.266503
275	AT1G03457	BRN2	26.770029	26.481785	28.632742	12.506541	19.15143	19.206511
276	AT1G03470	NET3A	12.137444	8.825163	11.737745	19.327784	16.043556	10.309583
277	AT1G03475	CPX1	31.971304	28.622744	37.119904	29.587227	38.252819	31.674383
278	AT1G03490	NAC006	0.0	0.0	0.0	0.0	0.0	0.0
279	AT1G03495	3AT2	2.987398	5.717462	2.451447	11.752593	6.228603	8.354373
280	AT1G03502	AT1G03502	2.645758	0.479211	6.405516	1.373634	2.89075	1.497868
281	AT1G03506	AT1G03506	4.026682	3.688087	3.980403	0.977546	3.084251	2.990267
282	AT1G03510	PCMP-E3	1.804931	2.068566	0.80543	1.612834	1.773188	1.446801
283	AT1G03515	AT1G03515	0.0	0.0	0.0	0.0	0.0	0.0
284	AT1G03520	AT1G03520	7.746333	11.617493	9.415731	6.168567	3.229549	6.457668
285	AT1G03530	ATNAF1	10.600267	8.909307	9.995022	16.903589	10.069283	11.333632
286	AT1G03540	PCMP-E4	1.44768	0.568144	0.426569	1.261881	2.442768	0.995502
287	AT1G03550	SCAMP2	18.853352	11.691507	20.896278	13.136178	12.269808	14.324414
288	AT1G03545	AT1G03545	0.655339	4.080933	1.088766	3.174011	5.779929	2.770541
289	AT1G03560	AT1G03560	5.699784	5.011501	4.774049	6.837038	6.084915	5.707281
290	AT1G03570	AT1G03570	0.0	0.0	0.0	0.0	0.0	0.0
291	AT1G03580	AT1G03580	3.978378	2.704064	4.512258	0.064464	0.257006	0.172187
292	AT1G03590	PPC6-6	21.335474	24.375484	24.661352	19.21953	15.223994	15.551444
293	AT1G03600	PSB27-1	29.948771	19.476326	29.978361	10.482077	9.4538	14.20077
294	AT1G03610	AT1G03610	37.573067	34.668137	39.29636	11.89044	17.137865	13.187352
295	AT1G03620	AT1G03620	9.68456	7.916193	11.959526	9.868419	9.31326	7.010007
296	AT1G03630	PORC	2.576908	5.504455	1.691404	3.978701	5.385105	5.223824
297	AT1G03640	AT1G03640	0.0	0.0	0.0	0.0	0.0	0.0
298	AT1G03650	AT1G03650	12.349771	6.30226	6.98165	5.80537	7.032079	6.88525
299	AT1G03660	AT1G03660	16.491621	19.559505	24.953062	10.516762	8.173408	9.462315
300	AT1G03670	AT1G03670	0.0	0.0	0.0	0.0	0.0	0.0
301	AT1G03680	ATHM1	14.958206	17.702311	12.075002	14.167717	15.129231	16.995068
302	AT1G03687	AT1G03687	10.553133	11.467572	9.956551	12.282704	11.604331	9.989382
303	AT1G03700	AT1G03700	11.000535	18.595657	10.127548	8.541076	16.081915	16.399719
304	AT1G03710	AT1G03710	0.0	0.0	0.339438	0.103499	0.0	0.0
305	AT1G03720	AT1G03720	0.0	0.0	0.0	0.0	0.0	0.0
306	AT1G03730	AT1G03730	19.18298	16.178427	15.394382	25.574564	22.07114	22.062492
307	AT1G03740	AT1G03740	27.05575	20.815525	32.900391	18.912169	31.856718	27.353333
308	AT1G03743	AT1G03743	0.0	0.0	0.0	0.0	0.0	0.0
309	AT1G03746	AT1G03746	0.0	0.0	0.0	0.0	0.0	0.0
310	AT1G03750	SWI2	7.302011	5.765948	7.181763	5.442175	6.852962	5.439031
311	AT1G03760	AT1G03760	11.840277	11.949849	8.64597	12.160863	11.460743	9.532801
312	AT1G03770	RING1B	10.284925	9.718926	9.576028	10.079566	8.839897	7.636851
313	AT1G03780	TPX2	11.522666	7.847106	12.143619	11.711666	15.433481	7.652345
314	AT1G03790	SOM	0.000568	1.770571	0.0	0.0	0.0	0.081534
315	AT1G03800	ERF10	1.198966	0.0	0.0	0.702862	1.323564	0.045878
