gene_id	transcript_id(s)	flight1	flight2	flight3	ground1	ground2	ground3
AT1G01010	AT1G01010.1	23.81	30.08	26.56	22.93	20.83	21.02
AT1G01020	AT1G01020.1,AT1G01020.2	6.02	3.63	5.29	4.55	5.35	7.41
AT1G01030	AT1G01030.1	0.02	0.00	0.00	0.13	0.57	0.50
AT1G01040	AT1G01040.1,AT1G01040.2	10.69	9.93	9.72	9.04	9.02	7.14
AT1G01046	AT1G01046.1	1.23	0.00	0.00	0.00	0.00	0.00
AT1G01050	AT1G01050.1	91.04	91.95	98.30	100.01	84.03	82.10
AT1G01060	AT1G01060.1,AT1G01060.2,AT1G01060.3,AT1G01060.4,AT1G01060.5	65.30	152.49	64.89	46.43	15.54	51.62
AT1G01070	AT1G01070.1,AT1G01070.2	39.85	32.29	43.25	17.36	20.11	18.73
AT1G01073	AT1G01073.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01080	AT1G01080.1,AT1G01080.2	7.26	6.19	6.95	10.98	10.28	9.68
AT1G01090	AT1G01090.1	88.25	79.01	83.77	99.64	78.91	92.63
AT1G01100	AT1G01100.1,AT1G01100.2,AT1G01100.3,AT1G01100.4	471.41	446.99	510.62	734.88	508.99	539.72
AT1G01110	AT1G01110.1,AT1G01110.2	5.34	1.94	4.32	5.58	5.14	2.18
AT1G01115	AT1G01115.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01120	AT1G01120.1	25.15	33.07	17.57	33.41	40.63	44.40
AT1G01130	AT1G01130.1	2.78	0.00	3.10	3.29	5.22	6.45
AT1G01140	AT1G01140.1,AT1G01140.2,AT1G01140.3	11.48	11.02	9.16	6.96	4.35	6.15
AT1G01150	AT1G01150.1	0.15	0.00	0.52	0.60	0.37	0.40
AT1G01160	AT1G01160.1,AT1G01160.2	29.61	24.73	37.97	30.87	25.82	24.51
AT1G01170	AT1G01170.1,AT1G01170.2	65.01	68.92	59.93	23.90	53.36	35.35
AT1G01180	AT1G01180.1	24.90	25.16	20.35	21.31	20.01	23.61
AT1G01183	AT1G01183.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01190	AT1G01190.1	5.74	12.01	10.05	21.26	19.64	16.51
AT1G01200	AT1G01200.1	2.43	2.57	4.29	16.26	8.51	10.83
AT1G01210	AT1G01210.1	27.31	41.44	25.39	57.51	36.86	48.10
AT1G01220	AT1G01220.1	6.91	7.45	6.63	7.80	5.61	6.38
AT1G01225	AT1G01225.1	6.23	9.74	6.95	10.76	9.25	6.56
AT1G01230	AT1G01230.1	70.53	72.53	65.69	49.50	57.78	59.44
AT1G01240	AT1G01240.1,AT1G01240.2,AT1G01240.3	35.73	37.94	44.56	12.84	19.96	17.33
AT1G01250	AT1G01250.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01260	AT1G01260.1,AT1G01260.2,AT1G01260.3	7.40	6.84	7.24	7.97	7.70	8.72
AT1G01270	AT1G01270.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01280	AT1G01280.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01290	AT1G01290.1,AT1G01290.2	14.57	13.77	11.32	19.85	14.63	15.82
AT1G01300	AT1G01300.1	28.06	29.79	25.24	57.93	52.96	35.79
AT1G01305	AT1G01305.1	0.60	0.00	0.00	0.00	0.00	0.00
AT1G01310	AT1G01310.1	0.26	0.48	0.53	0.10	0.55	0.59
AT1G01320	AT1G01320.1,AT1G01320.2	4.51	3.87	4.77	5.35	5.33	4.30
AT1G01340	AT1G01340.1,AT1G01340.2	11.20	13.21	16.19	10.89	10.89	12.74
AT1G01350	AT1G01350.1	15.21	20.63	19.45	22.99	20.54	20.43
AT1G01355	AT1G01355.1	1.08	2.75	1.03	0.25	0.40	0.00
AT1G01360	AT1G01360.1	28.28	53.06	32.84	27.90	28.41	35.30
AT1G01370	AT1G01370.1,AT1G01370.2	6.61	3.62	11.39	10.82	9.33	12.49
AT1G01380	AT1G01380.1	7.94	12.47	3.23	13.88	7.08	6.94
AT1G01390	AT1G01390.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01400	AT1G01400.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01410	AT1G01410.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01420	AT1G01420.1	0.99	0.50	0.84	2.08	1.91	3.00
AT1G01430	AT1G01430.1	22.60	20.31	17.61	18.43	22.27	18.47
AT1G01440	AT1G01440.1	11.86	9.78	9.68	7.52	8.22	7.47
AT1G01448	AT1G01448.1,AT1G01448.2,AT1G01448.3	6.88	3.99	4.84	3.29	5.46	3.93
AT1G01450	AT1G01450.1	0.00	0.37	0.97	0.41	0.30	0.30
AT1G01453	AT1G01453.1,AT1G01453.2	2.20	0.57	0.84	1.47	1.61	2.21
AT1G01460	AT1G01460.1	0.20	0.00	0.00	0.00	0.06	0.00
AT1G01470	AT1G01470.1	62.34	76.13	76.07	106.94	132.93	106.67
AT1G01471	AT1G01471.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01480	AT1G01480.1,AT1G01480.2	2.82	1.58	2.67	2.93	3.14	2.74
AT1G01490	AT1G01490.1,AT1G01490.2	63.29	76.71	62.09	100.60	58.18	95.50
AT1G01500	AT1G01500.1	7.31	5.28	4.93	8.67	6.02	7.36
AT1G01510	AT1G01510.1	31.37	37.67	31.73	32.36	26.83	25.75
AT1G01520	AT1G01520.1	0.00	0.50	0.13	0.18	0.00	0.76
AT1G01530	AT1G01530.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01540	AT1G01540.1,AT1G01540.2	20.31	24.65	26.00	23.55	19.09	23.39
AT1G01550	AT1G01550.1,AT1G01550.2	160.93	164.58	185.53	166.33	160.68	166.28
AT1G01560	AT1G01560.1,AT1G01560.2	0.31	1.77	0.74	2.43	2.06	2.84
AT1G01570	AT1G01570.1	1.82	1.88	4.27	3.90	3.13	3.18
AT1G01580	AT1G01580.1	2.60	2.27	15.07	159.92	22.64	68.92
AT1G01590	AT1G01590.1	0.00	0.16	0.00	0.02	0.08	0.00
AT1G01600	AT1G01600.1	1.78	3.36	1.68	3.55	3.15	2.29
AT1G01610	AT1G01610.1	37.68	51.63	38.79	51.67	50.67	67.20
AT1G01620	AT1G01620.1,AT1G01620.2	948.31	879.43	961.01	371.28	470.54	458.19
AT1G01630	AT1G01630.1	33.58	31.56	33.15	40.58	31.86	38.64
AT1G01640	AT1G01640.1,AT1G01640.2	50.72	44.51	48.09	30.91	32.59	24.44
AT1G01650	AT1G01650.1,AT1G01650.2	29.89	30.90	31.86	29.83	20.57	25.82
AT1G01660	AT1G01660.1	2.56	2.76	4.19	3.77	2.88	3.32
AT1G01670	AT1G01670.1	6.53	6.30	8.12	5.53	4.54	4.42
AT1G01680	AT1G01680.1	0.00	0.00	0.82	0.53	0.10	0.89
AT1G01690	AT1G01690.1	3.93	5.15	5.17	5.41	6.89	5.48
AT1G01695	AT1G01695.1	0.00	0.00	0.00	0.36	0.00	0.21
AT1G01700	AT1G01700.1	0.58	0.77	0.47	0.96	0.63	0.63
AT1G01710	AT1G01710.1	13.72	11.72	12.19	12.98	12.68	12.66
AT1G01720	AT1G01720.1	59.24	86.02	72.50	47.01	50.66	46.07
AT1G01725	AT1G01725.1	33.10	33.84	26.89	16.65	24.37	24.86
AT1G01730	AT1G01730.1	44.19	41.92	48.90	36.21	36.15	30.55
AT1G01740	AT1G01740.1,AT1G01740.2	1.84	1.05	3.06	2.80	2.28	2.63
AT1G01750	AT1G01750.1	41.66	38.96	51.75	45.62	38.74	51.75
AT1G01760	AT1G01760.1	4.21	2.61	4.18	2.30	0.84	1.30
AT1G01770	AT1G01770.1	12.39	11.54	14.73	5.95	6.84	5.68
AT1G01780	AT1G01780.1	31.37	24.06	32.96	18.39	16.03	17.18
AT1G01790	AT1G01790.1	5.80	6.76	5.74	5.61	6.05	5.20
AT1G01800	AT1G01800.1,AT1G01800.2	98.13	126.25	116.22	103.22	85.85	100.90
AT1G01810	AT1G01810.1	1.26	0.54	0.00	1.44	1.28	2.50
AT1G01820	AT1G01820.1	59.48	51.50	66.36	42.90	50.17	41.65
AT1G01830	AT1G01830.1,AT1G01830.2,AT1G01830.3	8.70	6.42	6.23	6.62	7.39	6.83
AT1G01840	AT1G01840.1	1.61	2.09	1.78	3.17	1.35	2.55
AT1G01860	AT1G01860.1	5.00	4.10	5.18	4.15	3.60	3.57
AT1G01870	AT1G01870.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01880	AT1G01880.1,AT1G01880.2	2.07	1.37	1.21	1.55	1.02	0.79
AT1G01890	AT1G01890.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01900	AT1G01900.1	1.54	2.28	2.19	2.60	3.55	2.83
AT1G01910	AT1G01910.1,AT1G01910.2,AT1G01910.3,AT1G01910.4,AT1G01910.5	45.76	38.87	43.24	37.69	32.95	28.32
AT1G01920	AT1G01920.1,AT1G01920.2	8.14	11.33	10.34	14.81	11.61	10.82
AT1G01930	AT1G01930.1	11.11	11.20	10.34	9.07	8.73	9.41
AT1G01940	AT1G01940.1	39.00	29.90	36.04	36.73	29.72	39.44
AT1G01950	AT1G01950.1,AT1G01950.2,AT1G01950.3	8.79	10.35	8.21	10.40	9.22	10.89
AT1G01960	AT1G01960.1	22.10	23.13	19.36	22.68	19.78	17.33
AT1G01970	AT1G01970.1	4.72	7.08	5.10	4.73	5.92	5.21
AT1G01980	AT1G01980.1	0.00	0.00	0.00	0.09	0.00	0.00
AT1G01990	AT1G01990.1	19.28	19.18	15.02	12.94	12.97	10.41
AT1G02000	AT1G02000.1	7.98	8.75	8.15	7.79	7.83	7.07
AT1G02010	AT1G02010.1,AT1G02010.2	3.79	4.95	2.85	3.29	2.54	3.61
AT1G02020	AT1G02020.1,AT1G02020.2	1.93	2.09	1.61	2.14	1.77	2.44
AT1G02030	AT1G02030.1	0.24	0.44	0.62	0.17	0.47	0.77
AT1G02040	AT1G02040.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02050	AT1G02050.1	6.11	5.27	4.34	4.03	6.11	4.45
AT1G02060	AT1G02060.1	4.36	5.19	4.48	2.65	3.60	2.16
AT1G02065	AT1G02065.1,AT1G02065.2	0.00	0.00	0.00	0.00	0.00	0.08
AT1G02070	AT1G02070.1	0.00	0.00	0.00	0.77	1.06	0.42
AT1G02074	AT1G02074.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02080	AT1G02080.1,AT1G02080.2	17.57	16.71	15.09	16.13	16.74	13.59
AT1G02090	AT1G02090.1,AT1G02090.2,AT1G02090.3	35.01	38.07	40.36	49.24	50.21	48.70
AT1G02100	AT1G02100.1,AT1G02100.2,AT1G02100.3	47.91	54.84	47.67	35.83	34.82	31.63
AT1G02110	AT1G02110.1	15.18	14.38	10.56	11.33	11.61	8.53
AT1G02120	AT1G02120.1	48.06	51.92	47.63	32.78	39.45	37.78
AT1G02130	AT1G02130.1	51.33	51.43	55.26	46.37	43.23	50.31
AT1G02136	AT1G02136.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02140	AT1G02140.1	146.14	172.66	183.12	252.11	180.40	224.56
AT1G02145	AT1G02145.1,AT1G02145.2,AT1G02145.3,AT1G02145.4	12.42	14.58	11.15	13.79	13.02	15.08
AT1G02150	AT1G02150.1	18.27	16.49	13.52	13.21	13.36	11.74
AT1G02160	AT1G02160.1,AT1G02160.2	38.81	39.57	53.31	40.37	52.89	44.57
AT1G02170	AT1G02170.1	35.23	33.08	42.34	27.88	31.95	29.43
AT1G02180	AT1G02180.1	1.06	3.35	2.88	3.86	2.27	2.97
AT1G02190	AT1G02190.1,AT1G02190.2	0.00	0.00	0.00	0.00	0.08	0.16
AT1G02205	AT1G02205.1,AT1G02205.2,AT1G02205.3	1.61	1.49	0.92	2.14	1.52	1.84
AT1G02210	AT1G02210.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02220	AT1G02220.1	7.82	10.66	7.05	12.93	14.20	16.39
AT1G02228	AT1G02228.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02230	AT1G02230.1	1.80	0.47	1.14	1.76	0.60	1.39
AT1G02250	AT1G02250.1	0.00	0.41	0.00	0.36	0.50	0.65
AT1G02260	AT1G02260.1	1.65	1.03	1.43	2.08	2.20	1.52
AT1G02270	AT1G02270.1	9.08	6.41	10.12	10.51	11.11	9.16
AT1G02280	AT1G02280.1,AT1G02280.2	37.73	49.74	46.72	35.25	38.03	41.13
AT1G02290	AT1G02290.1	7.05	7.27	7.34	7.53	6.40	5.70
AT1G02300	AT1G02300.1	12.14	6.73	12.64	5.86	12.14	6.62
AT1G02305	AT1G02305.1	119.69	155.54	157.74	57.74	79.21	69.27
AT1G02310	AT1G02310.1	3.53	8.20	6.11	6.43	6.62	5.21
AT1G02320	AT1G02320.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02330	AT1G02330.1	37.77	36.69	47.97	35.72	36.78	39.42
AT1G02335	AT1G02335.1	27.65	35.41	27.40	27.25	38.44	26.04
AT1G02340	AT1G02340.1	9.93	19.21	11.46	2.79	5.48	7.15
AT1G02350	AT1G02350.1	1.43	0.00	0.00	0.63	0.14	2.01
AT1G02360	AT1G02360.1	58.28	75.93	70.63	63.59	74.46	71.61
AT1G02370	AT1G02370.1	5.32	3.66	4.21	5.59	4.05	4.41
AT1G02380	AT1G02380.1	3.24	1.92	2.69	2.44	2.99	2.51
AT1G02390	AT1G02390.1	0.70	0.68	0.03	1.42	0.56	1.11
AT1G02391	AT1G02391.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02400	AT1G02400.1	9.46	16.66	13.13	18.67	13.84	16.43
AT1G02405	AT1G02405.1	0.00	0.00	0.82	0.20	0.54	0.88
AT1G02410	AT1G02410.1	20.38	24.70	24.87	33.96	26.48	28.67
AT1G02420	AT1G02420.1	2.31	1.92	3.60	3.43	1.80	2.45
AT1G02430	AT1G02430.1	5.94	3.14	4.23	5.19	3.28	5.18
AT1G02440	AT1G02440.1	0.33	0.00	0.19	1.46	0.23	0.29
AT1G02450	AT1G02450.1	0.00	0.00	0.00	2.00	0.00	0.00
AT1G02460	AT1G02460.1	2.03	2.32	2.53	4.04	2.13	2.46
AT1G02470	AT1G02470.1,AT1G02470.2	1.04	0.20	0.43	0.64	1.85	0.00
AT1G02475	AT1G02475.1	7.02	12.17	9.44	11.53	10.97	9.39
AT1G02480	AT1G02480.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02490	AT1G02490.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02500	AT1G02500.1,AT1G02500.2	589.58	726.65	574.48	668.62	520.79	548.70
AT1G02510	AT1G02510.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02520	AT1G02520.1	17.87	25.39	22.24	28.73	15.38	25.20
AT1G02530	AT1G02530.1	0.16	0.06	0.15	0.51	0.16	0.14
AT1G02540	AT1G02540.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02550	AT1G02550.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02560	AT1G02560.1	39.68	36.13	42.31	45.39	40.94	36.37
AT1G02570	AT1G02570.1	3.00	2.85	2.60	1.61	1.17	2.20
AT1G02575	AT1G02575.1	2.59	4.43	5.48	1.58	4.60	3.78
AT1G02580	AT1G02580.1	0.30	0.00	0.39	0.03	0.19	0.00
AT1G02590	AT1G02590.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02600	AT1G02600.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02610	AT1G02610.1	17.76	17.90	26.50	1.85	4.34	5.33
AT1G02620	AT1G02620.1	1.12	1.57	0.65	0.00	0.00	0.00
AT1G02630	AT1G02630.1,AT1G02630.2	0.07	0.38	0.34	0.00	0.00	0.25
AT1G02640	AT1G02640.1	99.53	124.86	119.59	19.67	35.55	28.54
AT1G02650	AT1G02650.1	0.39	0.35	0.30	0.23	0.33	0.66
AT1G02660	AT1G02660.1	4.24	7.60	3.55	2.75	4.57	3.06
AT1G02670	AT1G02670.1	0.48	0.14	0.25	0.25	0.75	0.74
AT1G02680	AT1G02680.1	16.37	12.83	15.41	9.69	11.90	13.72
AT1G02681	AT1G02681.1	0.00	0.00	0.00	0.00	0.96	0.72
AT1G02690	AT1G02690.1,AT1G02690.2	18.40	14.32	17.83	27.88	18.43	16.95
AT1G02700	AT1G02700.1	0.53	1.86	0.88	0.71	0.86	0.55
AT1G02710	AT1G02710.1	0.00	0.00	0.00	2.50	0.00	0.00
AT1G02720	AT1G02720.1,AT1G02720.2	6.91	6.85	7.95	8.95	8.81	7.84
AT1G02730	AT1G02730.1	14.21	12.21	11.62	26.92	24.55	21.05
AT1G02740	AT1G02740.1	7.32	9.78	7.25	8.36	7.99	7.64
AT1G02750	AT1G02750.1,AT1G02750.2	28.44	26.49	35.97	26.97	17.20	26.67
AT1G02760	AT1G02760.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02770	AT1G02770.1	0.00	0.40	0.00	0.22	0.33	0.25
AT1G02780	AT1G02780.1	1005.29	909.70	960.18	1299.51	892.51	979.15
AT1G02790	AT1G02790.1	0.00	0.00	0.00	0.05	0.00	0.00
AT1G02800	AT1G02800.1	0.02	0.00	0.00	0.09	0.42	0.15
AT1G02810	AT1G02810.1	10.09	8.95	9.97	11.99	10.65	11.80
AT1G02813	AT1G02813.1	0.82	0.86	0.00	0.35	0.90	0.78
AT1G02816	AT1G02816.1	38.36	41.53	43.23	41.38	31.33	33.94
AT1G02820	AT1G02820.1	0.00	0.00	0.00	0.55	1.64	0.92
AT1G02830	AT1G02830.1	0.00	0.00	0.92	0.00	0.00	0.00
AT1G02840	AT1G02840.1,AT1G02840.2,AT1G02840.3	118.58	146.31	119.36	85.54	96.04	79.73
AT1G02850	AT1G02850.1,AT1G02850.2,AT1G02850.3,AT1G02850.4,AT1G02850.5	22.24	27.47	23.73	28.26	25.16	27.37
AT1G02860	AT1G02860.1,AT1G02860.2	46.02	36.41	51.00	17.64	26.64	25.99
AT1G02870	AT1G02870.1	29.40	39.15	33.63	39.72	24.10	24.04
AT1G02880	AT1G02880.1,AT1G02880.2,AT1G02880.3,AT1G02880.4	19.94	31.34	24.21	29.37	26.25	32.14
AT1G02890	AT1G02890.1,AT1G02890.2	27.78	26.61	24.53	26.71	27.31	25.85
AT1G02900	AT1G02900.1	196.93	253.98	233.41	256.42	338.12	296.56
AT1G02910	AT1G02910.1	10.09	9.43	11.68	10.63	9.46	11.39
AT1G02920	AT1G02920.1	59.99	32.38	54.17	22.41	40.97	29.67
AT1G02930	AT1G02930.1,AT1G02930.2	54.72	49.21	60.34	25.95	38.53	33.44
AT1G02940	AT1G02940.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02950	AT1G02950.1,AT1G02950.2,AT1G02950.3,AT1G02950.4	13.07	11.75	23.24	11.12	19.09	11.60
AT1G02952	AT1G02952.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02960	AT1G02960.1,AT1G02960.2,AT1G02960.3	9.20	10.97	9.66	7.73	8.93	6.12
AT1G02965	AT1G02965.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02970	AT1G02970.1	3.34	3.53	2.85	3.91	4.11	3.85
AT1G02980	AT1G02980.1	0.24	0.42	0.45	0.41	0.46	0.61
AT1G02990	AT1G02990.1,AT1G02990.2,AT1G02990.3	6.20	6.40	5.41	6.80	5.42	5.83
AT1G03000	AT1G03000.1	8.02	5.96	7.38	6.08	6.97	6.13
AT1G03010	AT1G03010.1	3.88	3.43	4.31	2.00	2.00	1.41
AT1G03020	AT1G03020.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03022	AT1G03022.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03030	AT1G03030.1	9.63	14.66	15.43	14.84	12.59	12.86
AT1G03040	AT1G03040.1,AT1G03040.2	26.87	39.46	36.99	38.29	33.33	34.24
AT1G03050	AT1G03050.1	0.00	0.00	0.00	0.04	0.07	0.17
AT1G03055	AT1G03055.1,AT1G03055.2	0.00	0.67	0.00	0.00	0.00	0.39
AT1G03060	AT1G03060.1	8.87	8.35	7.99	8.46	9.14	8.02
AT1G03070	AT1G03070.1,AT1G03070.2	2.31	2.18	1.37	1.26	1.00	1.29
AT1G03080	AT1G03080.1	28.49	26.99	27.49	29.07	26.80	29.25
AT1G03090	AT1G03090.1,AT1G03090.2	73.95	56.78	102.36	11.19	19.38	17.41
AT1G03100	AT1G03100.1	1.00	0.72	0.69	2.19	1.36	1.31
AT1G03103	AT1G03103.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03106	AT1G03106.1	1.29	0.84	0.89	1.36	0.69	1.18
AT1G03110	AT1G03110.1	10.90	13.01	11.10	16.68	10.74	11.23
AT1G03120	AT1G03120.1	3.41	1.41	2.41	0.37	1.51	0.00
AT1G03130	AT1G03130.1	9.62	3.52	8.88	2.15	2.71	4.05
AT1G03140	AT1G03140.1	65.93	67.27	73.89	48.01	43.89	47.83
AT1G03150	AT1G03150.1	44.85	39.06	39.07	45.70	33.38	38.54
AT1G03160	AT1G03160.1,AT1G03160.2	4.38	5.95	4.78	3.63	4.52	3.77
AT1G03170	AT1G03170.1	0.00	0.20	0.00	0.91	0.03	0.28
AT1G03180	AT1G03180.1,AT1G03180.2	4.33	6.61	4.71	7.32	4.81	7.24
AT1G03190	AT1G03190.1,AT1G03190.2	2.98	4.39	3.59	5.75	4.57	4.49
AT1G03200	AT1G03200.1	4.65	5.96	11.43	3.75	4.07	5.23
AT1G03210	AT1G03210.1	47.50	48.05	57.62	47.23	51.11	49.81
AT1G03220	AT1G03220.1	348.20	470.80	465.53	325.15	442.88	417.77
AT1G03230	AT1G03230.1	39.88	39.27	47.92	37.15	35.75	21.94
AT1G03240	AT1G03240.1	0.55	0.00	0.00	0.00	0.90	0.00
AT1G03250	AT1G03250.1,AT1G03250.2	21.82	18.56	21.80	20.75	18.15	19.97
AT1G03260	AT1G03260.1	8.25	8.89	10.53	9.28	8.44	7.56
AT1G03270	AT1G03270.1	3.41	3.44	2.79	2.35	2.51	3.18
AT1G03280	AT1G03280.1	27.71	23.43	30.38	25.00	26.35	25.49
AT1G03290	AT1G03290.1,AT1G03290.2	25.87	27.42	28.05	25.18	22.92	25.89
AT1G03300	AT1G03300.1	0.69	0.55	0.33	0.90	1.02	1.26
AT1G03310	AT1G03310.1,AT1G03310.2	3.99	2.81	2.51	5.25	4.69	4.11
AT1G03320	AT1G03320.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03330	AT1G03330.1	72.44	69.00	72.16	85.75	90.21	86.72
AT1G03340	AT1G03340.1	0.69	1.96	1.81	1.74	1.89	2.14
AT1G03350	AT1G03350.1	32.13	34.19	40.75	44.08	36.44	44.34
AT1G03360	AT1G03360.1	11.93	11.24	12.35	19.71	14.45	11.28
AT1G03365	AT1G03365.1	5.02	6.54	6.11	5.96	5.03	4.96
AT1G03370	AT1G03370.1	14.68	12.02	14.44	12.01	13.61	14.75
AT1G03380	AT1G03380.1	30.91	26.52	32.75	14.81	22.58	19.16
AT1G03390	AT1G03390.1	0.57	0.48	0.02	0.00	0.00	0.36
AT1G03400	AT1G03400.1	3.05	3.62	3.30	1.95	2.44	1.33
AT1G03410	AT1G03410.1	2.86	5.76	6.59	4.34	2.90	3.81
AT1G03420	AT1G03420.1	0.87	0.00	0.00	0.00	0.00	2.00
AT1G03430	AT1G03430.1	23.77	11.90	25.16	17.59	15.17	18.93
AT1G03440	AT1G03440.1	1.85	2.63	2.28	3.19	3.58	2.42
AT1G03445	AT1G03445.1	0.02	0.46	0.15	0.24	0.33	0.22
AT1G03457	AT1G03457.1,AT1G03457.2	21.45	21.05	23.49	10.16	15.25	14.60
AT1G03470	AT1G03470.1,AT1G03470.2	10.96	7.74	10.97	17.57	14.36	9.65
AT1G03475	AT1G03475.1	28.22	25.79	33.52	25.81	32.41	26.63
AT1G03490	AT1G03490.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03495	AT1G03495.1	2.32	4.46	2.41	8.94	4.73	5.63
AT1G03502	AT1G03502.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03506	AT1G03506.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03510	AT1G03510.1	1.65	1.86	0.78	1.49	1.24	1.04
AT1G03515	AT1G03515.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03520	AT1G03520.1,AT1G03520.2	5.87	8.91	9.07	4.85	2.59	5.93
AT1G03530	AT1G03530.1	8.39	6.65	7.58	13.14	6.69	8.79
AT1G03540	AT1G03540.1	1.19	0.24	0.24	0.89	1.64	0.51
AT1G03545	AT1G03545.1	0.60	0.15	0.36	0.51	1.25	1.00
AT1G03550	AT1G03550.1	13.53	12.36	16.11	9.77	11.44	10.53
AT1G03560	AT1G03560.1	4.66	4.61	4.11	5.59	5.20	4.94
AT1G03570	AT1G03570.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03580	AT1G03580.1	1.58	1.07	1.97	0.00	0.18	0.00
AT1G03590	AT1G03590.1	17.33	17.76	19.55	15.18	11.79	12.23
AT1G03600	AT1G03600.1	32.21	20.70	33.39	11.03	10.51	13.10
AT1G03610	AT1G03610.1	30.84	28.39	33.37	10.23	14.01	9.68
AT1G03620	AT1G03620.1	8.17	6.84	9.65	7.44	7.45	4.78
AT1G03630	AT1G03630.1,AT1G03630.2	2.29	3.93	1.31	3.26	4.26	4.66
AT1G03640	AT1G03640.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03650	AT1G03650.1	13.25	7.32	7.00	5.89	7.28	5.62
AT1G03660	AT1G03660.1	27.49	5.01	13.09	5.90	11.36	2.90
AT1G03670	AT1G03670.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03680	AT1G03680.1	12.94	17.87	12.88	15.16	14.90	17.65
AT1G03687	AT1G03687.1,AT1G03687.2	8.60	9.55	8.62	10.27	9.92	7.68
AT1G03700	AT1G03700.1	10.69	23.11	13.00	11.13	17.28	19.40
AT1G03710	AT1G03710.1,AT1G03710.2	0.04	0.00	0.62	0.00	0.00	0.11
AT1G03720	AT1G03720.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03730	AT1G03730.1	15.85	15.46	14.55	22.82	19.79	20.04
AT1G03740	AT1G03740.1,AT1G03740.2	20.60	17.16	25.08	14.75	23.63	19.93
AT1G03743	AT1G03743.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03746	AT1G03746.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03750	AT1G03750.1	5.71	4.57	5.47	4.07	4.74	3.83
AT1G03760	AT1G03760.1	9.44	10.65	7.28	10.36	8.65	7.76
AT1G03770	AT1G03770.1,AT1G03770.2,AT1G03770.3	7.96	7.65	8.71	7.76	6.22	6.22
AT1G03780	AT1G03780.1,AT1G03780.2,AT1G03780.3	8.22	6.05	9.50	9.28	11.50	5.92
AT1G03790	AT1G03790.1	0.00	1.60	0.00	0.00	0.00	0.08
AT1G03800	AT1G03800.1	0.75	0.00	0.00	0.70	0.97	0.00
AT1G03810	AT1G03810.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03820	AT1G03820.1	56.77	70.87	69.60	231.34	156.97	181.54
AT1G03830	AT1G03830.1,AT1G03830.2	6.31	5.34	3.82	6.94	4.66	5.97
AT1G03840	AT1G03840.1,AT1G03840.2	5.64	5.72	4.72	9.26	4.08	6.72
AT1G03850	AT1G03850.1,AT1G03850.2	155.52	254.23	222.17	74.96	134.99	104.19
AT1G03860	AT1G03860.1,AT1G03860.2,AT1G03860.3	62.78	59.13	57.79	88.64	61.00	64.46
AT1G03870	AT1G03870.1	367.28	337.02	377.85	278.70	227.50	287.01
