,Geneid,gene_name,SRR3655795Aligned.sortedByCoord.out.bam,SRR3655801Aligned.sortedByCoord.out.bam,SRR3655791Aligned.sortedByCoord.out.bam,SRR3655798Aligned.sortedByCoord.out.bam,SRR3655797Aligned.sortedByCoord.out.bam,SRR3655799Aligned.sortedByCoord.out.bam,SRR3655793Aligned.sortedByCoord.out.bam,SRR3655800Aligned.sortedByCoord.out.bam,SRR3655802Aligned.sortedByCoord.out.bam,SRR3655792Aligned.sortedByCoord.out.bam,SRR3655794Aligned.sortedByCoord.out.bam,SRR3655796Aligned.sortedByCoord.out.bam
19628,LOC100536981,,34,25,24,116,116,22,28,42,78,59,84,96
19630,LOC103911696,,0,1,0,0,0,0,0,1,2,2,0,0
19631,tanc1b,,83,115,149,109,109,266,121,645,316,362,309,197
19632,LOC101884179,,0,0,0,0,0,0,0,0,0,0,0,0
19633,dap1b,,136,218,123,98,98,149,58,439,499,296,174,293
19634,LOC101885164,,250,149,86,94,94,306,172,771,330,206,459,580
19636,smarcal1,,24,84,17,50,50,44,22,99,210,40,57,52
19638,xrcc5,,175,751,272,323,323,393,349,1033,1904,677,922,426
19639,tmem169b,,11,3,23,17,17,9,8,26,14,40,18,37
19641,pfkla,,914,607,1335,472,472,784,1655,2043,1543,3396,4299,2209
19642,si:ch211-45c16.2,,1,0,0,0,0,3,1,7,2,5,2,2
19643,LOC101884915,,5,2,7,1,1,0,0,10,2,22,0,9
19644,trpm2,,9,5,4,214,214,18,11,43,16,11,36,20
19645,il1rl1,,6,3,11,11,11,12,7,32,6,18,24,22
19646,LOC108191349,,0,0,0,0,0,0,0,1,0,0,0,0
19647,LOC799279,,137,227,153,644,644,360,76,820,524,410,191,367
19648,zmp:0000000936,,187,357,314,504,504,606,221,1491,967,832,571,495
19649,LOC101884991,,1,10,5,2,2,6,1,9,10,2,2,6
19652,dct,,0,0,2,0,0,3,0,4,0,2,0,0
19654,mir92a-2,,1,0,0,0,0,0,0,4,1,0,0,0
19656,mir17a-2,,0,0,0,0,0,0,0,0,0,0,0,0
19661,ednrbb,,0,0,0,4,4,0,0,0,3,0,0,2
19662,cog3,,367,504,428,555,555,602,335,1404,1228,959,944,727
19663,mid1,,6,15,37,63,63,17,12,39,23,89,21,32
19664,frmpd4,,5,0,0,14,14,2,6,17,10,4,3,11
19665,tlr7,,4,10,11,26,26,21,8,59,49,19,18,8
19666,LOC100332583,,6,23,12,21,21,10,13,26,74,25,42,4
19667,tmsb4x,,19776,49418,17216,50793,50793,37052,22334,95151,123999,43509,55357,48770
19668,LOC110440055,,122,93,141,164,164,118,126,306,218,427,393,319
19669,rbm27,,142,127,119,187,187,170,127,372,326,317,340,327
19671,il13,,16,70,10,21,21,95,49,219,171,30,94,54
19672,rad50,,279,221,201,157,157,289,257,678,549,578,637,611
19673,si:ch211-79h18.2,,96,80,51,9,9,71,10,152,223,94,63,230
19674,drd1b,,2,0,0,3,3,1,0,4,10,5,3,3
19675,trnal-aag_221,,0,0,0,0,0,0,0,0,0,0,0,1
19676,egfl6,,17,0,4,2,2,21,0,48,3,7,1,20
19677,rab9a,,72,197,119,144,144,273,110,621,480,338,259,193
19678,trappc2,,168,430,226,507,507,451,223,1026,1092,523,618,427
19679,ofd1,,44,137,53,108,108,100,57,210,345,93,117,96
19680,gpm6bb,,27,38,20,45,45,32,9,101,98,43,29,55
19681,glra2,,0,2,0,0,0,3,1,3,0,2,11,2
19682,fancb,,6,35,2,36,36,13,12,36,81,7,30,6
19683,mospd2,,872,944,1223,1032,1032,966,1220,2419,2367,3166,3006,2034
19684,gpr143,,1,0,0,4,4,7,0,13,4,2,1,4
19685,tbl1x,,536,892,449,818,818,413,447,1150,2253,1096,1126,1403
19686,LOC100535716,,115,36,70,51,51,71,101,181,60,193,224,260
19689,arsh,,652,334,469,214,214,775,337,1948,975,1200,766,1506
19690,si:ch211-39i22.1,,3634,2197,3390,3261,3261,3212,7125,8300,5429,8236,17565,8924
19691,LOC101884336,,2,2,4,2,2,2,1,7,1,7,3,0
19693,akap17a,,174,212,151,262,262,153,180,421,570,319,479,422
19695,sept10,,313,649,285,643,643,462,255,1190,1568,644,685,847
19696,edar,,5,1,0,2,2,0,1,5,1,1,2,17
19697,LOC100333807,,3,6,2,3,3,10,0,27,19,4,3,0
19698,tbc1d8,,196,390,561,438,438,591,206,1357,1083,1340,571,515
19699,rpl31,,21071,12265,18313,9547,9547,12155,14924,29453,29700,45119,36999,50279
19700,cnot11,,119,189,132,154,154,193,131,461,402,275,328,284
19701,lcp1,,740,1761,355,5859,5859,1538,859,4040,4669,969,2313,1936
19702,LOC110440053,,0,12,1,10,10,2,4,2,23,7,7,5
19703,LOC101885626,,2,16,1,12,12,8,6,12,28,5,10,6
19705,rab3gap1,,358,468,261,372,372,663,494,1631,1221,774,1338,906
19707,actr3,,1640,2583,1598,3418,3418,2409,2042,6193,6829,4046,5235,4220
19708,gpr39,,2946,3004,3183,1302,1302,878,611,2251,7635,8278,1463,7498
19709,nmi,,1102,2619,1119,1541,1541,2410,573,6046,7145,2878,1439,2805
19710,LOC101885096,,82,101,51,87,87,175,62,438,259,157,161,175
19711,LOC100148704,,452,975,369,569,569,1115,369,2905,2581,958,832,1116
19712,ubxn4,,233,338,221,275,275,325,306,781,885,612,853,558
19713,tiprl,,125,165,130,123,123,175,135,474,437,319,278,311
19714,riox2,,269,196,206,107,107,340,117,773,493,503,289,535
19715,crybg3,,89,179,111,456,456,216,68,611,450,265,150,223
19717,hlcs,,316,348,274,193,193,283,216,649,902,733,601,707
19718,dyrk1aa,,578,647,593,785,785,618,495,1518,1631,1548,1279,1387
19719,dscr3,,253,408,304,484,484,388,281,942,1114,758,704,649
19720,ttc3,,895,1738,1087,1769,1769,1272,1048,3065,4351,2805,2849,2320
19721,pigp,,153,52,183,170,170,341,98,959,127,515,270,339
19722,ripply3,,0,4,3,8,8,4,0,6,14,2,1,1
19723,kcnj6,,34,28,12,64,64,46,22,123,95,42,43,62
19724,kcnj15,,1,2,0,4,4,7,0,5,6,0,0,2
19725,erg,,70,133,58,124,124,86,58,208,343,164,163,170
19726,ets2,,1375,1365,720,4959,4959,2143,795,5436,3301,1762,2050,3445
19727,psmg1,,428,685,293,679,679,648,381,1524,1683,775,941,953
19728,mpzl1l,,221,279,222,863,863,559,231,1406,690,519,566,545
19729,klhl35,,2,2,3,16,16,2,0,10,4,8,6,2
19730,lrrc32,,48,44,77,257,257,132,70,253,146,189,148,142
19731,emsy,,419,480,534,424,424,659,504,1641,1033,1309,1124,954
19732,wu:fj39h09,,38,60,47,66,66,68,41,245,196,140,120,102
19733,akt2l,,3220,1777,3010,661,661,1776,2254,4490,4668,7711,5749,7607
19734,vaspa,,308,491,186,883,883,386,394,1039,1403,466,980,715
19735,zgc:171929,,0,0,1,0,0,0,1,0,0,1,0,0
19736,dmpk,,465,229,357,66,66,182,264,420,643,1022,704,1180
19739,dact3a,,8,28,23,62,62,48,15,114,90,29,33,20
19740,LOC569920,,60,88,109,170,170,114,54,293,230,315,132,174
19741,zdhhc8a,,5,37,0,46,46,3,0,19,82,2,0,2
19742,arvcfa,,204,4,68,15,15,22,2,60,11,211,11,469
19744,LOC108191543,,0,0,1,0,0,0,0,0,0,0,0,1
19746,LOC101884200,,0,0,0,0,0,0,0,0,1,0,0,0
19747,smad4a,,252,267,240,317,317,279,279,689,645,702,676,558
19748,rfx3,,36,32,36,42,42,70,22,129,99,113,71,59
19749,glis3,,0,1,0,9,9,7,0,9,4,1,0,2
19750,unc5c,,23,15,36,27,27,28,10,71,35,82,36,50
19751,bmpr1bb,,35,79,59,21,21,63,18,157,192,137,58,81
19752,pdlim5b,,314,772,351,822,822,536,356,1451,1967,771,981,783
19754,gdnfa,,30,16,46,13,13,20,26,69,43,118,64,49
19755,wdr70,,105,209,107,140,140,236,151,580,504,320,306,296
19756,si:ch73-209l12.1,,50,157,52,47,47,97,107,236,425,119,235,143
19758,nup155,,407,569,393,480,480,518,344,1371,1435,995,930,954
19759,sgsm1b,,8,2,3,8,8,5,6,13,4,16,15,16
19760,triap1,,137,136,156,72,72,104,105,281,334,441,256,337
19761,srsf9,,349,625,425,454,454,584,346,1584,1766,1187,1005,1013
19762,si:ch73-46j18.5,,76,112,82,101,101,162,69,397,274,205,147,205
19763,gal3st1b,,9,2,0,10,10,3,0,1,1,0,6,14
19764,epb41l4a,,52,59,31,136,136,74,18,144,148,83,52,123
19765,apc,,488,444,604,504,504,678,480,1803,1212,1406,1199,1132
19766,c3ar1,,2,16,2,33,33,16,3,30,34,3,10,4
19767,tdgf1,,0,3,1,0,0,1,0,1,5,0,0,1
19769,LOC101884606,,0,0,0,2,2,0,3,1,0,1,4,0
19770,cntnap3,,0,3,0,1,1,9,2,17,0,1,6,1
19771,LOC557306,,69,16,31,77,77,26,52,63,50,88,110,177
19773,spin1,,51,34,51,50,50,68,52,170,92,129,110,98
19774,nxnl2,,37,102,49,33,33,83,36,212,227,105,124,66
19775,wu:fb59d01,,3793,8248,4788,3440,3440,5460,4036,14036,21585,12571,10651,10124
19776,LOC556989,,405,1349,644,1005,1005,1307,775,3156,3452,1585,2079,1038
19777,ccl27b,,0,1,1,1,1,1,0,6,2,1,1,1
19778,pdxp,,64,45,51,30,30,63,55,154,138,114,119,140
19779,setd9,,12,23,15,13,13,32,10,62,67,29,22,18
19780,mier3a,,170,210,168,242,242,260,151,585,518,337,326,425
19781,grk5,,0,5,0,1,1,4,0,6,5,0,0,0
19782,ash2l,,368,611,346,429,429,511,340,1185,1592,818,887,881
19784,aebp1,,90,305,109,248,248,298,72,702,749,265,203,307
19785,ykt6,,183,330,184,423,423,339,156,756,842,523,386,448
19786,ddx56,,233,164,199,310,310,193,203,563,408,470,478,552
19787,ccar2,,105,173,130,132,132,164,120,353,370,271,340,245
19788,erap1a,,306,537,259,518,518,532,269,1439,1433,653,715,760
19789,oclna,,954,1698,1607,1127,1127,1766,1427,4369,4250,4011,3601,2082
19790,marveld2a,,199,438,258,266,266,488,294,1180,1106,819,823,456
19791,zfyve16,,142,248,198,543,543,301,206,755,577,477,456,379
19792,ankrd34ba,,1,0,0,0,0,0,1,2,1,1,2,1
19793,rasgrf2a,,3,8,11,7,7,23,2,46,8,20,6,10
19794,ckmt2a,,0,0,0,0,0,0,0,0,1,0,0,0
19795,ube2l3a,,63,155,25,417,417,0,68,3,701,67,310,200
19796,hic2,,72,61,171,102,102,104,102,243,156,475,206,169
19797,pi4kaa,,223,232,234,583,583,390,233,1014,600,587,578,446
19798,slc25a1b,,702,587,577,786,786,838,795,2057,1552,1437,2115,1843
19799,zgc:56235,,220,44,191,93,93,95,234,217,111,486,567,454
19800,tor4aa,,17,7,22,23,23,17,26,23,32,47,87,51
19801,brap,,64,134,64,183,183,169,68,409,363,191,222,139
19802,naa25,,377,334,297,400,400,378,267,969,819,800,697,886
19803,ddx55,,102,129,105,177,177,121,106,350,294,239,267,252
19804,tmed2,,1418,3039,1445,2615,2615,2490,1581,6272,7603,3671,3871,3536
19805,ptpn11a,,423,401,365,550,550,503,359,1182,1020,908,889,1037
19807,zgc:123275,,4,8,6,13,13,4,3,28,10,8,6,5
19808,ttc28,,63,66,81,106,106,76,73,192,207,203,156,200
19809,LOC101886896,,10,0,4,1,1,2,202,10,2,7,523,19
19810,pitpnb,,349,395,353,681,681,534,437,1350,982,900,1033,894
19811,mn1a,,10,10,14,8,8,6,7,16,43,38,9,26
19812,plppr1,,13,13,12,19,19,11,8,41,46,31,24,42
19814,LOC795887,,58,1226,57,3914,3914,4966,513,12871,3022,116,1331,127
19816,plk2a,,105,200,187,446,446,446,56,1017,433,435,161,241
19818,palm2,,6,4,11,19,19,15,9,26,20,23,16,16
19819,zmp:0000000722,,107,155,86,506,506,132,129,318,328,246,341,282
19820,LOC100002406,,12,19,2,319,319,34,17,94,63,11,34,22
19821,snx30,,59,58,64,159,159,56,44,142,150,197,116,148
19822,si:ch73-234b20.4,,0,0,0,0,0,0,0,0,0,0,0,0
19823,lyrm7,,0,0,0,0,0,0,0,0,1,0,0,0
19824,mat2al,,0,0,0,0,0,0,0,0,0,0,0,0
19825,si:ch73-234b20.5,,65,488,7,194,194,37,103,81,1321,20,248,167
19826,hnrnpd,,13,11,14,11,11,12,6,44,27,23,12,35
19827,hnrpdl,,33,213,5,151,151,5,42,18,494,11,129,97
19828,enoph1,,2,8,1,7,7,5,4,12,23,5,7,3
19829,tmem150c,,0,10,3,22,22,11,2,15,18,1,18,4
19830,carm1l,,0,0,0,0,0,0,0,0,0,0,1,0
19831,sec31a,,79,45,30,55,55,43,41,155,111,77,114,186
19832,zgc:113274,,0,0,0,0,0,0,0,0,0,0,0,0
19835,cdc42se2,,1,4,3,2,2,2,1,8,12,2,2,1
19836,sptlc1,,110,229,164,113,113,220,187,529,563,367,421,329
19837,ror2,,0,0,0,0,0,0,0,0,0,0,0,0
19838,LOC103911709,,0,0,0,0,0,0,0,0,0,0,0,0
19839,LOC103911708,,0,0,0,0,0,0,0,0,0,0,0,0
19840,nfil3,,0,0,0,0,0,0,0,0,0,0,0,0
19841,auh,,395,432,352,269,269,358,393,931,1094,894,1055,922
19842,syk,,188,301,147,1533,1533,475,378,1075,662,350,909,440
19843,diras2,,0,0,0,2,2,2,0,4,0,3,1,5
19845,st8sia4,,54,72,58,101,101,47,70,126,177,148,196,139
19846,pam,,929,1576,822,3778,3778,2112,1389,5289,4050,2153,3366,2261
19847,il6st,,90,348,124,1067,1067,603,133,1473,909,308,290,265
19848,ankrd55,,1,1,3,0,0,2,5,6,6,5,11,1
19850,map3k1,,409,424,566,449,449,584,511,1464,1070,1447,1345,1020
19851,hmgcs1,,208,4238,201,9482,9482,9853,206,25064,10959,555,506,518
19852,LOC100334422,,0,0,0,2,2,0,0,0,0,0,0,0
19853,LOC110440061,,0,0,0,0,0,0,0,0,0,0,0,0
19854,LOC103911713,,0,0,0,0,0,0,0,0,0,0,0,0
19856,LOC101883222,,0,0,0,0,0,0,0,0,0,0,0,0
19857,LOC100003556,,0,0,0,1,1,0,0,0,0,0,1,0
19858,tln1,,919,1709,797,3201,3201,1404,1145,3519,4171,2051,3055,2304
19859,tpm2,,6721,13248,5449,2898,2898,10702,4790,26525,32759,13571,12047,15934
19860,zgc:114200,,194,221,342,220,220,324,363,799,561,967,909,432
19861,ca9,,167,79,375,175,175,138,176,310,178,1016,391,356
19862,dcp2,,209,377,302,439,439,423,311,1070,985,747,694,421
19863,reep5,,330,516,294,2151,2151,756,284,1935,1390,681,644,909
19864,chd1,,344,389,350,575,575,382,320,1005,992,920,835,897
19865,LOC103911715,,14,18,23,17,17,34,24,40,61,53,64,35
19867,LOC103911717,,0,0,0,0,0,0,0,0,0,0,0,0
19872,zgc:194281,,5,1,4,8,8,6,5,17,3,9,9,7
19873,ppip5k2,,228,335,191,348,348,393,184,1068,723,448,491,572
19875,slc38a9,,51,131,76,119,119,155,62,439,310,186,160,98
19876,sh2d4a,,279,609,223,152,152,842,283,2327,1632,608,792,760
19877,psd3l,,266,563,230,930,930,597,228,1454,1361,554,512,650
19878,fut10,,27,22,36,14,14,33,28,102,62,96,76,75
19879,nrg1,,87,97,165,347,347,241,104,605,313,365,322,246
19880,wrn,,6,15,18,0,0,7,18,9,27,43,37,16
19881,purg,,0,1,0,0,0,0,0,0,0,0,0,0
19882,tex15,,0,0,0,0,0,0,0,0,0,0,0,0
19883,ppp2cb,,0,0,0,0,0,0,0,0,0,1,0,0
19884,ubxn8,,0,0,1,0,0,0,0,0,0,1,0,0
19885,hint1,,0,0,0,0,0,0,0,0,0,0,0,0
19886,pcyox1,,531,274,572,335,335,463,474,1289,726,1369,1131,1224
19887,fam136a,,56,71,36,70,70,70,74,132,171,117,151,126
19888,gmcl1,,90,156,129,138,138,176,140,427,417,299,352,238
19889,ggcx,,259,419,190,417,417,749,241,1925,1064,511,583,576
19890,snx24,,21,31,10,52,52,81,17,141,88,37,40,37
19891,loxa,,20,83,8,312,312,70,15,172,211,25,46,40
19892,mpx,,41,166999,26,4634,4634,137029,80,349539,424751,84,216,95
19893,sftpba,,14,19,14,26,26,65,9,174,29,32,41,31
19894,mat2aa,,1543,2488,1469,4284,4284,2967,937,7825,6340,3671,2559,3771
19895,LOC569568,,2,0,1,0,0,0,0,2,3,5,4,5
19896,smtna,,0,0,0,0,0,0,0,0,0,0,0,0
19897,slc35e4,,0,0,0,1,1,1,0,0,1,0,0,1
19900,ewsr1a,,3,17,2,13,13,10,4,18,32,5,3,6
19902,nfkbil1,,41,40,37,49,49,61,65,131,146,106,142,103
19903,zgc:136254,,74,1,0,0,0,967,0,2384,5,0,0,162
19904,zgc:158494,,108,6,0,0,0,1864,0,4285,9,1,1,303
19905,si:ch211-251f6.6,,14,5,0,0,0,62,5,23,2,0,13,11
19906,zgc:173443,,293,11,0,1,1,4022,0,11177,23,3,1,714
19907,sub1a,,457,1031,331,384,384,519,558,1371,2564,779,1336,1086
19908,pstpip2,,61,135,81,1582,1582,191,101,467,353,217,243,155
19909,mcidas,,4,3,4,117,117,7,4,14,11,21,2,3
19910,dhx29,,185,263,157,181,181,182,214,501,636,399,542,425
19911,skiv2l2,,375,419,376,406,406,466,362,1105,1084,959,1003,978
19912,plpp1a,,1875,1303,1914,1553,1553,1380,1300,3375,3316,4893,3136,4425
19913,csgalnact1a,,21,25,9,36,36,30,24,59,71,34,50,35
19914,hvcn1,,22,47,27,130,130,133,8,312,99,65,31,53
19915,tctn1,,10,30,19,22,22,30,9,73,65,39,21,29
19916,pptc7b,,244,274,162,651,651,187,192,483,694,447,474,537
19917,LOC101882781,,7,17,4,96,96,12,4,25,36,20,10,9
19918,LOC103911722,,3,6,1,12,12,3,3,4,6,1,0,4
19919,si:ch211-193e13.5,,46,77,33,1850,1850,183,36,407,203,57,97,105
19920,tbc1d10ab,,104,83,154,44,44,93,100,229,193,405,270,296
19921,aplnrb,,27,112,106,28,28,64,38,162,258,253,84,55
19922,LOC103911723,,2,1,1,4,4,0,2,0,1,1,6,1
19923,pmaip1,,342,190,188,825,825,197,266,499,453,383,700,818
19924,si:dkey-27b3.2,,607,768,610,969,969,821,705,2002,1941,1550,1763,1451
19926,si:dkey-27b3.4,,5,48,2,7,7,40,11,88,102,13,25,19
19927,itga1,,39,47,15,37,37,83,18,200,114,35,74,80
19928,LOC100333484,,0,0,0,0,0,0,0,0,0,0,0,0
19929,itga2.2,,0,1,0,2,2,0,0,1,0,0,0,0
19930,LOC110437854,,0,0,0,0,0,0,0,0,0,0,0,0
19931,LOC103911725,,0,0,0,0,0,0,0,0,0,0,0,0
19932,fstb,,0,0,0,0,0,0,0,0,0,0,0,0
19933,arl15b,,1,1,2,0,0,1,0,1,1,10,10,2
19934,snx18b,,0,3,2,39,39,5,3,7,7,2,2,2
19935,si:dkeyp-41f9.3,,0,0,0,1,1,0,0,0,0,0,0,0
19937,rasgef1bb,,64,95,141,71,71,57,42,148,235,325,107,164
19938,si:dkeyp-41f9.4,,3,1,6,2,2,2,0,1,11,8,4,16
19939,antxr2b,,6,1,1,5,5,8,0,10,15,9,4,18
19940,paqr3b,,0,3,1,4,4,2,0,2,2,4,1,0
19941,anxa3b,,0,0,0,2,2,0,0,1,0,0,2,0
19942,LOC101882704,,0,0,0,0,0,0,0,0,0,0,0,0
19943,LOC108179058,,0,0,0,0,0,0,0,0,0,0,0,0
19944,mrrf,,0,0,0,0,0,0,0,0,0,0,0,0
19945,rbm18,,1,1,0,1,1,2,0,0,3,2,1,2
19946,lhx6,,2,0,0,0,0,0,0,0,0,0,0,1
19949,ndufa8,,0,0,0,0,0,0,0,0,0,0,0,0
19950,si:ch211-243g18.2,,39,45,28,14,14,96,59,232,119,72,157,120
19951,rc3h2,,172,182,231,3096,3096,269,224,701,486,528,564,406
19952,rabgap1,,138,137,160,208,208,212,112,518,301,381,290,365
19953,LOC101884949,,48,25,39,24,24,15,37,49,41,96,97,126
19954,strbp,,0,0,0,0,0,0,0,0,0,0,0,0
19955,sh2d3ca,,46,39,48,330,330,55,66,154,122,116,140,119
19956,LOC101884772,,0,0,0,0,0,0,0,0,0,0,0,0
19957,LOC103911727,,0,0,0,0,0,0,0,0,0,0,0,0
19958,urm1,,0,0,1,0,0,2,1,1,3,0,4,1
19960,cercam,,0,0,0,0,0,0,0,0,0,0,0,0
19961,sardh,,43,26,9,13,13,3,78,29,72,29,174,137
19963,fam163b,,0,0,1,6,6,0,0,1,1,1,0,1
19964,swi5,,3,0,1,3,3,0,2,1,0,0,6,1
19965,slc27a4,,117,4,20,50,50,1,146,13,10,47,439,277
19966,ptgdsa,,0,5,0,55,55,27,3,48,14,2,10,13
19967,ambp,,0,55,0,1067,1067,482,6,1215,143,0,6,3
19968,nrarpa,,14,18,16,67,67,22,22,58,42,39,47,34
19969,exd3,,9,6,6,9,9,1,9,13,6,8,16,8
19970,cdc37l1,,44,47,62,50,50,59,60,139,127,185,169,101
19971,ak3,,1917,3425,1010,1532,1532,2220,1964,5468,8139,2568,4961,4505
19972,ugcg,,230,158,194,1950,1950,406,157,927,368,520,351,610
19973,LOC101885184,,0,0,0,0,0,0,0,0,0,4,0,0
19974,LOC101885220,,0,0,0,0,0,0,0,0,0,0,0,1
19975,LOC110437817,,0,0,0,0,0,0,0,0,0,0,2,1
19976,ptbp3,,225,264,212,809,809,424,244,1046,662,583,555,518
19977,hsdl2,,1542,3688,1605,1218,1218,3060,2158,7857,9161,4225,5414,3715
19978,kiaa1958,,77,205,118,170,170,177,92,475,505,296,284,173
19979,inip,,18,62,23,39,39,66,34,147,140,63,84,65
19980,lin54,,116,259,121,217,217,193,140,503,683,354,355,359
19981,cops4,,329,724,302,625,625,594,372,1508,1576,738,918,840
19982,plac8.2,,3416,10079,2529,7311,7311,13220,5693,31530,24574,6064,13768,8224
19983,plac8.1,,3965,9584,1845,7327,7327,8476,5914,21851,25777,5133,15597,10313
19984,srek1ip1,,43,99,38,52,52,81,55,196,278,111,123,110
19985,cwc27,,89,294,140,143,143,236,122,648,701,322,321,245
19986,adamts6,,7,10,7,5,5,5,4,12,8,17,18,9
19987,ppwd1,,141,235,123,219,219,231,154,518,663,321,411,407
19988,trim23,,72,106,70,159,159,109,59,293,216,177,162,152
19989,LOC110440064,,0,0,0,0,0,0,0,0,0,0,0,0
19991,LOC100151603,,6,3,0,2,2,0,5,3,14,1,16,25
19992,LOC110440065,,0,0,0,0,0,0,0,0,0,0,0,0
19993,LOC793244,,0,0,0,1,1,0,0,4,0,0,0,0
19994,epha5,,86,21,204,30,30,31,89,71,69,443,211,222
19995,LOC555422,,0,0,0,1,1,0,1,11,0,0,0,0
19996,lpar1,,21,31,15,137,137,43,19,87,86,43,44,69
19997,musk,,3,10,6,33,33,9,1,31,23,6,2,8
19998,rassf6,,164,498,318,119,119,324,253,857,1148,878,667,436
19999,si:busm1-57f23.1,,95,103,38,745,745,169,51,370,242,121,94,259
20000,tmem267,,58,23,46,75,75,46,49,102,73,95,116,162
20001,il11ra,,28,38,59,55,55,76,32,154,98,140,104,73
20002,cntfr,,15,40,21,17,17,50,9,113,105,55,26,38
20003,LOC108191548,,1,1,7,0,0,2,0,8,8,17,0,0
20004,galt,,72,303,93,319,319,237,120,606,739,218,273,159
20005,sigmar1,,267,1135,312,708,708,1113,373,2903,2974,881,1034,681
20006,katnal2,,3,3,7,2,2,3,8,4,3,11,17,9
20007,LOC108191465,,0,1,0,0,0,0,0,0,0,3,0,0
20008,hdhd2,,32,95,26,50,50,92,52,197,201,95,115,106
20009,ier3ip1,,316,367,413,275,275,467,432,1210,881,1018,1050,902
20011,smad2,,179,305,273,278,278,370,208,938,754,669,561,460
20012,si:dkey-88l16.3,,11,12,1,9,9,9,3,20,45,6,9,23
20014,LOC100537265,,0,3,4,5,5,5,2,8,10,4,3,3
20016,si:ch211-95j8.5,,13,92,114,72,72,154,41,380,242,339,90,48
20017,parm1,,306,2561,643,936,936,4446,775,11062,6331,1525,1957,644
20018,wu:fk95d07,,0,1,0,33,33,0,1,2,4,0,4,0
20019,scpp8,,2,5,0,491,491,21,3,33,14,3,6,6
20020,spp1,,4,9,3,39,39,18,2,30,18,2,5,3
20021,sh3bp2,,136,171,93,378,378,170,133,398,482,260,386,321
20022,vldlr,,379,261,286,213,213,327,354,839,719,762,899,896
20023,kcnv2a,,2,1,4,1,1,0,2,0,2,3,3,7
20024,im:7148292,,355,407,345,608,608,538,342,1312,1066,915,908,949
20025,trappc13,,133,243,166,219,219,252,203,636,663,519,475,403
20026,sgtb,,25,72,24,25,25,27,12,59,188,63,23,63
20027,nln,,12,6,7,12,12,17,8,32,22,27,18,35
20028,erbb2ip,,1080,1279,914,1099,1099,1436,1004,3684,3118,2272,2589,2655
20029,zfand5b,,403,653,330,770,770,662,265,1839,1727,795,742,926
20030,smc5,,323,537,330,457,457,593,261,1474,1401,906,788,757
20031,mamdc2b,,0,3,0,0,0,1,4,0,13,2,10,0
20032,LOC110440066,,0,2,0,0,0,1,0,0,3,0,0,0
20034,LOC565832,,0,1,0,0,0,0,0,0,2,0,0,0
20035,LOC565709,,0,1,0,0,0,0,0,0,5,0,0,0
20036,apba1b,,9,11,9,13,13,8,5,27,20,15,19,20
20037,tjp2a,,549,1099,924,452,452,999,809,2594,2861,2286,2132,1288
20038,pip5k1ba,,914,1427,1133,437,437,1703,1151,4346,3558,2931,2771,2144
20039,si:dkey-3h23.2,,3,5,2,1,1,5,0,1,9,4,4,3
20040,LOC101886624,,2,0,0,1,1,2,0,1,1,3,3,5
20044,apbb1,,106,42,128,143,143,120,86,330,125,277,222,252
20045,aldh7a1,,1309,1045,1169,617,617,1027,1669,2627,2714,3027,4555,3289
20046,phax,,123,224,134,177,177,173,170,476,553,283,444,293
20047,lmnb1,,518,700,365,675,675,436,544,1077,1676,970,1239,1185
20048,si:dkey-184a18.5,,19,13,30,17,17,27,15,48,35,66,25,51
20049,megf10,,8,9,19,5,5,20,12,70,34,45,26,13
20050,prrc1,,271,611,188,562,562,460,253,1237,1426,454,572,562
20051,ctxn3,,0,1,1,1,1,1,2,3,5,0,0,0
20052,slc12a2,,216,317,189,435,435,311,181,747,789,487,452,595
20055,LOC568883,,11,27,14,161,161,19,13,58,80,20,14,17
20056,slc27a6,,4,86,5,72,72,7,2,29,187,13,13,14
20057,isoc1,,46,83,15,270,270,93,53,278,273,68,104,90
20059,kiaa1024l,,0,0,0,2,2,1,0,0,0,0,0,1
20060,chsy3,,8,10,2,35,35,7,6,25,19,7,15,13
20061,stoml2,,137,225,132,430,430,226,143,613,595,295,386,321
20062,unc13bb,,25,29,29,94,94,67,37,212,111,94,81,67
20063,atp8b5b,,6677,8810,8935,3912,3912,9456,9765,23202,22166,22008,24841,15978
20064,LOC101886642,,7,14,3,8,8,3,13,15,19,18,34,11
20065,fam166b,,1,2,0,2,2,2,0,2,5,0,5,5
20066,si:dkey-106l3.7,,10,6,2,10,10,5,9,12,35,3,21,12
20067,si:dkey-106l3.6,,110,93,108,65,65,47,67,129,214,205,206,228
20068,slc5a1,,26939,17892,25534,5676,5676,26300,35055,66881,45155,64642,89174,66700
20069,ywhah,,870,1390,923,536,536,1440,1035,3937,3299,2427,2785,1977
20070,depdc5,,178,391,294,425,425,544,185,1449,1004,685,471,446
20071,rab36,,2,7,5,1,1,6,2,13,12,12,9,9
20073,gnaz,,90,148,69,584,584,218,97,516,365,152,248,192
20074,sppl3,,107,177,137,256,256,249,124,634,443,346,283,261
20077,nt5c2l1,,33,123,43,150,150,89,26,222,395,139,95,86
20078,slc2a11l,,0,0,0,6,6,0,0,1,2,0,2,1
20080,LOC108191469,,0,0,0,0,0,0,0,0,0,0,0,0
20081,ska1,,3,103,1,41,41,36,10,75,260,4,28,3
20082,smarcad1b,,29,119,42,43,43,70,15,180,256,72,56,102
