task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
35	6d/4e604b	2712834	featureCounts (SRX9432646_SRR12981001_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:08:05.381	20m 20s	20m 13s	60.1%	197.5 MB	377.2 MB	38.8 GB	22.3 GB
31	2a/d51482	2712833	preseq (SRX9432646_SRR12981001_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:08:05.360	28m 55s	28m 46s	99.8%	14 MB	173.1 MB	5.6 GB	449.1 KB
36	1b/701058	2712838	preseq (SRX9432644_SRR12980999_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:09:25.283	30m 25s	30m 21s	99.8%	13.9 MB	173 MB	6 GB	446.2 KB
33	1a/9c9bc5	2712831	markDuplicates (SRX9432646_SRR12981001_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:08:05.317	46m 30s	46m 18s	114.0%	6.5 GB	14.1 GB	17.7 GB	6.4 GB
40	79/839f2a	2712839	markDuplicates (SRX9432644_SRR12980999_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:09:25.330	49m 25s	49m 17s	117.9%	5.6 GB	13.2 GB	18.8 GB	6.9 GB
30	ac/97eeb6	2712829	stringtieFPKM (SRX9432646_SRR12981001_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:08:05.262	58m 5s	57m 59s	100.6%	1.4 GB	1.7 GB	5.8 GB	114.1 MB
42	6a/cd850e	2712908	dupradar (SRX9432646_SRR12981001_1Aligned.sortedByCoord.out.markDups)	COMPLETED	0	2022-09-01 02:54:35.675	16m 10s	16m 3s	162.8%	491.2 MB	953.4 MB	71.8 GB	43.4 GB
43	e5/00fbe0	2712912	dupradar (SRX9432644_SRR12980999_1Aligned.sortedByCoord.out.markDups)	COMPLETED	0	2022-09-01 02:58:50.795	16m 25s	16m 19s	165.3%	513 MB	914 MB	71.4 GB	42.1 GB
22	83/495fb2	2712193	star (SRX9432641_SRR12980996)	COMPLETED	0	2022-08-31 21:59:43.251	5h 22m 32s	5h 22m 24s	969.8%	10.9 GB	12.2 GB	172.6 GB	63.9 GB
45	e6/59fd7d	2712943	qualimap (SRX9432641_SRR12980996_1Aligned.sortedByCoord.out)	COMPLETED	0	2022-09-01 03:22:15.863	5m 30s	5m 26s	104.2%	4.8 GB	19.5 GB	6.5 GB	509 KB
39	26/e651c7	2712840	stringtieFPKM (SRX9432644_SRR12980999_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:09:25.352	1h 19m 35s	1h 19m 28s	100.5%	1.6 GB	1.9 GB	6.2 GB	115 MB
32	f0/ccf764	2712830	rseqc (SRX9432646_SRR12981001_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:08:05.295	1h 26m 50s	1h 26m 42s	99.5%	6 GB	6.4 GB	28.3 GB	80.1 MB
18	c3/728ddf	2712163	star (SRX9432643_SRR12980998)	COMPLETED	0	2022-08-31 21:44:18.100	5h 51m 8s	5h 51m 1s	973.7%	9.5 GB	11.3 GB	147.4 GB	53.1 GB
46	a9/557f5d	2712945	featureCounts (SRX9432641_SRR12980996_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:22:15.905	14m 30s	14m 23s	99.0%	209.8 MB	316.5 MB	47.3 GB	28.1 GB
20	d6/db7fc1	2712166	star (SRX9432642_SRR12980997)	COMPLETED	0	2022-08-31 21:47:28.081	5h 50m 3s	5h 49m 50s	973.0%	9.7 GB	11.3 GB	149.5 GB	53.8 GB
53	32/22b617	2712972	qualimap (SRX9432643_SRR12980998_1Aligned.sortedByCoord.out)	COMPLETED	0	2022-09-01 03:35:26.018	5m 10s	5m 2s	104.4%	5 GB	19.5 GB	5.5 GB	532.9 KB
61	6a/fa8e62	2712982	qualimap (SRX9432642_SRR12980997_1Aligned.sortedByCoord.out)	COMPLETED	0	2022-09-01 03:37:30.938	5m 25s	5m 23s	94.8%	5.3 GB	19.7 GB	5.6 GB	536.1 KB
37	6a/89f115	2712837	rseqc (SRX9432644_SRR12980999_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 02:09:25.194	1h 35m 11s	1h 35m 9s	99.6%	7.6 GB	7.9 GB	30.1 GB	83.6 MB
55	db/3088eb	2712974	featureCounts (SRX9432643_SRR12980998_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:35:26.088	11m 10s	11m 3s	98.8%	189 MB	379.5 MB	32.6 GB	17.8 GB
58	14/231108	2712981	featureCounts (SRX9432642_SRR12980997_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:37:30.908	11m 10s	11m 6s	99.0%	189.4 MB	377.2 MB	33.6 GB	18.3 GB
63	5e/99b493	2713002	merge_featureCounts (SRX9432645_SRR12981000_1AlignedByCoord.out_gene.featureCounts)	COMPLETED	0	2022-09-01 03:48:40.964	4.8s	301ms	130.4%	8.5 MB	123.7 MB	105.6 MB	70.3 MB
62	3f/19c9e5	2713003	sample_correlation (SRX9432645_SRR12981000_1.sortedByCoord.out_gene.featureCounts.txt)	COMPLETED	0	2022-09-01 03:48:40.995	4.8s	2.8s	113.0%	139 MB	409.7 MB	9.6 MB	135.9 KB
47	ff/f82fb9	2712941	preseq (SRX9432641_SRR12980996_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:22:15.802	33m 40s	33m 35s	99.8%	15 MB	174.2 MB	6.3 GB	449.8 KB
51	8a/bd7a18	2712970	preseq (SRX9432643_SRR12980998_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:35:25.963	27m 15s	27m 11s	99.8%	14.3 MB	173.4 MB	5.2 GB	446.7 KB
60	81/c6640c	2712984	preseq (SRX9432642_SRR12980997_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:37:31.006	27m 30s	27m 24s	99.5%	17.4 MB	172.9 MB	5.4 GB	445.8 KB
54	62/589cd4	2712971	stringtieFPKM (SRX9432643_SRR12980998_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:35:25.985	38m 35s	38m 30s	100.6%	1.3 GB	1.7 GB	5.5 GB	113.7 MB
48	a5/56c4e7	2712942	markDuplicates (SRX9432641_SRR12980996_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:22:15.842	52m 50s	52m 38s	111.3%	5.7 GB	13.1 GB	19.7 GB	7.2 GB
56	51/172f08	2712985	stringtieFPKM (SRX9432642_SRR12980997_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:37:31.030	37m 40s	37m 35s	100.7%	1.4 GB	1.5 GB	5.7 GB	113.7 MB
50	44/5ac36d	2712973	markDuplicates (SRX9432643_SRR12980998_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:35:26.066	43m 53s	43m 45s	116.8%	7.2 GB	14.8 GB	16.5 GB	6 GB
59	6f/37d9d4	2712980	markDuplicates (SRX9432642_SRR12980997_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:37:30.854	44m 33s	44m 22s	117.2%	6.3 GB	14.1 GB	17.1 GB	6.2 GB
49	38/addedd	2712944	stringtieFPKM (SRX9432641_SRR12980996_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:22:15.884	1h 6m 8s	1h 6m 1s	100.7%	1.5 GB	1.9 GB	6.5 GB	114 MB
65	4e/7f80ce	2713056	dupradar (SRX9432643_SRR12980998_1Aligned.sortedByCoord.out.markDups)	COMPLETED	0	2022-09-01 04:19:19.118	13m 40s	13m 35s	166.2%	525.2 MB	972.7 MB	60.3 GB	35 GB
64	58/d044fc	2713048	dupradar (SRX9432641_SRR12980996_1Aligned.sortedByCoord.out.markDups)	COMPLETED	0	2022-09-01 04:15:05.988	19m 8s	19m 1s	161.2%	520.3 MB	914.5 MB	88.2 GB	55.2 GB
66	72/9ce791	2713062	dupradar (SRX9432642_SRR12980997_1Aligned.sortedByCoord.out.markDups)	COMPLETED	0	2022-09-01 04:22:04.155	14m	13m 55s	166.6%	519.6 MB	914.2 MB	62 GB	35.9 GB
52	bb/48974c	2712969	rseqc (SRX9432643_SRR12980998_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:35:25.896	1h 25m 18s	1h 25m 11s	99.1%	5.8 GB	6.1 GB	26.4 GB	79.9 MB
44	ae/51f506	2712946	rseqc (SRX9432641_SRR12980996_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:22:15.926	1h 40m 23s	1h 40m 18s	99.1%	7.3 GB	7.6 GB	31.5 GB	81 MB
57	38/2d9dcc	2712983	rseqc (SRX9432642_SRR12980997_1AlignedByCoord.out)	COMPLETED	0	2022-09-01 03:37:30.959	1h 26m 48s	1h 26m 43s	99.3%	6.1 GB	6.4 GB	27.4 GB	80.4 MB
67	8a/e04fcd	2713144	multiqc	FAILED	140	2022-09-01 05:04:19.694	4h 21s	4h 17s	-	-	-	-	-
