,Geneid,gene_name,SRR950087,SRR950082,SRR950086,SRR950080,SRR950085,SRR950078,SRR950079,SRR950083,SRR950081,SRR950084
34156,ENSG00000230870,FBXW11P1,18,24,14,21,42,29,51,66,57,55
34157,ENSG00000234509,AP000253.1,4,21,18,30,18,39,15,18,26,41
34158,ENSG00000142168,SOD1,10963,9015,11123,13830,15522,15483,17722,18062,18819,19714
34159,ENSG00000238390,SNORA81,12,13,21,21,13,17,21,11,19,31
34160,ENSG00000273271,AP000254.8,73,76,88,100,126,130,129,130,113,144
34161,ENSG00000156304,SCAF4,1521,3366,4336,5004,2160,5659,2577,2566,2741,6344
34162,ENSG00000229046,HMGN1P2,1,2,2,11,3,5,1,8,3,12
34163,ENSG00000273091,AP000255.6,16,17,16,18,27,32,17,22,21,47
34164,ENSG00000234107,TPT1P1,1,0,1,0,0,2,2,2,1,1
34165,ENSG00000142149,HUNK,603,401,418,574,968,651,1108,1128,1222,746
34166,ENSG00000237138,HUNK-AS1,0,0,0,0,0,0,1,2,1,0
34167,ENSG00000230323,LINC00159,6,3,0,0,9,6,6,10,11,4
34169,ENSG00000261610,AP000265.1,3,4,3,3,9,3,9,5,16,4
34170,ENSG00000159055,MIS18A,212,1337,1984,1799,272,2186,316,357,300,2708
34171,ENSG00000227256,MIS18A-AS1,19,27,26,43,28,37,28,30,43,46
34172,ENSG00000170262,MRAP,1,1,5,8,3,10,3,5,3,8
34173,ENSG00000232623,AP000266.7,0,14,3,19,8,11,10,3,4,30
34174,ENSG00000142207,URB1,1700,3085,4307,4826,2450,4952,3031,3041,3032,5719
34175,ENSG00000242871,RN7SL109P,0,4,0,0,0,2,1,2,0,2
34176,ENSG00000200792,SNORA80,0,3,1,4,0,6,0,0,0,2
34177,ENSG00000256073,C21orf119,141,196,238,305,186,283,216,223,261,324
34178,ENSG00000166979,EVA1C,619,362,409,513,951,593,1001,1122,1105,733
34179,ENSG00000229007,EXOSC3P1,2,8,7,11,18,9,16,15,20,17
34180,ENSG00000252045,SNORA33,0,0,0,2,2,1,1,5,0,3
34181,ENSG00000252950,RNA5SP490,6,7,5,7,19,3,12,14,23,7
34182,ENSG00000186842,LINC00846,125,16,26,20,241,21,237,271,293,17
34183,ENSG00000242220,TCP10L,80,23,36,30,119,32,140,180,177,57
34184,ENSG00000265590,AP000275.65,1,2,1,0,3,0,8,7,3,0
34185,ENSG00000159079,C21orf59,737,903,1171,1143,1067,1451,1192,1286,1217,1928
34188,ENSG00000159082,SYNJ1,8314,1433,1877,1934,11551,2383,13998,14581,14175,2648
34189,ENSG00000238197,PAXBP1-AS1,308,79,127,133,432,147,510,520,519,158
34190,ENSG00000159086,PAXBP1,2239,3938,5164,5474,2922,6916,3365,3672,3463,8099
34191,ENSG00000205930,C21orf49,42,45,40,65,102,71,107,98,102,95
34192,ENSG00000205929,C21orf62,71,10,10,15,88,11,138,162,127,25
34193,ENSG00000224427,AP000281.1,0,1,2,0,2,0,2,0,0,0
34194,ENSG00000207098,SNORA70,0,0,0,0,0,0,1,1,0,0
34195,ENSG00000232360,AP000281.2,1,0,0,1,1,1,0,0,2,0
34196,ENSG00000227757,AP000282.2,5,1,4,0,10,2,12,17,18,3
34197,ENSG00000228961,AP000282.3,1,0,0,0,5,1,5,4,3,0
34198,ENSG00000205927,OLIG2,1890,36,75,75,1954,74,2264,2362,2410,96
34199,ENSG00000232539,LINC00945,6,3,1,1,10,3,12,13,14,4
34200,ENSG00000184221,OLIG1,3428,61,110,76,3128,101,3693,3604,3806,102
34201,ENSG00000226527,AP000289.6,6,1,1,3,2,3,1,5,7,4
34204,ENSG00000159110,IFNAR2,355,757,916,1030,550,1325,576,613,598,1501
34205,ENSG00000249624,AP000295.9,0,0,1,0,0,0,1,0,0,0
34206,ENSG00000223799,IL10RB-AS1,35,36,28,52,63,44,80,96,93,48
34207,ENSG00000243646,IL10RB,288,893,1102,1353,473,1397,497,534,555,1751
34208,ENSG00000272659,AP000295.10,6,7,14,11,8,19,2,2,9,15
34209,ENSG00000142166,IFNAR1,3380,2988,3410,3979,5546,4830,6267,6734,6350,5674
34210,ENSG00000226501,USF1P1,0,4,0,3,0,1,2,1,5,1
34211,ENSG00000159128,IFNGR2,1221,2522,2649,3407,1814,4070,1996,2271,2252,4846
34212,ENSG00000142188,TMEM50B,2313,1691,1950,2395,3399,2970,3842,4189,3973,3538
34213,ENSG00000266892,AP000301.1,0,2,0,1,0,0,2,0,2,0
34214,ENSG00000215088,RPS5P3,0,0,4,4,2,0,2,1,2,6
34215,ENSG00000231355,AP000302.58,18,0,1,4,19,1,37,43,19,0
34216,ENSG00000177692,DNAJC28,149,59,65,70,201,96,247,189,237,127
34217,ENSG00000159131,GART,1262,9361,10035,13494,1910,15865,2207,2423,2348,18623
34218,ENSG00000233956,BTF3P6,1,10,3,7,0,17,2,0,0,10
34219,ENSG00000159140,SON,11481,13576,18671,20139,15566,23250,18482,19502,18887,26402
34220,ENSG00000159147,DONSON,518,2283,3025,3309,720,4175,849,879,870,4795
34221,ENSG00000268265,AP000304.1,7,11,13,12,8,24,22,15,9,22
34222,ENSG00000249209,AP000304.12,0,0,0,0,0,0,0,0,0,0
34223,ENSG00000205758,CRYZL1,1477,1391,1553,1880,2235,2445,2533,2839,2596,2831
34224,ENSG00000205726,ITSN1,6114,3643,4228,5334,8847,5940,10890,11086,11184,6824
34225,ENSG00000241837,ATP5O,2529,4309,4509,6168,4133,6885,4150,4706,4577,9318
34226,ENSG00000237945,LINC00649,19,593,583,887,34,1047,52,57,51,1181
34228,ENSG00000273102,AP000569.9,0,6,10,11,0,11,0,3,1,11
34229,ENSG00000243927,MRPS6,763,2121,2386,2970,1114,3689,1216,1392,1307,4682
34230,ENSG00000198743,SLC5A3,0,0,0,0,0,0,0,0,0,0
34231,ENSG00000272962,SLC5A3,0,0,0,0,0,0,0,0,0,0
34232,ENSG00000272657,AP000320.7,0,0,2,1,4,1,4,1,3,1
34233,ENSG00000224598,RPS5P2,1,3,2,10,4,8,6,5,3,9
34234,ENSG00000227456,LINC00310,12,11,19,23,12,31,17,16,17,33
34235,ENSG00000214955,AP000318.2,1,0,6,6,0,8,5,5,3,8
34236,ENSG00000266007,AP000318.1,0,0,0,1,0,0,0,0,0,0
34237,ENSG00000159197,KCNE2,10,5,14,8,27,15,32,37,26,17
34238,ENSG00000225555,AP000320.6,0,0,2,0,0,0,0,0,0,1
34239,ENSG00000205670,SMIM11,1081,868,971,1267,1530,1455,1772,1888,1768,1766
34240,ENSG00000222018,C21orf140,100,30,33,49,146,64,169,171,202,56
34241,ENSG00000273104,CMP21-97G8.1,10,4,3,3,14,4,22,25,18,2
34242,ENSG00000243627,AP000322.53,30,9,4,5,51,7,73,57,42,3
34243,ENSG00000272958,CMP21-97G8.2,9,1,2,0,13,2,18,16,12,3
34244,ENSG00000180509,KCNE1,11,13,19,19,17,18,37,38,27,22
34246,ENSG00000159200,RCAN1,3412,2312,2638,3385,4982,3719,5705,6005,5650,4692
34247,ENSG00000159212,CLIC6,79,182,223,253,89,290,119,92,92,317
34248,ENSG00000230978,LINC00160,0,7,4,6,0,4,0,0,0,5
34249,ENSG00000234380,AP000330.8,4,61,56,92,3,100,4,3,8,138
34250,ENSG00000159216,RUNX1,201,2878,4302,4333,269,5057,285,306,294,5704
34251,ENSG00000234703,AF015262.2,0,1,2,0,0,2,0,0,0,0
34253,ENSG00000231300,EZH2P1,0,0,0,0,0,1,0,0,0,0
34257,ENSG00000234008,PPP1R2P2,0,0,0,1,0,0,0,0,0,0
34258,ENSG00000267812,FKSG68,2,0,1,3,3,4,2,1,1,4
34259,ENSG00000231106,AP000688.8,4,30,36,40,6,62,7,12,5,78
34260,ENSG00000214914,RPL23AP3,4,2,4,1,9,4,9,14,11,3
34261,ENSG00000268098,AP000688.1,2,6,3,16,8,9,17,7,9,10
34262,ENSG00000185917,SETD4,740,1098,1226,1584,1304,1757,1376,1562,1506,2147
34263,ENSG00000189089,RIMKLBP1,4,23,6,19,15,19,9,17,12,24
34266,ENSG00000230212,AP000688.14,23,25,15,13,34,19,43,47,55,16
34267,ENSG00000159228,CBR1,3482,2130,2199,3142,5970,3442,6658,7108,7168,4443
34268,ENSG00000236119,AP000688.15,0,2,0,0,2,0,1,0,2,0
34269,ENSG00000233393,AP000688.29,168,27,15,35,269,41,276,296,309,36
34270,ENSG00000226054,MEMO1P1,12,21,15,21,30,46,39,46,41,39
34271,ENSG00000236830,CBR3-AS1,80,95,101,127,138,124,124,155,166,192
34272,ENSG00000214889,RPS9P1,0,0,0,0,0,0,0,0,0,0
34273,ENSG00000159231,CBR3,141,171,274,241,137,298,137,181,159,405
34274,ENSG00000142197,DOPEY2,2321,1195,1464,1739,3625,1897,4150,4348,4415,2190
34275,ENSG00000228149,RPL3P1,1,3,4,8,9,4,5,14,12,8
34276,ENSG00000265882,RN7SL73P,0,2,0,0,0,1,0,1,0,0
34277,ENSG00000238851,snoU13,1,1,0,0,3,0,1,1,1,0
34278,ENSG00000214867,SRSF9P1,5,9,11,14,16,8,8,30,8,16
34279,ENSG00000273199,AP000692.10,4,1,5,3,4,3,1,5,1,8
34280,ENSG00000159256,MORC3,2026,1666,2176,2441,2635,3048,3150,3443,3151,3378
34281,ENSG00000228107,AP000692.9,44,17,20,21,63,32,55,73,63,41
34282,ENSG00000159259,CHAF1B,357,2182,2461,3494,660,3778,716,743,781,4644
34283,ENSG00000224421,ATP5J2LP,0,10,1,2,4,4,2,2,1,5
34284,ENSG00000230479,AP000695.6,3,16,21,25,3,49,7,8,8,63
34285,ENSG00000233818,AP000695.4,2,33,32,55,9,43,4,2,9,65
34286,ENSG00000159261,CLDN14,1,14,28,29,0,37,0,1,1,36
34287,ENSG00000267976,AP000695.1,0,3,3,10,1,7,0,1,2,15
34288,ENSG00000223741,PSMD4P1,0,0,0,0,0,0,0,0,0,0
34289,ENSG00000231324,AP000696.2,2,3,1,11,3,5,5,2,2,4
34290,ENSG00000224269,AP000697.6,0,0,6,0,0,0,0,0,0,0
34291,ENSG00000159263,SIM2,262,409,529,538,369,599,392,427,363,746
34292,ENSG00000159267,HLCS,1092,1565,1957,2314,1566,2469,1935,1992,1904,3002
34293,ENSG00000237646,HLCS-IT1,0,3,2,1,0,9,1,3,2,4
34294,ENSG00000199806,RNA5SP491,1,1,1,0,0,0,0,1,0,2
34295,ENSG00000270652,DPRXP5,1,2,1,7,2,2,0,0,2,2
34296,ENSG00000224790,AP000704.5,16,25,20,43,32,45,29,49,35,49
34297,ENSG00000207416,Y_RNA,0,0,1,1,1,0,0,0,0,0
34298,ENSG00000215734,MRPL20P1,0,0,0,0,1,0,0,1,0,0
34299,ENSG00000183145,RIPPLY3,0,87,75,136,1,96,3,1,7,156
34300,ENSG00000212136,RNU6-696P,1,2,1,0,3,1,4,1,1,0
34301,ENSG00000185808,PIGP,635,738,876,1059,874,1312,1081,1101,1115,1564
34302,ENSG00000182670,TTC3,17852,9726,13232,14625,24171,16550,28646,30194,29449,19200
34303,ENSG00000270116,AP001429.1,5,15,10,20,19,30,23,19,24,20
34304,ENSG00000228677,TTC3-AS1,4,8,3,14,8,14,17,18,15,10
34305,ENSG00000230366,DSCR9,15,7,15,13,19,24,23,30,24,30
34306,ENSG00000263969,RN7SL678P,1,7,0,3,1,1,1,1,0,3
34307,ENSG00000242553,AP001432.14,16,26,31,44,44,62,44,44,51,53
34308,ENSG00000157538,DSCR3,1392,2959,3271,4286,2211,4727,2561,2657,2636,5770
34309,ENSG00000272948,AP001412.1,11,18,29,13,9,17,7,7,10,20
34310,ENSG00000273210,AP001437.1,10,18,14,12,12,13,15,14,14,15
34311,ENSG00000157540,DYRK1A,4430,3401,4206,4824,6351,5886,7422,7454,7668,6652
34312,ENSG00000267937,AP001421.1,0,0,0,0,0,0,0,0,0,0
34313,ENSG00000157542,KCNJ6,1644,8,16,13,2869,17,3301,3457,3318,28
34314,ENSG00000233213,KCNJ6-IT1,1,0,1,0,0,0,2,0,2,0
34315,ENSG00000184029,DSCR4,1,66,106,112,0,149,0,0,0,187
34316,ENSG00000264691,AP001427.1,0,0,2,0,0,0,0,1,0,0
34317,ENSG00000223608,DSCR4-IT1,0,10,12,30,0,45,0,0,0,32
34318,ENSG00000198054,DSCR8,1,201,199,280,0,299,1,0,0,463
34319,ENSG00000157551,KCNJ15,6,34,22,34,7,31,7,17,10,59
34321,ENSG00000270835,AP001425.14,0,13,18,22,0,24,0,0,0,34
34322,ENSG00000233316,DSCR10,0,31,44,59,0,58,0,0,0,63
34324,ENSG00000231123,SPATA20P1,0,1,0,1,0,0,0,0,0,0
34325,ENSG00000231231,AP001422.3,0,4,2,3,0,4,1,4,2,7
34326,ENSG00000157554,ERG,302,430,560,721,487,715,578,554,608,906
34329,ENSG00000157557,ETS2,4661,2481,3168,3818,7006,4235,8089,8330,8391,5124
34330,ENSG00000229986,AP001042.1,1,0,0,0,0,0,0,0,0,0
34331,ENSG00000205622,AF064858.6,3,2,0,3,5,1,6,12,8,5
34335,ENSG00000234035,AP001044.2,0,1,2,3,1,0,0,0,1,0
34336,ENSG00000232837,AF064858.7,21,0,1,2,24,1,35,22,34,1
34337,ENSG00000235888,AF064858.8,26,10,11,14,40,13,39,69,50,23
34338,ENSG00000237721,AF064858.11,15,2,3,1,13,9,22,20,32,11
34339,ENSG00000237609,AF064858.10,1,3,0,2,1,2,6,11,3,0
34340,ENSG00000228861,RPL23AP12,0,1,0,0,0,3,3,0,0,0
34341,ENSG00000235701,PCBP2P1,3,12,11,12,7,5,8,15,17,17
34342,ENSG00000183527,PSMG1,602,2722,3456,3873,863,4736,1001,1198,1036,5814
34343,ENSG00000185658,BRWD1,6201,3536,4731,4839,8183,6261,9821,10688,9699,6966
34344,ENSG00000272991,AF129408.17,0,0,0,0,0,0,0,0,0,0
34345,ENSG00000232608,TIMM9P2,4,5,2,6,6,14,6,10,7,21
34346,ENSG00000237373,BRWD1-IT1,0,6,1,5,4,8,4,5,0,8
34347,ENSG00000229623,METTL21AP1,1,6,0,9,1,7,3,2,5,4
34348,ENSG00000255568,BRWD1-IT2,17,14,35,23,21,26,36,18,25,42
34349,ENSG00000238141,BRWD1-AS1,1,5,11,10,8,11,8,11,8,19
34350,ENSG00000205581,HMGN1,2643,13184,17432,19056,3582,23108,4241,4522,4207,27693
34351,ENSG00000252915,Y_RNA,3,14,16,17,4,27,5,7,10,26
34354,ENSG00000182093,WRB,3104,1728,2049,2485,4620,3090,5286,5797,5335,3852
34355,ENSG00000157578,LCA5L,76,136,198,201,97,293,105,122,118,303
34356,ENSG00000185437,SH3BGR,488,100,157,181,741,229,778,816,855,308
34357,ENSG00000235808,MYL6P2,0,0,1,0,2,2,2,2,2,1
34358,ENSG00000228349,RPS26P4,0,3,0,0,0,0,0,0,1,0
34359,ENSG00000235012,AF121897.4,3,2,0,3,5,0,9,9,4,4
34360,ENSG00000183778,B3GALT5,138,241,234,345,199,394,224,232,223,409
34361,ENSG00000184809,C21orf88,41,26,54,56,86,55,71,82,86,72
34362,ENSG00000225330,AF064860.5,3,1,5,3,0,2,1,4,3,8
34363,ENSG00000231713,AF064860.7,2,6,8,13,8,14,5,5,3,15
34364,ENSG00000183067,IGSF5,27,35,27,49,30,43,42,52,51,51
34365,ENSG00000183036,PCP4,2328,155,166,205,4259,255,4678,4945,4790,340
34366,ENSG00000171587,DSCAM,1089,715,851,1125,1856,1180,2024,2164,2204,1430
34368,ENSG00000235123,DSCAM-AS1,2,3546,4304,5394,2,6053,6,3,3,7772
34369,ENSG00000207147,SNORA51,1,1,0,0,0,2,1,1,0,0
34371,ENSG00000233756,DSCAM-IT1,2,0,1,1,4,4,3,3,4,2
34373,ENSG00000226496,LINC00323,70,12,10,22,110,18,129,123,159,41
34374,ENSG00000263681,MIR3197,1,0,2,0,0,0,0,0,0,0
34375,ENSG00000182240,BACE2,413,5084,5812,7560,625,8190,718,777,749,9867
34376,ENSG00000225745,PLAC4,0,30,22,41,2,29,2,4,3,38
34377,ENSG00000224388,BACE2-IT1,0,10,8,19,0,19,3,1,1,17
34378,ENSG00000183844,FAM3B,0,136,152,224,3,280,7,7,5,297
34379,ENSG00000183486,MX2,129,2305,2713,3384,165,3763,239,274,237,4465
34380,ENSG00000157601,MX1,1209,424,499,618,1715,745,2059,2058,2113,896
34381,ENSG00000228318,AP001610.5,2,0,4,3,5,4,1,2,4,2
34382,ENSG00000184012,TMPRSS2,1,101,131,194,3,187,3,6,4,242
34384,ENSG00000232806,AP001610.9,0,0,1,0,0,0,0,0,0,0
34386,ENSG00000252771,snoU13,0,1,0,0,0,0,0,0,0,0
34387,ENSG00000227702,LINC00111,0,9,15,11,0,12,0,1,0,20
34388,ENSG00000236384,LINC00479,0,49,73,110,1,105,0,0,0,112
34389,ENSG00000232401,LINC00112,0,11,10,17,0,27,0,0,0,29
34390,ENSG00000183421,RIPK4,4,1781,3012,2822,5,2675,6,8,9,3489
34391,ENSG00000236883,AP001615.9,0,0,0,0,0,0,0,0,0,0
34392,ENSG00000141956,PRDM15,492,1090,1196,1618,801,1469,926,907,1052,1835
34393,ENSG00000236545,AP001619.3,5,11,4,16,7,10,5,10,5,11
34394,ENSG00000227698,AP001619.2,9,28,22,21,6,12,8,17,14,32
34395,ENSG00000251778,SNORA3,1,1,0,1,0,1,0,0,0,0
34396,ENSG00000157617,C2CD2,1531,1485,1788,2062,2257,2307,2612,2744,2722,2635
34397,ENSG00000173276,ZBTB21,1252,1554,2143,2284,1681,2844,2001,2153,2196,3343
34398,ENSG00000237232,ZNF295-AS1,8,6,16,8,5,9,10,8,11,11
34399,ENSG00000177398,UMODL1,26,79,110,116,47,103,47,62,63,140
34400,ENSG00000184385,C21orf128,69,7,5,5,148,13,188,191,180,7
34401,ENSG00000160179,ABCG1,1237,1140,1412,1776,1893,1837,2128,2208,2250,2196
34402,ENSG00000223262,RNA5SP492,0,0,1,0,0,0,1,0,0,0
34403,ENSG00000216197,AP001623.1,80,38,32,52,169,47,197,203,217,69
34404,ENSG00000160180,TFF3,1,108,168,198,2,145,3,12,6,205
34405,ENSG00000160181,TFF2,0,1,5,9,0,8,0,0,0,11
34406,ENSG00000160182,TFF1,1,2554,3310,3981,0,2773,0,0,0,4119
34407,ENSG00000160183,TMPRSS3,89,970,1032,1429,154,1573,200,193,177,1951
34408,ENSG00000160185,UBASH3A,3,186,217,222,1,259,10,2,10,334
34410,ENSG00000160188,RSPH1,285,20,32,50,400,56,477,488,471,54
34411,ENSG00000160190,SLC37A1,700,466,611,747,1026,682,1131,1158,1281,876
34412,ENSG00000239930,AP001625.4,3,0,0,0,2,0,0,3,1,0
34413,ENSG00000231867,AP001625.5,0,0,0,1,0,0,0,2,0,2
34414,ENSG00000235772,AP001625.6,8,6,16,8,9,19,16,14,9,8
34415,ENSG00000225431,AP001626.1,0,5,2,3,1,6,1,0,3,4
34416,ENSG00000235023,AP001626.2,12,16,19,25,14,19,21,11,20,41
34417,ENSG00000160191,PDE9A,543,607,649,904,971,938,1030,1072,1127,1206
34418,ENSG00000225731,AP001627.1,10,1,1,2,10,4,12,16,20,9
34419,ENSG00000233754,AP001628.7,0,8,4,4,3,5,1,2,0,5
34420,ENSG00000225218,AP001628.6,4,86,63,121,7,138,7,16,13,156
34421,ENSG00000160193,WDR4,260,1259,1275,1968,495,1713,576,565,582,2192
34422,ENSG00000160194,NDUFV3,1450,2725,3057,3940,2833,4523,2987,2980,3163,5694
34423,ENSG00000233056,ERVH48-1,43,249,289,451,108,456,138,137,129,512
34424,ENSG00000264580,MIR5692B,0,0,0,1,0,0,1,1,1,1
34425,ENSG00000224100,AP001630.5,6,5,6,3,8,2,8,6,9,9
34426,ENSG00000160199,PKNOX1,1146,924,1128,1307,1652,1506,1853,2005,1808,1844
34427,ENSG00000160200,CBS,4016,4824,7073,7334,5495,6562,6272,6505,6518,8289
34428,ENSG00000160201,U2AF1,2246,7813,8283,11292,3706,12967,4119,4318,4343,16466
34429,ENSG00000232777,MRPL51P2,1,4,1,7,7,9,1,6,1,12
34430,ENSG00000264009,AP001631.1,0,1,0,6,1,2,1,0,0,9
34431,ENSG00000236663,AP001631.9,2,9,8,7,8,12,4,1,2,17
34432,ENSG00000228120,AP001631.10,0,5,8,8,1,2,2,0,1,10
34433,ENSG00000160202,CRYAA,9,86,150,139,14,102,9,15,22,136
34434,ENSG00000237864,LINC00322,0,6,9,8,1,21,2,0,0,3
34435,ENSG00000237989,AP001046.5,35,99,154,130,45,150,55,46,82,172
34437,ENSG00000142178,SIK1,1035,4147,6842,6387,1263,6614,1414,1566,1468,7917
34438,ENSG00000188660,LINC00319,22,150,256,263,15,165,26,28,37,236
34439,ENSG00000185186,LINC00313,13,43,43,64,19,64,23,23,26,93
34440,ENSG00000223975,AP001048.4,0,5,10,14,0,13,1,1,3,20
34441,ENSG00000160207,HSF2BP,31,104,113,129,47,148,54,58,56,179
34442,ENSG00000214326,RPL31P1,0,0,0,0,0,0,0,0,0,1
34443,ENSG00000234289,H2BFS,0,0,2,2,0,1,0,0,2,2
34444,ENSG00000160208,RRP1B,1279,4550,6613,6825,1803,7402,2080,2122,2222,8848
34445,ENSG00000160209,PDXK,11261,6493,8335,10476,16879,9491,19037,19766,20401,12065
34446,ENSG00000160213,CSTB,1936,6721,8050,10529,2819,11764,3273,3370,3329,14699
34447,ENSG00000234030,TMEM97P1,2,2,7,8,2,7,4,1,1,10
34448,ENSG00000160214,RRP1,1021,2555,3348,3968,1547,3792,1804,1788,1796,4932
34449,ENSG00000215458,AP001053.11,53,106,58,137,124,164,150,154,181,128
34450,ENSG00000226543,MYL6P1,3,2,1,4,2,2,3,3,3,4
34451,ENSG00000160216,AGPAT3,6558,3294,5057,4861,8050,4770,9482,9670,9864,5829
34452,ENSG00000199598,RNU6-859P,0,1,1,5,1,2,3,1,0,3
34454,ENSG00000160218,TRAPPC10,3970,3076,3504,4576,6125,4805,7017,7672,7272,5539
34455,ENSG00000213440,H2AFZP1,2,8,4,18,6,16,4,12,7,30
34456,ENSG00000241945,PWP2,1495,2852,3323,4343,2333,3924,2673,2824,2896,5002
34457,ENSG00000160221,C21orf33,4147,4109,5473,6441,5758,6556,6495,6869,6991,8208
34458,ENSG00000225331,AP001055.6,55,25,33,42,71,35,81,85,65,41
34459,ENSG00000267913,AP001055.1,40,76,75,109,75,141,90,92,96,157
34460,ENSG00000237604,AP001056.1,7,10,11,23,32,29,25,32,34,27
34461,ENSG00000232124,AP001057.1,9,7,16,10,20,13,20,27,12,14
34462,ENSG00000232698,AP001058.3,9,6,8,9,14,8,10,20,16,4
34463,ENSG00000160223,ICOSLG,2076,672,830,913,3191,914,3506,3650,3938,1173
34464,ENSG00000142182,DNMT3L,5,5,18,13,8,17,3,0,4,7
34465,ENSG00000232010,AP001059.5,0,0,6,5,0,3,1,3,0,13
34466,ENSG00000160224,AIRE,36,12,15,9,73,3,88,91,87,13
34467,ENSG00000141959,PFKL,6337,8650,14247,13216,8257,9321,9234,9161,9654,13552
34468,ENSG00000241728,AP001062.8,0,0,0,0,0,0,0,0,0,0
34469,ENSG00000160226,C21orf2,631,303,796,415,476,395,553,587,536,505
34470,ENSG00000184441,AP001062.7,129,206,240,295,169,291,225,226,235,318
34472,ENSG00000232969,AP001062.9,0,4,1,11,2,3,3,2,1,2
34473,ENSG00000260256,AP001063.1,0,0,0,0,0,0,1,3,1,0
34474,ENSG00000142185,TRPM2,1723,163,246,251,2361,194,2728,2803,3011,291
34475,ENSG00000230061,AP001065.2,31,79,88,107,40,106,39,59,64,130
34478,ENSG00000229356,LRRC3-AS1,3,6,5,4,4,2,12,15,9,9
34479,ENSG00000160233,LRRC3,18,194,334,325,24,285,33,37,32,400
34480,ENSG00000269430,LRRC3DN,22,270,387,461,43,363,31,37,34,556
34481,ENSG00000224747,AP001065.7,7,20,10,8,4,12,2,7,9,14
34482,ENSG00000223431,MTND6P21,1,2,5,7,3,9,1,1,2,4
34483,ENSG00000227999,MTND5P1,4,11,16,20,5,17,6,7,3,18
34484,ENSG00000228709,AP001065.15,1,272,329,387,1,423,1,2,1,505
34485,ENSG00000175894,TSPEAR,10,100,144,150,11,106,5,11,14,176
34486,ENSG00000235890,TSPEAR-AS1,4,71,83,124,10,112,7,10,6,152
34487,ENSG00000182912,C21orf90,8,293,273,398,9,272,16,8,14,431
34489,ENSG00000205445,KRTAP10-2,0,1,0,1,0,0,0,0,0,3
34491,ENSG00000215454,KRTAP10-4,0,0,2,0,0,0,0,0,0,3
34493,ENSG00000188155,KRTAP10-6,0,0,1,0,0,0,0,0,0,2
34494,ENSG00000205441,KRTAP10-7,0,0,1,0,0,0,0,0,0,0
34507,ENSG00000184787,UBE2G2,3154,7859,10018,11672,5046,12663,5660,5956,5822,15434
34508,ENSG00000236519,AL773604.8,11,61,62,82,20,110,25,17,20,135
34509,ENSG00000184900,SUMO3,4336,6200,7636,9261,6824,10422,7812,8037,7958,12606
34510,ENSG00000183255,PTTG1IP,4866,18821,23341,27431,7065,29216,7851,8401,8375,36282
34511,ENSG00000160255,ITGB2,756,725,1102,1197,982,814,1113,1133,1219,1237
34512,ENSG00000227039,ITGB2-AS1,34,125,115,187,80,213,63,73,82,179
34513,ENSG00000273027,LL21NC02-1C16.1,21,21,23,25,30,30,36,24,43,48
34514,ENSG00000183250,C21orf67,93,117,171,177,156,150,166,195,190,196
34515,ENSG00000272825,LL21NC02-1C16.2,3,20,22,31,6,25,6,3,12,27
34516,ENSG00000160256,FAM207A,398,614,1262,832,334,737,408,378,390,1024
34517,ENSG00000234880,LINC00163,0,26,50,47,0,30,0,1,2,38
34518,ENSG00000261706,AP001505.9,6,134,256,196,4,164,3,1,5,238
34519,ENSG00000224930,LINC00162,4,184,216,270,18,212,9,18,18,300
34520,ENSG00000235374,SSR4P1,17,43,66,88,11,89,19,19,28,89
34521,ENSG00000268856,AP001579.1,4,13,22,18,7,27,7,5,2,28
34522,ENSG00000197381,ADARB1,4971,2820,3485,4306,7379,4694,8374,9001,9005,5395
34523,ENSG00000268805,PRED57,1,9,5,4,5,8,1,3,1,4
34524,ENSG00000267857,PRED58,2,9,6,7,2,19,5,2,5,16
34525,ENSG00000182586,LINC00334,4,6,5,8,7,3,13,20,23,3
34526,ENSG00000186866,POFUT2,877,2507,3206,3821,1301,3766,1545,1593,1603,4368
34527,ENSG00000215447,BX322557.10,256,267,280,322,408,369,521,575,506,403
34528,ENSG00000223768,LINC00205,455,426,517,628,720,768,832,898,841,829
34529,ENSG00000184274,LINC00315,12,3,5,11,9,6,11,21,18,6
34530,ENSG00000229382,BX322557.13,0,4,1,3,1,0,1,3,3,6
34531,ENSG00000237664,LINC00316,0,3,1,10,6,7,5,2,2,11
34534,ENSG00000182871,COL18A1,1542,2529,11109,3464,970,2188,1161,1107,1037,3277
34535,ENSG00000224574,COL18A1-AS2,4,7,3,14,4,11,3,5,5,3
34536,ENSG00000183535,COL18A1-AS1,4,11,7,14,3,25,2,3,2,16
34537,ENSG00000173638,SLC19A1,739,1517,3318,2405,713,2066,858,946,934,2722
34538,ENSG00000233922,AL133493.2,13,87,59,110,16,145,18,23,16,142
34539,ENSG00000183570,PCBP3,1656,345,286,431,2714,411,2984,3160,3241,494
34541,ENSG00000205424,AL592528.1,11,2,0,3,17,4,19,17,22,3
34542,ENSG00000268040,PRED62,20,24,15,24,68,27,64,66,63,41
34543,ENSG00000142156,COL6A1,7148,10453,23016,15132,6899,12144,8135,8189,8115,16202
34544,ENSG00000224413,AP001476.2,0,5,3,5,0,0,0,1,0,7
34545,ENSG00000228235,AP001476.4,0,2,0,1,0,0,0,0,0,2
34548,ENSG00000227438,AP001471.1,0,2,2,5,1,7,0,0,0,7
