,Geneid,gene_name,SRR950087,SRR950082,SRR950086,SRR950080,SRR950085,SRR950078,SRR950079,SRR950083,SRR950081,SRR950084
0,ENSG00000223972,DDX11L1,0,2,1,0,0,1,0,2,1,0
1,ENSG00000227232,WASH7P,492,468,772,697,674,370,671,777,742,700
2,ENSG00000243485,MIR1302-10,0,3,1,3,1,7,0,0,2,0
3,ENSG00000237613,FAM138A,0,0,0,0,0,1,0,0,0,1
4,ENSG00000268020,OR4G4P,0,0,0,0,0,0,0,0,0,0
5,ENSG00000240361,OR4G11P,0,0,1,0,0,0,0,0,0,0
6,ENSG00000186092,OR4F5,0,0,1,0,0,0,0,0,0,1
7,ENSG00000238009,RP11-34P13.7,2,10,21,9,2,14,1,0,2,20
8,ENSG00000239945,RP11-34P13.8,0,0,0,0,0,0,0,0,0,0
9,ENSG00000233750,CICP27,2,6,7,8,6,11,9,19,9,11
10,ENSG00000237683,AL627309.1,96,286,395,494,132,345,156,166,138,478
11,ENSG00000268903,RP11-34P13.15,1,3,3,3,3,3,1,1,5,7
12,ENSG00000269981,RP11-34P13.16,0,0,0,0,0,0,0,0,0,0
13,ENSG00000239906,RP11-34P13.14,2,2,4,8,2,5,8,5,17,9
14,ENSG00000241860,RP11-34P13.13,26,53,40,76,53,96,92,77,80,37
15,ENSG00000222623,RNU6-1100P,1,0,1,0,0,1,0,0,0,0
16,ENSG00000241599,RP11-34P13.9,0,6,0,3,0,2,1,0,1,3
17,ENSG00000228463,AP006222.2,100,60,66,90,183,109,187,251,198,112
18,ENSG00000241670,AP006222.1,0,0,0,0,0,0,0,0,0,0
19,ENSG00000237094,RP4-669L17.10,20,46,55,72,36,52,52,22,42,68
20,ENSG00000250575,RP4-669L17.8,6,2,8,6,3,3,0,1,1,10
21,ENSG00000233653,CICP7,0,0,0,0,3,2,4,0,0,2
22,ENSG00000224813,RP4-669L17.4,0,0,0,0,0,0,0,0,0,0
23,ENSG00000235249,OR4F29,0,0,0,0,0,0,0,0,0,0
24,ENSG00000269732,WBP1LP7,0,0,0,0,0,0,0,0,0,0
25,ENSG00000256186,AL732372.1,0,0,0,0,0,0,0,0,0,0
26,ENSG00000236601,RP4-669L17.2,0,1,1,0,0,0,0,0,0,0
27,ENSG00000236743,RP5-857K21.15,0,0,0,1,0,0,0,0,0,2
28,ENSG00000236679,RP4-669L17.1,2,0,0,0,1,3,0,1,2,1
29,ENSG00000231709,RP5-857K21.1,2,1,2,2,3,1,8,6,7,0
30,ENSG00000235146,RP5-857K21.2,1,0,2,1,1,1,0,0,0,1
31,ENSG00000239664,RP5-857K21.3,0,0,2,1,0,0,1,1,0,0
32,ENSG00000230021,RP5-857K21.4,1,1,2,3,2,3,4,2,4,2
33,ENSG00000223659,RP5-857K21.5,1,0,0,0,1,0,0,1,0,0
34,ENSG00000225972,MTND1P23,49,598,601,963,70,1196,95,70,77,1367
35,ENSG00000225630,MTND2P28,10567,3343,4611,4461,14353,5473,17180,16626,17501,6445
36,ENSG00000237973,hsa-mir-6723,7895,5976,7319,8594,11920,9629,13178,13304,13713,12887
37,ENSG00000229344,RP5-857K21.7,2873,71,70,79,4141,91,5667,4321,5099,124
38,ENSG00000240409,MTATP8P1,3,3,2,5,1,3,9,8,6,3
39,ENSG00000248527,MTATP6P1,48580,24181,28452,40352,81202,47398,99590,81299,100809,56558
40,ENSG00000198744,RP5-857K21.11,59,41,55,47,100,68,141,126,131,94
41,ENSG00000268663,WBP1LP6,0,0,0,0,1,0,0,0,0,0
42,ENSG00000185097,OR4F16,0,0,0,0,0,0,0,0,0,0
43,ENSG00000229376,CICP3,9,6,3,8,12,6,24,24,25,9
44,ENSG00000224956,RP11-206L10.1,31,14,121,27,11,21,22,13,12,45
45,ENSG00000235373,RP11-206L10.3,15,34,31,45,23,82,24,31,23,63
46,ENSG00000223181,RNU6-1199P,0,1,0,0,1,1,0,0,0,1
47,ENSG00000240618,RP11-206L10.5,1,3,1,2,3,3,4,2,4,0
48,ENSG00000229905,RP11-206L10.4,1,0,1,1,0,1,0,0,0,0
49,ENSG00000228327,RP11-206L10.2,69,97,79,153,98,126,122,118,129,148
50,ENSG00000237491,RP11-206L10.9,116,113,168,190,220,214,229,236,245,263
51,ENSG00000230092,RP11-206L10.8,9,9,13,18,13,14,21,19,17,21
52,ENSG00000269831,AL669831.1,1,2,1,2,0,3,2,3,9,3
53,ENSG00000240453,RP11-206L10.10,0,0,0,0,0,0,1,0,1,0
54,ENSG00000177757,FAM87B,15,11,18,20,28,25,31,31,38,23
55,ENSG00000225880,LINC00115,93,103,135,127,131,142,166,147,139,204
56,ENSG00000228794,LINC01128,1926,622,707,941,3016,938,3532,3836,3693,1176
57,ENSG00000230368,FAM41C,13,4,4,3,18,1,13,16,15,0
58,ENSG00000234711,TUBB8P11,1,0,0,1,2,1,0,3,5,4
60,ENSG00000272438,RP11-54O7.16,5,37,44,63,2,48,4,3,2,46
61,ENSG00000230699,RP11-54O7.1,6,156,175,231,7,221,10,12,19,236
62,ENSG00000241180,RP11-54O7.2,0,0,0,2,0,0,0,0,0,4
63,ENSG00000223764,RP11-54O7.3,47,556,941,840,52,680,58,53,51,896
64,ENSG00000187634,SAMD11,71,240,868,416,46,267,50,53,53,409
65,ENSG00000268179,AL645608.1,3,3,19,7,2,5,0,0,0,8
66,ENSG00000188976,NOC2L,2908,5888,8228,9108,4296,8166,4612,4870,5024,10686
67,ENSG00000187961,KLHL17,573,971,2000,1472,543,1056,679,613,638,1515
68,ENSG00000187583,PLEKHN1,2,162,313,206,2,169,2,2,4,206
69,ENSG00000187642,C1orf170,4,83,190,116,10,84,9,5,5,101
70,ENSG00000272512,RP11-54O7.17,43,61,92,89,50,61,74,76,49,68
71,ENSG00000188290,HES4,369,131,761,201,114,107,121,112,112,201
72,ENSG00000231702,RP11-54O7.10,5,11,9,8,6,15,1,4,4,27
73,ENSG00000224969,RP11-54O7.11,4,17,22,21,7,24,5,7,12,39
74,ENSG00000187608,ISG15,305,220,601,285,243,185,263,262,249,322
75,ENSG00000188157,AGRN,3531,5092,16105,7627,2727,6177,3097,3038,3080,8248
76,ENSG00000242590,RP11-54O7.14,0,0,0,0,0,0,0,0,0,0
77,ENSG00000217801,RP11-465B22.3,107,447,564,680,138,633,166,146,147,892
78,ENSG00000273443,RP11-54O7.18,4,39,62,40,4,33,9,10,3,50
79,ENSG00000237330,RNF223,0,90,163,165,0,154,1,2,1,198
80,ENSG00000131591,C1orf159,530,445,1304,588,383,451,443,398,386,613
81,ENSG00000223823,RP11-465B22.5,0,7,13,9,0,10,0,0,0,13
82,ENSG00000207730,MIR200B,0,0,3,0,0,0,0,0,0,1
83,ENSG00000207607,MIR200A,0,1,10,2,0,1,0,0,0,1
84,ENSG00000198976,MIR429,0,1,4,1,0,2,0,0,0,0
85,ENSG00000272141,RP11-465B22.8,0,3,25,19,0,10,0,0,0,16
86,ENSG00000205231,TTLL10-AS1,0,1,2,4,0,1,1,1,1,4
87,ENSG00000162571,TTLL10,3,8,4,16,4,11,5,4,4,16
88,ENSG00000186891,TNFRSF18,55,183,539,256,33,176,41,35,48,234
89,ENSG00000186827,TNFRSF4,16,0,4,2,14,2,15,15,15,3
90,ENSG00000078808,SDF4,4293,5634,8629,9094,5419,6794,5957,6205,6548,9227
91,ENSG00000176022,B3GALT6,669,918,1368,1221,722,1213,899,917,967,1610
92,ENSG00000184163,FAM132A,40,45,151,53,26,35,21,30,15,54
93,ENSG00000260179,RP5-902P8.12,20,65,50,67,26,52,37,33,24,86
94,ENSG00000160087,UBE2J2,1512,1445,2850,2207,1307,2190,1507,1469,1590,2681
95,ENSG00000230415,RP5-902P8.10,121,55,50,66,189,49,215,272,231,64
96,ENSG00000162572,SCNN1D,994,258,627,309,964,248,1083,1109,945,373
97,ENSG00000131584,ACAP3,12810,2223,5285,3332,11992,2746,13864,13554,13941,3544
98,ENSG00000169972,PUSL1,216,331,747,461,268,332,247,283,301,454
99,ENSG00000127054,CPSF3L,4633,4347,5949,6693,6756,5751,7598,7684,7968,7276
100,ENSG00000240731,RP5-890O3.9,275,261,251,418,470,415,522,526,532,540
101,ENSG00000224051,GLTPD1,913,441,1266,621,667,463,782,835,750,734
102,ENSG00000169962,TAS1R3,38,28,55,32,34,38,40,37,49,33
103,ENSG00000107404,DVL1,4519,1631,4986,2225,3596,1596,4001,3904,3837,2311
104,ENSG00000162576,MXRA8,794,626,1046,841,886,761,943,1022,1001,956
105,ENSG00000175756,AURKAIP1,2208,2329,3770,3164,2544,2770,2741,2815,2696,3905
106,ENSG00000223663,RP5-890O3.3,3,3,6,6,3,4,1,4,5,7
107,ENSG00000221978,CCNL2,6781,8186,11540,12423,9436,12145,10844,11518,11371,15240
108,ENSG00000224870,RP4-758J18.2,581,1128,1249,1748,986,1577,1120,1219,1275,2189
109,ENSG00000242485,MRPL20,1625,2358,2685,3405,2608,3804,2926,2984,2928,4835
110,ENSG00000264293,RN7SL657P,0,0,0,0,0,0,0,0,0,0
111,ENSG00000272455,RP4-758J18.13,172,322,329,517,306,552,357,342,347,775
112,ENSG00000235098,ANKRD65,1050,34,76,78,1068,43,1219,1312,1271,64
113,ENSG00000225905,RP4-758J18.7,19,3,1,5,40,3,52,38,39,4
114,ENSG00000205116,TMEM88B,478,0,8,1,99,0,104,134,81,2
115,ENSG00000225285,RP4-758J18.10,23,7,25,9,10,13,6,15,13,9
116,ENSG00000179403,VWA1,2820,432,1279,631,2103,423,2455,2318,2410,563
117,ENSG00000215915,ATAD3C,131,128,186,178,160,171,191,196,208,219
118,ENSG00000160072,ATAD3B,872,1970,3339,2924,1050,2214,1298,1279,1310,3075
119,ENSG00000197785,ATAD3A,628,1414,3226,1997,571,1715,645,675,679,2171
120,ENSG00000205090,TMEM240,657,5,40,3,249,4,313,287,303,9
121,ENSG00000160075,SSU72,3492,4869,5201,7206,5570,7967,6573,6819,6748,10250
122,ENSG00000215791,AL645728.2,0,0,0,0,0,0,0,0,0,0
123,ENSG00000215014,AL645728.1,24,20,29,24,32,29,29,45,38,34
124,ENSG00000236684,AL645728.3,0,0,0,0,0,0,0,0,0,0
125,ENSG00000228594,C1orf233,748,577,1117,724,772,522,850,958,832,829
126,ENSG00000272106,RP11-345P4.9,1024,289,333,411,1497,381,1716,1850,1842,515
127,ENSG00000197530,MIB2,3262,660,2607,878,1962,677,2269,2235,2116,879
128,ENSG00000189409,MMP23B,8,1,20,0,2,1,1,4,1,1
129,ENSG00000248333,CDK11B,1033,1375,1705,2059,1531,1981,1654,1687,1729,2660
130,ENSG00000272004,RP11-345P4.10,1,3,3,2,4,1,1,5,1,2
131,ENSG00000189339,SLC35E2B,3512,2611,3414,3943,5126,3904,6016,6189,6474,4617
132,ENSG00000269737,RP11-345P4.7,73,76,79,136,123,99,131,150,190,147
133,ENSG00000269227,RP11-345P4.6,29,37,29,46,52,42,67,53,62,66
134,ENSG00000215914,MMP23A,2,2,8,3,0,2,0,5,0,2
135,ENSG00000008128,CDK11A,156,143,216,186,189,123,173,215,212,169
136,ENSG00000268575,RP1-283E3.8,288,302,240,447,628,418,657,649,663,555
137,ENSG00000227775,RP1-283E3.4,475,319,375,517,852,446,866,889,895,608
138,ENSG00000215790,SLC35E2,231,190,238,341,428,283,492,533,547,358
139,ENSG00000008130,NADK,1313,2937,4177,4968,1937,3949,2221,2323,2380,5164
140,ENSG00000078369,GNB1,28552,19197,20558,28132,46866,31370,53188,56904,56766,37463
141,ENSG00000231050,RP1-140A9.1,31,14,12,25,57,19,76,63,90,28
142,ENSG00000169885,CALML6,43,30,36,45,44,48,73,46,56,72
143,ENSG00000178821,TMEM52,52,95,182,158,38,111,52,54,50,171
144,ENSG00000142609,C1orf222,477,45,54,61,752,66,857,970,966,72
145,ENSG00000233542,RP11-547D24.1,667,0,0,1,1156,0,1246,1316,1411,2
146,ENSG00000187730,GABRD,8317,12,13,15,10180,18,11810,11501,12220,16
147,ENSG00000226969,RP11-547D24.3,0,1,0,2,1,1,2,0,1,0
148,ENSG00000067606,PRKCZ,5739,676,772,1121,10020,1058,10935,11581,12241,1353
149,ENSG00000271806,RP5-892K4.1,36,13,4,19,100,24,92,128,88,9
150,ENSG00000182873,RP11-181G12.2,713,149,198,230,987,226,1135,1109,1214,298
151,ENSG00000162585,C1orf86,933,765,1811,976,885,828,970,946,934,1151
152,ENSG00000269554,AL590822.2,0,0,0,0,0,0,0,0,0,0
153,ENSG00000203301,AL590822.1,8,12,10,10,8,15,21,25,22,8
154,ENSG00000243558,RP11-181G12.5,0,0,0,0,0,0,0,0,0,0
155,ENSG00000234396,RP11-181G12.4,5,2,4,2,4,2,2,2,2,2
156,ENSG00000157933,SKI,10971,2453,4353,3519,11132,3684,13294,13303,13364,4380
157,ENSG00000116151,MORN1,651,202,223,261,920,282,1019,1045,1060,304
158,ENSG00000272161,RP4-713A8.1,22,2,1,4,17,2,28,26,29,2
159,ENSG00000269753,AL589739.1,51,3,6,2,50,5,42,31,72,2
160,ENSG00000269896,RP4-740C4.6,234,96,108,128,365,114,443,433,539,155
161,ENSG00000238240,RP4-740C4.5,0,0,0,0,0,0,0,0,0,0
162,ENSG00000272420,RP4-740C4.7,140,33,39,34,233,55,259,286,255,70
163,ENSG00000271921,RP4-740C4.9,2,9,13,22,7,13,7,1,7,18
164,ENSG00000271847,RP4-740C4.8,5,11,13,7,6,8,5,13,5,10
165,ENSG00000178642,AL513477.1,0,0,0,0,0,0,0,0,0,0
166,ENSG00000157916,RER1,3073,4436,5599,6491,4227,7042,4841,5129,5156,8466
167,ENSG00000157911,PEX10,652,514,884,734,597,671,788,779,731,870
168,ENSG00000149527,PLCH2,4512,30,112,77,4281,53,5023,4936,5010,62
169,ENSG00000224387,RP3-395M20.2,63,3,2,11,85,1,106,124,126,3
170,ENSG00000229393,RP3-395M20.3,70,2,3,2,84,0,76,92,92,4
171,ENSG00000157881,PANK4,1450,1056,1585,1666,1881,1390,2049,2189,2270,1892
172,ENSG00000197921,HES5,51,0,1,2,63,0,54,45,48,1
173,ENSG00000272449,RP3-395M20.12,31,12,82,15,20,12,14,21,15,10
174,ENSG00000238164,RP3-395M20.8,25,278,381,432,45,360,42,47,56,524
175,ENSG00000157873,TNFRSF14,507,2139,3630,3352,587,2471,670,720,758,3323
176,ENSG00000225931,RP3-395M20.7,2,39,72,57,7,44,4,10,7,86
177,ENSG00000228037,RP3-395M20.9,2,20,16,39,13,32,16,14,7,44
178,ENSG00000157870,FAM213B,1728,1361,1735,2056,2717,1866,3209,3328,3237,2464
179,ENSG00000142606,MMEL1,11,34,47,60,23,35,20,27,30,54
180,ENSG00000237058,RP13-436F16.1,1,0,0,0,1,0,2,1,0,0
181,ENSG00000215912,TTC34,55,35,57,81,96,49,109,111,100,75
185,ENSG00000177133,LINC00982,518,4,19,7,559,5,620,673,699,14
187,ENSG00000142611,PRDM16,487,68,94,92,584,90,688,677,682,111
188,ENSG00000226286,RP1-163G9.2,0,0,1,0,1,0,2,2,1,1
189,ENSG00000272235,RP11-22L13.1,12,4,6,11,4,15,12,10,14,6
190,ENSG00000130762,ARHGEF16,100,583,897,883,108,750,132,146,152,983
191,ENSG00000272088,RP11-168F9.2,0,9,11,18,2,13,1,2,5,13
192,ENSG00000162591,MEGF6,219,579,1905,773,164,551,196,183,139,755
193,ENSG00000207776,MIR551A,0,0,0,0,0,0,0,0,0,1
194,ENSG00000238260,RP11-46F15.2,84,14,20,28,114,27,98,138,121,34
195,ENSG00000158109,TPRG1L,6226,1587,1635,2348,10438,2392,11638,12471,12545,3185
196,ENSG00000116213,WRAP73,830,1253,1871,2046,1153,1718,1313,1344,1419,2194
197,ENSG00000078900,TP73,329,242,387,302,379,284,445,433,445,346
198,ENSG00000227589,RP5-1092A11.5,2,2,4,4,3,12,3,2,5,10
199,ENSG00000235131,RP5-1092A11.2,0,2,3,3,2,4,1,1,3,3
200,ENSG00000227372,TP73-AS1,1294,1585,1782,2256,1984,2344,2292,2281,2389,2907
201,ENSG00000162592,CCDC27,5,10,10,12,11,25,8,10,8,27
202,ENSG00000235169,SMIM1,20,46,182,60,18,36,17,14,25,58
203,ENSG00000130764,LRRC47,2857,2362,3378,3672,3891,3841,4244,4395,4426,4932
204,ENSG00000266075,RN7SL574P,5,6,11,12,4,12,8,8,6,9
205,ENSG00000272153,RP1-286D6.5,50,44,63,77,86,66,56,80,91,117
206,ENSG00000116198,CEP104,1791,1661,2167,2463,2736,2644,3102,3220,3190,3259
207,ENSG00000169598,DFFB,454,407,529,607,722,583,790,762,822,802
209,ENSG00000198912,C1orf174,629,1653,1909,2683,1102,2709,1177,1214,1253,3337
210,ENSG00000236423,LINC01134,13,84,91,130,12,104,18,15,21,171
211,ENSG00000233304,RP13-614K11.1,8,3,0,0,19,3,18,27,12,1
212,ENSG00000226374,RP13-614K11.2,1,0,0,0,2,1,2,2,1,1
214,ENSG00000235054,RP5-1166F10.1,1,0,2,3,0,0,0,0,0,3
217,ENSG00000196581,AJAP1,2369,1501,1852,2298,3430,2404,4008,4190,4242,3011
218,ENSG00000231510,RP11-542C10.1,0,1,0,0,0,1,0,0,0,0
220,ENSG00000264341,MIR4417,0,0,0,0,0,0,3,0,0,0
222,ENSG00000216045,AL356693.1,0,0,0,0,0,0,0,0,0,0
223,ENSG00000264101,MIR4689,0,0,3,0,0,0,1,0,0,0
224,ENSG00000131697,NPHP4,903,1073,1625,1742,1302,1368,1536,1543,1636,1746
225,ENSG00000266687,AL356261.1,1,0,0,1,0,0,1,0,2,0
226,ENSG00000069424,KCNAB2,13966,2399,3437,3666,19546,3104,22275,23383,23262,4013
228,ENSG00000116254,CHD5,8295,78,100,127,12194,89,13826,14067,14392,133
229,ENSG00000116251,RPL22,7144,19248,19333,25374,11134,32338,12286,13288,12259,41794
230,ENSG00000226944,RP1-120G22.11,22,81,79,128,61,89,48,75,59,171
231,ENSG00000158286,RNF207,744,1104,1236,1645,1140,1658,1334,1361,1403,2080
232,ENSG00000116237,ICMT,3518,5870,6885,8345,5619,9260,6208,6614,6759,11068
233,ENSG00000225077,LINC00337,1,62,54,63,5,95,6,9,8,96
234,ENSG00000173673,HES3,1,9,12,0,2,4,0,0,2,7
235,ENSG00000158292,GPR153,404,487,729,756,480,676,582,622,585,872
236,ENSG00000097021,ACOT7,5030,2711,3674,4440,7357,3741,8281,8531,9046,5089
237,ENSG00000271746,RP1-202O8.3,0,0,0,0,0,0,0,0,0,0
238,ENSG00000069812,HES2,2,48,54,64,2,70,2,0,2,85
239,ENSG00000187017,ESPN,348,478,1291,714,377,546,418,368,383,749
240,ENSG00000265392,MIR4252,0,0,0,0,0,1,0,0,0,0
241,ENSG00000231868,RP1-202O8.2,1,3,1,5,0,9,1,0,0,9
242,ENSG00000215788,TNFRSF25,3703,340,509,477,5110,462,5432,5985,5676,631
243,ENSG00000171680,PLEKHG5,6422,476,789,668,7943,567,9656,9534,9465,769
244,ENSG00000162408,NOL9,1028,2455,2237,3549,2119,4165,2283,2321,2299,5221
245,ENSG00000253022,RNU6-731P,0,7,2,2,0,8,0,0,3,3
246,ENSG00000229519,RP11-58A11.2,5,11,16,26,10,30,12,19,13,27
247,ENSG00000173662,TAS1R1,9,34,21,45,4,30,19,13,15,52
248,ENSG00000204859,ZBTB48,581,995,1057,1328,1012,1214,1119,1110,1310,1687
249,ENSG00000162413,KLHL21,3039,2206,3118,3492,4317,3133,4812,5094,5353,4062
250,ENSG00000116273,PHF13,908,1744,2068,2567,1289,2941,1486,1501,1631,3554
251,ENSG00000041988,THAP3,652,528,711,873,924,701,1051,1082,1088,860
252,ENSG00000007923,DNAJC11,1350,2698,2837,4234,2475,4550,2814,2695,2854,5453
253,ENSG00000228750,RP11-242F24.1,0,0,0,1,0,0,0,1,3,0
255,ENSG00000237436,RP11-312B8.1,9,27,25,33,10,40,13,17,11,44
256,ENSG00000171735,CAMTA1,9815,1237,1414,1797,13394,2174,15470,16591,15919,2804
257,ENSG00000227950,RP11-312B8.2,1,1,2,4,3,8,3,2,1,6
258,ENSG00000237365,RP11-334N17.1,0,1,1,3,1,0,1,1,1,0
260,ENSG00000237402,CAMTA1-IT1,0,0,1,2,7,2,4,7,2,4
261,ENSG00000237728,RP3-453P22.2,0,0,2,0,4,0,2,0,3,0
262,ENSG00000225126,RP4-549F15.1,1,3,1,1,2,1,2,1,0,3
263,ENSG00000270171,RP11-338N10.1,140,5,11,16,190,22,224,192,232,17
264,ENSG00000270035,RP11-338N10.2,37,2,7,12,53,16,63,61,78,10
265,ENSG00000269978,RP11-338N10.3,38,19,27,21,63,24,55,80,78,30
266,ENSG00000049245,VAMP3,3261,4175,4875,5791,4791,7112,5436,5910,5588,8622
267,ENSG00000269925,RP3-467L1.6,53,30,33,30,80,55,82,94,79,57
268,ENSG00000049246,PER3,3817,1175,1506,1775,5679,2135,6653,6914,6985,2275
269,ENSG00000236266,RP3-467L1.4,26,14,16,30,52,28,65,59,55,43
270,ENSG00000049247,UTS2,4,333,352,510,7,628,7,7,3,742
271,ENSG00000049249,TNFRSF9,1,57,39,64,3,95,5,2,1,108
273,ENSG00000116288,PARK7,6754,8986,9206,12596,11611,15330,12462,13385,12838,19464
274,ENSG00000200344,Y_RNA,1,5,3,5,3,7,6,5,8,12
275,ENSG00000116285,ERRFI1,2015,7901,9471,11566,3182,13972,3575,3731,3708,16066
276,ENSG00000238290,RP11-431K24.1,7,14,16,26,19,33,14,19,15,26
277,ENSG00000232848,CTA-215D11.4,1,2,2,2,0,2,0,0,2,4
278,ENSG00000229305,RP11-431K24.2,0,1,3,2,0,4,0,0,0,3
280,ENSG00000227634,RP11-431K24.3,0,0,2,4,0,3,0,0,0,4
282,ENSG00000265414,RN7SL729P,0,2,0,0,0,0,0,0,0,0
284,ENSG00000162426,SLC45A1,1003,43,60,55,1236,46,1413,1461,1479,51
285,ENSG00000252254,Y_RNA,1,0,0,1,0,0,3,6,3,0
286,ENSG00000142599,RERE,9951,3611,5378,5262,13145,5524,15064,15574,15521,6523
287,ENSG00000232912,RP5-1115A15.1,7,2,8,4,16,14,19,18,13,19
288,ENSG00000221083,SNORA77,2,1,1,2,7,3,2,1,2,5
289,ENSG00000270282,RP5-1115A15.2,0,4,3,7,4,6,2,2,6,7
290,ENSG00000234619,RPL7P11,0,4,1,8,1,3,4,2,3,8
291,ENSG00000224315,RPL7P7,2,11,0,5,3,15,7,7,2,9
292,ENSG00000222511,Y_RNA,0,1,1,3,0,5,1,5,1,5
293,ENSG00000226545,RP4-633I8.3,0,4,2,7,3,7,3,8,3,5
294,ENSG00000228423,RP4-633I8.4,1,4,3,6,7,12,10,3,8,16
295,ENSG00000229716,RP11-185B14.1,0,0,0,0,0,0,0,0,0,1
296,ENSG00000074800,ENO1,23889,179904,185018,280555,43092,284737,48134,49474,52272,369437
297,ENSG00000236269,ENO1-IT1,4,75,54,97,7,96,9,14,11,115
298,ENSG00000230679,ENO1-AS1,1,11,11,22,4,14,6,6,0,29
299,ENSG00000201725,RNU6-304P,0,2,0,1,0,1,0,0,0,2
300,ENSG00000238249,HMGN2P17,0,3,4,3,1,11,0,0,0,5
301,ENSG00000232208,RP3-477M7.5,1,0,3,0,0,0,0,0,0,5
302,ENSG00000232663,RP3-477M7.6,0,3,0,0,0,0,0,0,0,0
303,ENSG00000131686,CA6,0,1,2,2,0,2,2,1,2,3
304,ENSG00000265141,RN7SL451P,0,0,0,1,0,0,1,0,0,1
306,ENSG00000142583,SLC2A5,541,55,62,102,888,108,1067,1106,1098,105
308,ENSG00000180758,GPR157,52,843,804,1150,100,1284,102,122,113,1624
309,ENSG00000207865,MIR34A,1,1,11,2,0,1,3,4,1,5
310,ENSG00000228526,RP3-510D11.1,5,5,3,4,5,7,8,7,10,7
311,ENSG00000234546,RP3-510D11.2,3,10,13,17,14,38,11,16,12,30
312,ENSG00000049239,H6PD,1434,4156,3581,6333,2842,6868,3211,3260,3412,8391
313,ENSG00000252841,Z98044.1,1,0,0,0,3,0,1,0,1,0
314,ENSG00000171621,SPSB1,530,840,1001,1204,851,1264,960,945,1022,1584
315,ENSG00000252956,RNA5SP40,0,1,0,0,0,2,0,0,1,0
316,ENSG00000235263,RP13-392I16.1,0,0,4,4,0,2,1,0,0,6
317,ENSG00000171612,SLC25A33,755,1109,1124,1543,1114,1863,1319,1488,1324,2220
318,ENSG00000231181,RP13-15M17.1,5,15,14,23,10,28,14,11,11,36
319,ENSG00000188807,TMEM201,987,1049,1879,1555,1147,1314,1347,1274,1403,1779
320,ENSG00000171608,PIK3CD,751,849,1134,1327,1153,1280,1330,1369,1483,1517
321,ENSG00000179840,C1orf200,4,0,1,1,5,1,2,1,0,0
323,ENSG00000231789,RP11-558F24.4,3,145,165,197,4,184,3,2,9,263
324,ENSG00000171603,CLSTN1,41956,7956,9932,12069,65481,11879,75130,76480,78552,14646
325,ENSG00000271264,RP11-558F24.6,0,0,0,1,1,2,2,2,5,1
326,ENSG00000178585,CTNNBIP1,2084,1353,1455,2006,3335,2040,3820,3935,4211,2570
327,ENSG00000223989,RP11-84A14.5,0,0,0,0,0,0,0,0,0,0
328,ENSG00000162441,LZIC,981,1453,1641,2134,1572,2663,1803,2036,1880,3224
329,ENSG00000228150,RP11-84A14.4,6,33,24,26,14,44,12,5,13,48
330,ENSG00000173614,NMNAT1,284,654,608,827,566,997,644,655,642,1276
331,ENSG00000202415,RN7SKP269,3,12,7,20,7,19,8,4,5,34
332,ENSG00000265521,MIR5697,0,2,0,0,1,2,1,2,0,3
334,ENSG00000162444,RBP7,154,37,51,63,282,74,294,311,315,92
335,ENSG00000225786,AL590639.1,0,0,0,0,0,0,2,0,1,0
336,ENSG00000130939,UBE4B,4048,3881,4824,5829,6330,6479,7172,7472,7549,7620
337,ENSG00000224340,RP11-496H15.2,2,6,2,1,3,4,2,1,1,9
338,ENSG00000233623,PGAM1P11,2,16,3,20,1,8,3,2,4,11
339,ENSG00000201746,RNU6-828P,4,1,2,6,9,7,11,19,7,2
340,ENSG00000054523,KIF1B,28498,3606,4447,5133,43550,6087,50765,52427,52677,6996
341,ENSG00000264881,MIR1273D,1,0,1,0,3,2,0,3,1,2
342,ENSG00000199562,RNU6-37P,4,3,1,1,6,0,7,4,1,2
343,ENSG00000264501,RN7SL731P,0,0,0,0,0,0,0,0,0,0
344,ENSG00000265945,RN7SL721P,58,4,3,9,77,11,89,97,93,14
345,ENSG00000142657,PGD,2701,9588,10132,14287,4661,14440,5293,5253,5510,18604
346,ENSG00000271989,RP4-736L20.3,0,0,2,3,0,4,0,0,1,3
347,ENSG00000175279,APITD1,106,244,283,318,159,389,166,184,167,509
348,ENSG00000251503,APITD1-CORT,0,0,0,0,0,0,0,0,0,0
349,ENSG00000241563,CORT,86,14,17,21,46,20,70,71,85,48
350,ENSG00000160049,DFFA,1888,4772,4891,6970,3360,7934,3775,3936,3879,9424
351,ENSG00000203469,RP5-1113E3.3,0,0,0,0,0,0,0,0,0,0
352,ENSG00000142655,PEX14,1156,888,1276,1257,1492,962,1761,1651,1636,1473
353,ENSG00000243267,RN7SL614P,1,3,3,0,3,0,9,4,1,5
354,ENSG00000130940,CASZ1,84,121,214,179,87,190,110,99,89,206
355,ENSG00000272078,RP4-734G22.3,24,16,20,28,18,19,22,29,21,21
357,ENSG00000175262,C1orf127,65,2,6,9,109,6,155,117,117,13
358,ENSG00000215785,CFL1P6,2,0,1,3,1,3,1,1,4,4
359,ENSG00000264181,AL713997.1,0,1,0,0,0,1,0,0,0,0
360,ENSG00000207213,Y_RNA,0,0,0,0,0,0,0,0,0,1
361,ENSG00000120948,TARDBP,7002,10580,12373,15287,10823,18244,12552,13020,12615,22080
362,ENSG00000009724,MASP2,428,264,273,301,765,351,795,910,862,414
