gene_id	transcript_id(s)	flight1	flight2	flight3	ground1	ground2	ground3
AT1G01010	AT1G01010.1	1995.00	2133.00	1895.00	1853.00	1212.00	1619.00
AT1G01020	AT1G01020.1,AT1G01020.2	418.00	246.00	360.00	344.00	297.00	545.00
AT1G01030	AT1G01030.1	2.00	0.00	0.00	12.00	38.00	44.00
AT1G01040	AT1G01040.1,AT1G01040.2	3734.00	2961.00	2905.00	3059.00	2196.00	2296.00
AT1G01046	AT1G01046.1	1.00	0.00	0.00	0.00	0.00	0.00
AT1G01050	AT1G01050.1	3828.00	3261.00	3522.00	4055.00	2459.00	3188.00
AT1G01060	AT1G01060.1,AT1G01060.2,AT1G01060.3,AT1G01060.4,AT1G01060.5	9255.00	18341.00	7841.00	6340.00	1526.00	6681.00
AT1G01070	AT1G01070.1,AT1G01070.2	2480.00	1685.00	2274.00	1037.00	866.00	1069.00
AT1G01073	AT1G01073.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01080	AT1G01080.1,AT1G01080.2	451.00	325.00	368.00	658.00	444.00	554.00
AT1G01090	AT1G01090.1	7080.00	5363.00	5721.00	7707.00	4396.00	6831.00
AT1G01100	AT1G01100.1,AT1G01100.2,AT1G01100.3,AT1G01100.4	10250.00	8161.00	9499.00	15424.00	7747.00	10959.00
AT1G01110	AT1G01110.1,AT1G01110.2	462.00	143.00	292.00	438.00	285.00	179.00
AT1G01115	AT1G01115.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01120	AT1G01120.1	2419.00	2693.00	1438.00	3098.00	2712.00	3922.00
AT1G01130	AT1G01130.1	20.00	0.00	19.00	23.00	27.00	46.00
AT1G01140	AT1G01140.1,AT1G01140.2,AT1G01140.3	963.00	782.00	654.00	563.00	253.00	474.00
AT1G01150	AT1G01150.1	8.00	0.00	24.00	31.00	14.00	20.00
AT1G01160	AT1G01160.1,AT1G01160.2	1365.28	962.09	1491.00	1372.00	828.00	1042.52
AT1G01170	AT1G01170.1,AT1G01170.2	976.72	862.91	771.00	346.00	564.00	500.48
AT1G01180	AT1G01180.1	1339.00	1143.00	932.00	1105.00	748.00	1170.00
AT1G01183	AT1G01183.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01190	AT1G01190.1	454.00	804.00	677.00	1622.00	1079.00	1201.00
AT1G01200	AT1G01200.1	103.00	92.00	155.00	665.00	251.00	424.00
AT1G01210	AT1G01210.1	572.00	727.00	454.00	1162.00	540.00	940.00
AT1G01220	AT1G01220.1	1327.00	1212.00	1083.00	1444.00	746.00	1123.00
AT1G01225	AT1G01225.1	280.00	369.00	266.00	466.00	289.00	272.00
AT1G01230	AT1G01230.1	2370.00	2052.00	1882.00	1604.00	1353.00	1849.00
AT1G01240	AT1G01240.1,AT1G01240.2,AT1G01240.3	2301.00	2081.00	2436.00	821.00	881.00	1051.00
AT1G01250	AT1G01250.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01260	AT1G01260.1,AT1G01260.2,AT1G01260.3	994.00	760.00	798.00	987.00	669.00	1026.00
AT1G01270	AT1G01270.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01280	AT1G01280.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01290	AT1G01290.1,AT1G01290.2	661.00	535.00	446.00	892.00	472.00	663.00
AT1G01300	AT1G01300.1	2572.00	2311.00	1969.00	5120.00	3370.00	3014.00
AT1G01305	AT1G01305.1	12.00	0.00	0.00	0.00	0.00	0.00
AT1G01310	AT1G01310.1	11.00	17.00	19.00	4.00	16.00	23.00
AT1G01320	AT1G01320.1,AT1G01320.2	1527.00	1113.00	1376.00	1745.00	1250.00	1334.00
AT1G01340	AT1G01340.1,AT1G01340.2	1404.00	1403.00	1727.00	1317.00	948.00	1466.00
AT1G01350	AT1G01350.1	1018.00	1167.00	1108.00	1483.00	955.00	1258.00
AT1G01355	AT1G01355.1	27.00	58.00	22.00	6.00	7.00	0.00
AT1G01360	AT1G01360.1	1229.00	1945.00	1216.00	1169.00	859.00	1416.00
AT1G01370	AT1G01370.1,AT1G01370.2	246.00	111.00	366.00	386.00	241.00	429.00
AT1G01380	AT1G01380.1	144.00	189.00	50.00	243.00	90.00	118.00
AT1G01390	AT1G01390.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01400	AT1G01400.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01410	AT1G01410.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01420	AT1G01420.1	73.00	31.00	53.00	148.00	98.00	204.00
AT1G01430	AT1G01430.1	1833.00	1394.00	1216.00	1441.00	1254.00	1377.00
AT1G01440	AT1G01440.1	1365.00	953.00	948.00	834.00	656.00	789.00
AT1G01448	AT1G01448.1,AT1G01448.2,AT1G01448.3	632.00	313.00	359.14	294.17	278.75	317.05
AT1G01450	AT1G01450.1	0.00	21.00	55.86	26.83	14.25	18.95
AT1G01453	AT1G01453.1,AT1G01453.2	110.00	24.00	36.00	71.00	56.00	102.00
AT1G01460	AT1G01460.1	14.00	0.00	0.00	0.00	3.00	0.00
AT1G01470	AT1G01470.1	1711.00	1756.00	1781.00	2831.00	2546.00	2718.00
AT1G01471	AT1G01471.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01480	AT1G01480.1,AT1G01480.2	270.00	116.00	197.00	254.00	212.00	242.00
AT1G01490	AT1G01490.1,AT1G01490.2	3015.00	3021.00	2463.00	4409.00	1850.00	4014.00
AT1G01500	AT1G01500.1	515.00	315.00	296.00	589.00	295.00	477.00
AT1G01510	AT1G01510.1	3488.00	3547.00	3002.00	3469.00	2070.00	2628.00
AT1G01520	AT1G01520.1	0.00	15.00	4.00	6.00	0.00	25.00
AT1G01530	AT1G01530.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01540	AT1G01540.1,AT1G01540.2	1978.00	2033.00	2154.00	2210.00	1290.00	2092.00
AT1G01550	AT1G01550.1,AT1G01550.2	11327.00	9794.00	11118.00	11276.00	7854.00	10767.00
AT1G01560	AT1G01560.1,AT1G01560.2	19.00	93.00	39.00	147.00	89.00	173.00
AT1G01570	AT1G01570.1	126.00	110.00	251.00	260.00	150.00	202.00
AT1G01580	AT1G01580.1	328.00	242.00	1617.00	19440.00	1980.00	7973.00
AT1G01590	AT1G01590.1	0.00	15.00	0.00	2.00	6.00	0.00
AT1G01600	AT1G01600.1	199.00	318.00	160.00	382.00	244.00	235.00
AT1G01610	AT1G01610.1	3529.00	4093.00	3092.00	4666.00	3294.00	5781.00
AT1G01620	AT1G01620.1,AT1G01620.2	58337.00	45725.00	50342.00	22023.00	20116.00	25950.00
AT1G01630	AT1G01630.1	1859.00	1476.00	1563.00	2166.00	1226.00	1971.00
AT1G01640	AT1G01640.1,AT1G01640.2	1960.00	1450.00	1584.00	1152.00	877.00	873.00
AT1G01650	AT1G01650.1,AT1G01650.2	3305.00	2887.00	2991.00	3180.00	1575.00	2619.00
AT1G01660	AT1G01660.1	217.00	198.00	303.00	309.00	170.00	259.00
AT1G01670	AT1G01670.1	441.00	360.00	467.00	360.00	213.00	275.00
AT1G01680	AT1G01680.1	0.00	0.00	29.00	21.00	3.00	34.00
AT1G01690	AT1G01690.1	330.00	366.00	370.00	438.00	402.00	423.00
AT1G01695	AT1G01695.1	0.00	0.00	0.00	21.00	0.00	12.00
AT1G01700	AT1G01700.1	41.00	46.00	28.00	65.00	31.00	41.00
AT1G01710	AT1G01710.1	1797.00	1300.00	1358.00	1639.00	1152.00	1521.00
AT1G01720	AT1G01720.1	3672.00	4507.00	3827.00	2810.00	2182.00	2629.00
AT1G01725	AT1G01725.1	380.00	322.00	264.00	185.00	198.00	273.00
AT1G01730	AT1G01730.1	1687.00	1349.00	1591.00	1333.00	961.00	1078.00
AT1G01740	AT1G01740.1,AT1G01740.2	154.00	74.00	216.00	224.00	130.00	201.00
AT1G01750	AT1G01750.1	1246.00	980.00	1320.00	1316.00	808.00	1435.00
AT1G01760	AT1G01760.1	260.00	136.00	220.00	137.00	36.00	74.00
AT1G01770	AT1G01770.1	1528.00	1206.00	1546.00	708.00	585.00	643.00
AT1G01780	AT1G01780.1	1251.00	809.00	1120.00	707.00	445.00	633.00
AT1G01790	AT1G01790.1	1235.00	1222.00	1040.00	1153.00	893.00	1016.00
AT1G01800	AT1G01800.1,AT1G01800.2	4805.00	5219.00	4848.00	4874.00	2924.00	4557.00
AT1G01810	AT1G01810.1	28.00	10.00	0.00	31.00	20.00	52.00
AT1G01820	AT1G01820.1	2752.00	2011.00	2616.00	1914.00	1615.00	1778.00
AT1G01830	AT1G01830.1,AT1G01830.2,AT1G01830.3	995.00	626.00	651.00	730.00	593.00	700.00
AT1G01840	AT1G01840.1	53.00	58.00	50.00	101.00	31.00	78.00
AT1G01860	AT1G01860.1	320.00	222.00	282.00	256.00	160.00	210.00
AT1G01870	AT1G01870.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01880	AT1G01880.1,AT1G01880.2	211.00	118.00	105.00	152.00	72.00	74.00
AT1G01890	AT1G01890.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G01900	AT1G01900.1	199.00	249.00	240.00	324.00	318.00	335.00
AT1G01910	AT1G01910.1,AT1G01910.2,AT1G01910.3,AT1G01910.4,AT1G01910.5	3204.00	2336.00	2598.00	2588.00	1659.00	1843.00
AT1G01920	AT1G01920.1,AT1G01920.2	766.00	902.00	828.00	1343.00	758.00	935.00
AT1G01930	AT1G01930.1	1134.00	968.00	898.00	892.00	618.00	882.00
AT1G01940	AT1G01940.1	1091.00	703.00	860.00	991.00	580.00	1024.00
AT1G01950	AT1G01950.1,AT1G01950.2,AT1G01950.3	1410.00	1407.00	1121.00	1609.00	1026.00	1602.00
AT1G01960	AT1G01960.1	6787.00	6024.00	5056.00	6714.00	4210.00	4874.00
AT1G01970	AT1G01970.1	385.00	488.00	354.00	372.00	335.00	390.00
AT1G01980	AT1G01980.1	0.00	0.00	0.00	8.00	0.00	0.00
AT1G01990	AT1G01990.1	1037.00	871.00	688.00	671.00	485.00	516.00
AT1G02000	AT1G02000.1	712.00	661.00	619.00	670.00	485.00	580.00
AT1G02010	AT1G02010.1,AT1G02010.2	489.00	541.00	313.00	409.00	227.00	427.00
AT1G02020	AT1G02020.1,AT1G02020.2	226.00	208.00	161.00	242.00	144.00	263.00
AT1G02030	AT1G02030.1	24.00	37.00	52.00	16.00	32.00	70.00
AT1G02040	AT1G02040.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02050	AT1G02050.1	377.00	275.00	228.00	240.00	262.00	253.00
AT1G02060	AT1G02060.1	490.00	494.00	429.00	287.00	281.00	223.00
AT1G02065	AT1G02065.1,AT1G02065.2	0.00	0.00	0.00	0.00	0.00	6.00
AT1G02070	AT1G02070.1	0.00	0.00	0.00	15.00	15.00	8.00
AT1G02074	AT1G02074.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02080	AT1G02080.1,AT1G02080.2	7443.00	6009.00	5439.00	6592.00	4917.00	5276.00
AT1G02090	AT1G02090.1,AT1G02090.2,AT1G02090.3	1748.00	1600.00	1686.00	2362.00	1721.00	2202.00
AT1G02100	AT1G02100.1,AT1G02100.2,AT1G02100.3	3126.00	3022.00	2672.00	2283.00	1584.00	1933.00
AT1G02110	AT1G02110.1	1829.00	1468.00	1083.00	1316.00	971.00	943.00
AT1G02120	AT1G02120.1	4834.00	4421.00	4077.00	3179.00	2754.00	3489.00
AT1G02130	AT1G02130.1	2294.00	1939.00	2104.00	1998.00	1344.00	2075.00
AT1G02136	AT1G02136.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02140	AT1G02140.1	4508.00	4481.00	4817.00	7500.00	3880.00	6420.00
AT1G02145	AT1G02145.1,AT1G02145.2,AT1G02145.3,AT1G02145.4	1019.00	1021.00	777.00	1093.00	740.00	1139.00
AT1G02150	AT1G02150.1	1769.00	1352.00	1114.00	1233.00	898.00	1044.00
AT1G02160	AT1G02160.1,AT1G02160.2	527.00	438.00	617.00	524.00	516.00	570.00
AT1G02170	AT1G02170.1	2225.00	1766.00	2277.00	1698.00	1402.00	1711.00
AT1G02180	AT1G02180.1	41.00	109.00	95.00	144.00	61.00	106.00
AT1G02190	AT1G02190.1,AT1G02190.2	0.00	0.00	0.00	0.00	6.00	16.00
AT1G02205	AT1G02205.1,AT1G02205.2,AT1G02205.3	184.00	145.00	90.00	233.00	121.00	194.00
AT1G02210	AT1G02210.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02220	AT1G02220.1	502.00	578.00	385.00	800.00	633.00	968.00
AT1G02228	AT1G02228.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02230	AT1G02230.1	87.00	19.00	47.00	82.00	20.00	62.00
AT1G02250	AT1G02250.1	0.00	17.00	0.00	17.00	17.00	29.00
AT1G02260	AT1G02260.1	183.00	97.00	135.00	222.00	169.00	154.00
AT1G02270	AT1G02270.1	738.00	441.00	700.00	824.00	627.00	684.00
AT1G02280	AT1G02280.1,AT1G02280.2	2018.00	2248.00	2130.00	1819.00	1415.00	2029.00
AT1G02290	AT1G02290.1	594.00	518.00	526.00	611.00	374.00	441.00
AT1G02300	AT1G02300.1	689.00	323.00	611.00	321.00	479.00	346.00
AT1G02305	AT1G02305.1	8058.00	8854.00	9042.00	3748.00	3705.00	4291.00
AT1G02310	AT1G02310.1	234.00	460.00	345.00	411.00	305.00	318.00
AT1G02320	AT1G02320.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02330	AT1G02330.1	1770.00	1451.00	1915.00	1614.00	1199.00	1704.00
AT1G02335	AT1G02335.1	929.00	1002.00	785.00	883.00	900.00	810.00
AT1G02340	AT1G02340.1	579.00	946.00	569.00	157.00	222.00	384.00
AT1G02350	AT1G02350.1	14.00	0.00	0.00	6.00	1.00	19.00
AT1G02360	AT1G02360.1	2570.00	2825.00	2654.00	2704.00	2285.00	2915.00
AT1G02370	AT1G02370.1	468.00	272.00	315.00	474.00	247.00	356.00
AT1G02380	AT1G02380.1	164.00	82.00	116.00	119.00	105.00	117.00
AT1G02390	AT1G02390.1	63.00	52.00	2.00	123.00	35.00	92.00
AT1G02391	AT1G02391.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02400	AT1G02400.1	599.00	892.00	708.00	1140.00	609.00	958.00
AT1G02405	AT1G02405.1	0.00	0.00	11.00	3.00	6.00	13.00
AT1G02410	AT1G02410.1	1096.00	1122.00	1139.00	1761.00	990.00	1421.00
AT1G02420	AT1G02420.1	165.00	116.00	219.00	236.00	89.00	161.00
AT1G02430	AT1G02430.1	153.00	68.00	93.00	129.00	59.00	124.00
AT1G02440	AT1G02440.1	6.00	0.00	3.00	26.00	3.00	5.00
AT1G02450	AT1G02450.1	0.00	0.00	0.00	32.00	0.00	0.00
AT1G02460	AT1G02460.1	184.00	178.00	195.00	353.00	134.00	205.00
AT1G02470	AT1G02470.1,AT1G02470.2	37.00	6.00	13.00	22.00	45.00	0.00
AT1G02475	AT1G02475.1	276.00	403.00	316.00	437.00	300.00	341.00
AT1G02480	AT1G02480.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02490	AT1G02490.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02500	AT1G02500.1,AT1G02500.2	43945.00	45814.00	36454.00	48052.00	26960.00	37610.00
AT1G02510	AT1G02510.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02520	AT1G02520.1	3785.00	4561.00	4007.00	5867.95	2257.99	4891.99
AT1G02530	AT1G02530.1	35.00	12.00	28.00	107.05	25.01	28.01
AT1G02540	AT1G02540.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02550	AT1G02550.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02560	AT1G02560.1	2518.00	1938.00	2286.00	2777.00	1805.00	2124.00
AT1G02570	AT1G02570.1	114.00	91.00	84.00	59.00	31.00	77.00
AT1G02575	AT1G02575.1	97.00	140.00	175.00	57.00	120.00	131.00
AT1G02580	AT1G02580.1	36.00	0.00	40.00	3.00	16.00	0.00
AT1G02590	AT1G02590.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02600	AT1G02600.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02610	AT1G02610.1	706.00	600.00	898.00	71.00	120.00	196.00
AT1G02620	AT1G02620.1	28.00	33.00	14.00	0.00	0.00	0.00
AT1G02630	AT1G02630.1,AT1G02630.2	5.00	22.00	23.00	0.00	0.00	16.00
AT1G02640	AT1G02640.1	13570.00	14425.00	13874.00	2586.00	3362.00	3570.00
AT1G02650	AT1G02650.1	29.00	22.00	19.00	17.00	17.00	46.00
AT1G02660	AT1G02660.1	584.00	887.00	416.00	365.00	437.00	387.00
AT1G02670	AT1G02670.1	50.00	12.00	22.00	25.00	54.00	71.00
AT1G02680	AT1G02680.1	622.00	411.00	499.00	355.00	315.00	482.00
AT1G02681	AT1G02681.1	0.00	0.00	0.00	0.00	10.00	10.00
AT1G02690	AT1G02690.1,AT1G02690.2	1811.00	1193.00	1493.00	2645.00	1259.00	1532.00
AT1G02700	AT1G02700.1	24.00	71.00	34.00	31.00	27.00	23.00
AT1G02710	AT1G02710.1	0.00	0.00	0.00	8.00	0.00	0.00
AT1G02720	AT1G02720.1,AT1G02720.2	614.00	505.00	579.00	747.00	543.00	621.00
AT1G02730	AT1G02730.1	2996.00	2182.00	2084.00	5472.00	3589.00	4067.00
AT1G02740	AT1G02740.1	455.00	514.00	384.00	501.00	345.00	437.00
AT1G02750	AT1G02750.1,AT1G02750.2	1236.00	971.00	1332.00	1130.00	520.00	1070.00
AT1G02760	AT1G02760.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02770	AT1G02770.1	0.00	19.00	0.00	12.00	13.00	13.00
AT1G02780	AT1G02780.1	45513.00	34752.00	37036.00	56732.00	28113.00	40910.00
AT1G02790	AT1G02790.1	0.00	0.00	0.00	4.00	0.00	0.00
AT1G02800	AT1G02800.1	2.00	0.00	0.00	8.00	26.00	12.00
AT1G02810	AT1G02810.1	975.00	732.00	820.00	1117.00	714.00	1047.00
AT1G02813	AT1G02813.1	17.00	15.00	0.00	7.00	13.00	15.00
AT1G02816	AT1G02816.1	1687.00	1541.00	1620.00	1755.00	959.00	1378.00
AT1G02820	AT1G02820.1	0.00	0.00	0.00	11.00	24.00	18.00
AT1G02830	AT1G02830.1	0.00	0.00	6.00	0.00	0.00	0.00
AT1G02840	AT1G02840.1,AT1G02840.2,AT1G02840.3	7152.00	7404.00	6098.00	4982.00	4068.00	4509.00
AT1G02850	AT1G02850.1,AT1G02850.2,AT1G02850.3,AT1G02850.4,AT1G02850.5	1882.00	1952.00	1684.00	2292.00	1487.00	2114.00
AT1G02860	AT1G02860.1,AT1G02860.2	3395.00	2272.00	3203.00	1255.00	1365.00	1763.00
AT1G02870	AT1G02870.1	1007.00	1129.00	982.00	1312.00	575.00	762.00
AT1G02880	AT1G02880.1,AT1G02880.2,AT1G02880.3,AT1G02880.4	1079.00	1425.00	1132.00	1526.00	992.00	1599.00
AT1G02890	AT1G02890.1,AT1G02890.2	6309.00	5124.00	4738.00	5847.00	4299.00	5377.00
AT1G02900	AT1G02900.1	3698.00	3989.00	3744.00	4647.00	4448.00	5212.00
AT1G02910	AT1G02910.1	768.00	607.00	757.00	780.00	500.00	797.00
AT1G02920	AT1G02920.1	2343.00	1066.00	1803.00	844.00	1114.00	1071.00
AT1G02930	AT1G02930.1,AT1G02930.2	2462.00	1799.00	2141.00	1094.00	1167.00	1308.00
AT1G02940	AT1G02940.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02950	AT1G02950.1,AT1G02950.2,AT1G02950.3,AT1G02950.4	495.00	375.00	748.00	405.00	502.00	405.00
AT1G02952	AT1G02952.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02960	AT1G02960.1,AT1G02960.2,AT1G02960.3	730.00	740.00	649.00	591.00	497.00	445.00
AT1G02965	AT1G02965.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G02970	AT1G02970.1	313.00	280.00	227.00	353.00	267.00	331.00
AT1G02980	AT1G02980.1	29.00	43.00	46.00	48.00	39.00	68.00
AT1G02990	AT1G02990.1,AT1G02990.2,AT1G02990.3	1496.00	1312.00	1111.00	1584.00	908.00	1290.00
AT1G03000	AT1G03000.1	1337.00	842.00	1046.00	976.00	805.00	937.00
AT1G03010	AT1G03010.1	419.00	313.00	396.00	208.00	150.00	140.00
AT1G03020	AT1G03020.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03022	AT1G03022.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03030	AT1G03030.1	613.00	789.00	837.00	911.00	557.00	754.00
AT1G03040	AT1G03040.1,AT1G03040.2	1886.00	2340.00	2210.00	2589.00	1625.00	2209.00
AT1G03050	AT1G03050.1	0.00	0.00	0.00	4.00	5.00	16.00
AT1G03055	AT1G03055.1,AT1G03055.2	0.00	22.00	0.00	0.00	0.00	14.00
AT1G03060	AT1G03060.1	5746.00	4591.00	4403.00	5281.00	4101.00	4751.00
AT1G03070	AT1G03070.1,AT1G03070.2	103.00	82.00	52.00	54.00	31.00	53.00
AT1G03080	AT1G03080.1	9152.00	7353.00	7511.00	9002.00	5966.00	8603.00
AT1G03090	AT1G03090.1,AT1G03090.2	10178.00	6617.93	11973.98	1483.85	1850.30	2195.99
AT1G03100	AT1G03100.1	137.00	83.07	80.02	289.15	129.70	164.01
AT1G03103	AT1G03103.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03106	AT1G03106.1	51.00	28.00	30.00	52.00	19.00	43.00
AT1G03110	AT1G03110.1	834.00	842.00	723.00	1231.00	571.00	790.00
AT1G03120	AT1G03120.1	58.00	20.00	35.00	6.00	18.00	0.00
AT1G03130	AT1G03130.1	357.00	110.00	281.00	77.00	70.00	139.00
AT1G03140	AT1G03140.1	4578.00	3950.00	4368.00	3214.00	2117.00	3055.00
AT1G03150	AT1G03150.1	1273.00	932.00	946.00	1251.00	661.00	1015.00
AT1G03160	AT1G03160.1,AT1G03160.2	673.00	775.00	625.00	537.00	481.00	531.00
AT1G03170	AT1G03170.1	0.00	8.00	0.00	41.00	1.00	12.00
AT1G03180	AT1G03180.1,AT1G03180.2	242.00	277.00	212.00	369.00	179.00	356.00
AT1G03190	AT1G03190.1,AT1G03190.2	405.00	509.00	415.00	759.00	431.00	564.00
AT1G03200	AT1G03200.1	50.00	53.00	105.00	39.00	31.00	54.00
AT1G03210	AT1G03210.1	1677.00	1429.00	1734.00	1608.00	1257.00	1627.00
AT1G03220	AT1G03220.1	25954.00	29683.00	29540.86	23367.92	22926.93	28635.00
AT1G03230	AT1G03230.1	2907.00	2421.00	2974.14	2611.08	1810.07	1471.00
AT1G03240	AT1G03240.1	7.00	0.00	0.00	0.00	8.00	0.00
AT1G03250	AT1G03250.1,AT1G03250.2	1166.00	838.00	992.00	1070.00	674.00	983.00
AT1G03260	AT1G03260.1	519.00	473.00	564.00	563.00	369.00	438.00
AT1G03270	AT1G03270.1	248.00	212.00	173.00	165.00	127.00	213.00
AT1G03280	AT1G03280.1	2668.00	1910.00	2490.00	2321.00	1761.00	2254.00
AT1G03290	AT1G03290.1,AT1G03290.2	2630.00	2448.00	2441.00	2562.00	1698.00	2520.00
AT1G03300	AT1G03300.1	71.00	48.00	29.00	89.00	73.00	119.00
AT1G03310	AT1G03310.1,AT1G03310.2	626.00	374.00	335.00	794.00	511.00	592.00
AT1G03320	AT1G03320.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03330	AT1G03330.1	1984.00	1588.00	1686.00	2265.00	1724.00	2205.00
AT1G03340	AT1G03340.1	42.00	101.00	94.00	102.00	80.00	120.00
AT1G03350	AT1G03350.1	2821.00	2540.00	3045.00	3731.00	2221.00	3577.00
AT1G03360	AT1G03360.1	703.00	560.00	620.00	1120.00	592.00	612.00
AT1G03365	AT1G03365.1	759.00	837.00	786.00	868.00	527.00	688.00
AT1G03370	AT1G03370.1	3021.00	2098.00	2529.00	2384.00	1942.00	2782.00
AT1G03380	AT1G03380.1	6295.00	4579.00	5675.00	2908.00	3189.00	3576.00
AT1G03390	AT1G03390.1	38.00	27.00	1.00	0.00	0.00	22.00
AT1G03400	AT1G03400.1	175.00	175.00	161.00	108.00	97.00	70.00
AT1G03410	AT1G03410.1	401.25	685.00	787.00	587.00	282.00	490.63
AT1G03420	AT1G03420.1	41.75	0.00	0.00	0.00	0.00	88.37
AT1G03430	AT1G03430.1	1068.00	451.00	963.00	762.00	474.00	785.00
AT1G03440	AT1G03440.1	153.00	184.00	160.00	254.00	205.00	184.00
AT1G03445	AT1G03445.1	3.00	57.00	19.00	34.00	33.00	29.00
AT1G03457	AT1G03457.1,AT1G03457.2	1824.00	1514.00	1704.00	833.00	902.00	1142.00
AT1G03470	AT1G03470.1,AT1G03470.2	594.00	351.00	508.00	934.00	545.00	511.00
AT1G03475	AT1G03475.1	1968.00	1521.00	1990.00	1735.00	1570.00	1708.00
AT1G03490	AT1G03490.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03495	AT1G03495.1	203.21	330.30	179.41	755.08	287.33	452.91
AT1G03502	AT1G03502.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03506	AT1G03506.1	0.00	0.00	3.00	0.00	0.00	0.00
AT1G03510	AT1G03510.1	100.00	95.00	40.00	87.00	52.00	58.00
AT1G03515	AT1G03515.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03520	AT1G03520.1,AT1G03520.2	577.00	705.00	628.00	457.00	187.00	472.00
AT1G03530	AT1G03530.1	1152.00	774.00	886.00	1740.00	637.00	1107.00
AT1G03540	AT1G03540.1	110.00	19.00	19.00	79.00	105.00	43.00
AT1G03545	AT1G03545.1	34.13	7.01	17.09	28.00	49.00	52.00
AT1G03550	AT1G03550.1	792.87	611.99	803.91	552.00	466.00	568.00
AT1G03560	AT1G03560.1	545.00	457.00	409.00	631.00	422.00	531.00
AT1G03570	AT1G03570.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03580	AT1G03580.1	88.00	50.00	93.00	0.00	7.00	0.00
AT1G03590	AT1G03590.1	1772.00	1538.00	1702.00	1497.00	837.00	1149.00
AT1G03600	AT1G03600.1	984.00	532.00	870.00	325.00	224.00	371.00
AT1G03610	AT1G03610.1	2561.00	1995.00	2359.00	819.00	808.00	739.00
AT1G03620	AT1G03620.1	288.00	203.00	290.00	253.00	183.00	156.00
AT1G03630	AT1G03630.1,AT1G03630.2	151.00	221.00	74.00	209.00	197.00	284.00
AT1G03640	AT1G03640.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03650	AT1G03650.1	415.00	193.00	187.00	178.00	159.00	163.00
AT1G03660	AT1G03660.1	129.00	19.00	52.00	27.00	39.00	14.00
AT1G03670	AT1G03670.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03680	AT1G03680.1	494.00	575.00	419.00	558.00	396.00	623.00
AT1G03687	AT1G03687.1,AT1G03687.2	560.00	521.00	472.00	637.00	444.00	455.00
AT1G03700	AT1G03700.1	239.00	433.00	248.00	240.00	270.00	404.00
AT1G03710	AT1G03710.1,AT1G03710.2	1.00	0.00	15.00	0.00	0.00	4.00
AT1G03720	AT1G03720.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03730	AT1G03730.1	752.00	619.00	588.00	1044.00	653.00	877.00
AT1G03740	AT1G03740.1,AT1G03740.2	3333.00	2353.00	3463.00	2306.00	2652.00	2962.00
AT1G03743	AT1G03743.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03746	AT1G03746.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G03750	AT1G03750.1	812.00	550.00	662.00	558.00	467.00	499.00
