gene_id	transcript_id(s)	flight1	flight2	flight3	ground1	ground2	ground3
AT3G56820	AT3G56820.1	478.00	641.00	392.00	509.00	376.00	292.00
AT3G56825	AT3G56825.1	32.77	120.07	42.51	45.12	38.55	71.63
AT3G56830	AT3G56830.1,AT3G56830.2,AT3G56830.3	232.00	360.00	151.29	183.35	130.00	163.00
AT3G56840	AT3G56840.1	661.00	847.00	682.00	708.00	495.00	802.00
AT3G56850	AT3G56850.1	1721.00	1716.00	1474.00	1211.00	900.00	1164.00
AT3G56860	AT3G56860.1,AT3G56860.2,AT3G56860.3,AT3G56860.4,AT3G56860.5	5246.00	4703.00	4630.00	4205.00	2954.00	3945.00
AT3G56870	AT3G56870.1	231.00	209.00	159.00	385.00	120.00	378.00
AT3G56880	AT3G56880.1	2159.00	1738.00	1555.00	1510.00	1141.00	1307.00
AT3G56890	AT3G56890.1	0.00	21.00	25.00	21.00	39.00	44.00
AT3G56891	AT3G56891.1	30.00	115.00	34.00	58.00	55.00	40.00
AT3G56900	AT3G56900.1	540.00	500.00	481.00	739.00	301.00	472.00
AT3G56910	AT3G56910.1	1288.00	1280.00	1071.00	1015.00	933.00	1129.00
AT3G56920	AT3G56920.1	0.00	0.00	0.00	9.00	4.00	5.00
AT3G56930	AT3G56930.1,AT3G56930.2	2769.00	2440.00	2461.00	2157.00	1307.00	2053.00
AT3G56940	AT3G56940.1,AT3G56940.2	2054.00	1776.00	1403.00	1926.00	1346.00	2033.00
AT3G56950	AT3G56950.1,AT3G56950.2	3419.00	3478.00	3306.00	3003.00	1909.00	3111.00
AT3G56960	AT3G56960.1	265.00	170.00	255.00	248.00	266.00	289.00
AT3G56970	AT3G56970.1	60.00	165.00	162.00	3067.00	291.00	1702.00
AT3G56980	AT3G56980.1	329.00	544.00	490.00	2558.00	367.00	1448.00
AT3G56990	AT3G56990.1	1809.00	1577.00	1299.00	2551.00	1401.00	1628.00
AT3G57000	AT3G57000.1	1854.00	1724.00	1468.00	3613.00	1773.00	2537.00
AT3G57010	AT3G57010.1	3879.00	5271.00	2169.00	8158.00	5213.00	7051.00
AT3G57020	AT3G57020.1,AT3G57020.2	5816.00	15282.00	4473.00	8859.00	7003.00	11123.00
AT3G57030	AT3G57030.1	2635.00	2236.00	2015.00	2586.00	1589.00	1838.00
AT3G57040	AT3G57040.1	2528.00	2720.00	2523.00	1848.00	1683.00	1992.00
AT3G57050	AT3G57050.1,AT3G57050.2,AT3G57050.3	5991.00	4883.00	4198.00	3968.00	2737.00	3496.00
AT3G57060	AT3G57060.1,AT3G57060.2	855.00	571.00	648.00	1032.00	792.00	813.00
AT3G57062	AT3G57062.1,AT3G57062.2	320.00	296.00	297.00	544.00	238.00	310.00
AT3G57070	AT3G57070.1	1011.00	1048.00	989.00	915.00	673.00	1119.00
AT3G57072	AT3G57072.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57080	AT3G57080.1	967.00	789.00	642.00	978.00	438.00	706.00
AT3G57090	AT3G57090.1	2598.00	2060.00	2576.00	2764.00	1679.00	2399.00
AT3G57100	AT3G57100.1	13.00	0.00	6.00	4.00	0.00	0.00
AT3G57110	AT3G57110.1	0.00	0.00	0.00	0.00	0.00	6.00
AT3G57120	AT3G57120.1	543.00	555.00	458.00	632.00	422.00	518.00
AT3G57130	AT3G57130.1,AT3G57130.2	3.00	0.00	3.00	23.00	9.00	53.00
AT3G57140	AT3G57140.1,AT3G57140.2	595.00	225.00	246.00	327.00	197.00	296.00
AT3G57150	AT3G57150.1	9696.00	8204.00	9076.00	14434.00	6758.00	10036.00
AT3G57157	AT3G57157.1	8.00	37.00	25.00	244.00	116.00	168.00
AT3G57160	AT3G57160.1	70.00	85.00	118.00	88.00	73.00	161.00
AT3G57170	AT3G57170.1	811.00	554.00	789.00	521.00	538.00	580.00
AT3G57180	AT3G57180.1	145.00	150.00	164.00	129.00	95.00	157.00
AT3G57190	AT3G57190.1	216.00	221.00	83.00	207.00	144.00	130.00
AT3G57200	AT3G57200.1	96.00	95.00	32.00	150.00	89.00	68.00
AT3G57210	AT3G57210.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57220	AT3G57220.1	882.00	715.00	633.00	1039.00	465.00	579.00
AT3G57230	AT3G57230.1,AT3G57230.2	1918.00	1241.00	1744.00	1123.00	1043.00	1229.00
AT3G57240	AT3G57240.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57250	AT3G57250.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57260	AT3G57260.1	0.00	0.00	0.00	0.00	2.00	0.00
AT3G57270	AT3G57270.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57280	AT3G57280.1	1715.00	1523.00	1469.00	1929.00	1121.00	1870.00
AT3G57290	AT3G57290.1	9375.00	8012.00	7473.00	10020.00	5258.00	7942.00
AT3G57300	AT3G57300.1,AT3G57300.2	4242.00	4003.00	3210.00	2807.00	2265.00	2618.00
AT3G57310	AT3G57310.1	0.00	0.00	0.00	15.00	0.00	14.00
AT3G57320	AT3G57320.1,AT3G57320.2	842.00	536.00	581.00	693.00	619.00	640.00
AT3G57330	AT3G57330.1	4420.00	3789.00	3782.00	5440.00	2801.00	4735.00
AT3G57340	AT3G57340.1,AT3G57340.2	3085.00	2979.00	3110.00	2644.00	2143.00	2476.00
AT3G57350	AT3G57350.1	1128.00	997.00	991.00	1198.00	615.00	628.00
AT3G57360	AT3G57360.1	229.00	198.00	303.00	216.00	133.00	304.00
AT3G57370	AT3G57370.1	0.00	0.00	0.00	37.00	7.00	4.00
AT3G57380	AT3G57380.1	390.00	590.00	506.00	935.00	524.00	956.00
AT3G57390	AT3G57390.1,AT3G57390.2	644.00	403.00	572.00	623.00	417.00	593.00
AT3G57400	AT3G57400.1	601.00	693.00	630.00	559.00	387.00	676.00
AT3G57410	AT3G57410.1	7189.00	6352.00	7008.00	5353.00	4532.00	5468.00
AT3G57420	AT3G57420.1	1408.00	1092.00	1077.00	1482.00	1205.00	1346.00
AT3G57430	AT3G57430.1	167.00	72.00	189.00	202.00	189.00	161.00
AT3G57440	AT3G57440.1	3.00	0.00	0.00	7.00	8.00	38.00
AT3G57450	AT3G57450.1	516.00	588.00	643.00	1168.00	898.00	923.00
AT3G57460	AT3G57460.1	0.00	20.00	0.00	1.00	0.00	0.00
AT3G57470	AT3G57470.1,AT3G57470.2,AT3G57470.3	1209.00	1341.00	1163.00	1165.00	1015.00	1020.00
AT3G57480	AT3G57480.1	678.00	821.00	979.00	598.00	556.00	719.00
AT3G57490	AT3G57490.1	1357.00	953.00	914.00	2975.00	1058.00	1529.00
AT3G57500	AT3G57500.1	52.00	114.00	79.00	101.00	73.00	151.00
AT3G57510	AT3G57510.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57520	AT3G57520.1,AT3G57520.2,AT3G57520.3	15556.00	17940.00	15623.00	14544.00	11391.00	14894.00
AT3G57530	AT3G57530.1	3481.00	3699.00	3030.00	3499.00	2486.00	3994.00
AT3G57540	AT3G57540.1	405.00	535.00	398.00	578.00	542.00	683.00
AT3G57550	AT3G57550.1,AT3G57550.2	3250.00	2928.00	3038.00	3740.00	2157.00	3154.00
AT3G57560	AT3G57560.1	908.00	640.00	846.00	1004.00	772.00	971.00
AT3G57570	AT3G57570.1,AT3G57570.2	1616.00	1238.00	1148.00	1253.00	916.00	1281.00
AT3G57580	AT3G57580.1	237.00	197.00	222.00	219.00	147.00	214.00
AT3G57586	AT3G57586.1	10.00	5.00	0.00	0.00	4.00	0.00
AT3G57590	AT3G57590.1	193.00	143.00	251.00	276.00	139.00	202.00
AT3G57600	AT3G57600.1	8.00	0.00	0.00	2.00	0.00	0.00
AT3G57610	AT3G57610.1	2785.00	2181.00	2146.00	3714.00	1850.00	2907.00
AT3G57620	AT3G57620.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57630	AT3G57630.1,AT3G57630.2	1751.00	1788.00	1399.00	3270.00	1505.00	2730.00
AT3G57640	AT3G57640.1	32.00	18.00	33.00	27.00	51.00	40.00
AT3G57645	AT3G57645.1	34.00	18.09	13.00	20.00	7.00	78.00
AT3G57650	AT3G57650.1	3205.00	3286.00	2832.00	3625.00	2278.00	3059.00
AT3G57660	AT3G57660.1	1601.00	1348.00	1328.00	2694.00	1305.00	1864.00
AT3G57670	AT3G57670.1	148.00	164.00	119.00	175.00	114.00	75.00
AT3G57680	AT3G57680.1	0.00	0.00	0.00	3.00	6.00	0.00
AT3G57690	AT3G57690.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57700	AT3G57700.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57710	AT3G57710.1	749.00	846.00	622.00	1171.00	589.00	1143.00
AT3G57720	AT3G57720.1	11.00	19.00	24.00	55.00	23.00	79.00
AT3G57730	AT3G57730.1	128.00	98.00	219.00	167.00	123.00	150.00
AT3G57740	AT3G57740.1	52.00	76.00	43.00	38.00	17.00	25.00
AT3G57750	AT3G57750.1,AT3G57750.2	459.00	348.00	364.00	417.00	339.00	573.00
AT3G57760	AT3G57760.1,AT3G57760.2,AT3G57760.3	140.00	117.00	59.00	94.00	35.00	24.00
AT3G57765	AT3G57765.1	45.60	87.95	65.86	116.95	26.42	68.56
AT3G57770	AT3G57770.1	0.00	28.15	0.00	13.60	2.41	25.00
AT3G57780	AT3G57780.1	553.00	614.00	492.00	708.00	567.00	769.00
AT3G57785	AT3G57785.1	1195.00	1115.00	1270.00	1452.00	1074.00	1462.00
AT3G57790	AT3G57790.1	1454.00	1039.00	1151.00	986.00	730.00	801.00
AT3G57800	AT3G57800.1,AT3G57800.2	558.00	357.00	389.00	331.00	175.00	334.00
AT3G57810	AT3G57810.1,AT3G57810.2,AT3G57810.3	389.00	430.00	306.00	433.00	336.00	399.00
AT3G57820	AT3G57820.1	30.00	0.00	0.00	9.00	2.00	7.00
AT3G57830	AT3G57830.1	363.00	144.00	264.00	381.00	247.00	245.00
AT3G57840	AT3G57840.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57850	AT3G57850.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57854	AT3G57854.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57860	AT3G57860.1	977.00	584.00	716.00	626.00	466.00	602.00
AT3G57870	AT3G57870.1	6555.00	5776.00	6549.00	8101.00	5573.00	7890.00
AT3G57880	AT3G57880.1	1913.00	3215.00	1744.00	1652.00	1234.00	1634.00
AT3G57890	AT3G57890.1,AT3G57890.2	3680.00	3249.00	3133.00	4597.00	2772.00	3644.00
AT3G57900	AT3G57900.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57910	AT3G57910.1	380.00	179.00	303.00	326.00	315.00	447.00
AT3G57920	AT3G57920.1	83.00	34.00	57.00	156.00	56.00	89.00
AT3G57930	AT3G57930.1,AT3G57930.2	1982.00	1659.00	1471.00	2035.00	1338.00	1620.00
AT3G57940	AT3G57940.1,AT3G57940.2	568.00	460.00	670.00	1543.00	490.00	826.00
AT3G57950	AT3G57950.1	114.00	19.00	6.00	108.00	77.00	75.00
AT3G57958	AT3G57958.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57960	AT3G57960.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G57965	AT3G57965.1	309.00	223.00	167.96	373.00	352.00	316.00
AT3G57970	AT3G57970.1	0.00	0.00	14.04	0.00	0.00	9.00
AT3G57980	AT3G57980.1	493.00	302.00	311.00	476.00	312.00	385.00
AT3G57990	AT3G57990.1	1212.00	1431.00	1002.00	1194.00	940.00	1225.00
AT3G58000	AT3G58000.1	23.00	10.00	10.00	75.00	23.00	15.00
AT3G58010	AT3G58010.1	769.00	678.00	585.00	480.00	386.00	621.00
AT3G58020	AT3G58020.1	837.00	433.00	593.00	447.00	389.00	529.00
AT3G58030	AT3G58030.1,AT3G58030.2,AT3G58030.3,AT3G58030.4	3503.00	3179.00	3577.00	3591.00	2416.00	3182.00
AT3G58035	AT3G58035.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58040	AT3G58040.1	1931.00	2276.00	1809.00	2493.00	1544.00	2212.00
AT3G58050	AT3G58050.1	2698.00	2197.00	2209.00	2443.00	1265.00	1941.00
AT3G58060	AT3G58060.1	12.00	5.00	3.00	625.00	4.00	272.00
AT3G58070	AT3G58070.1	0.00	0.00	36.00	0.00	0.00	0.00
AT3G58080	AT3G58080.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58090	AT3G58090.1	82.00	51.00	49.00	60.00	53.00	49.00
AT3G58100	AT3G58100.1	264.00	289.00	164.00	484.00	185.00	291.00
AT3G58110	AT3G58110.1,AT3G58110.2	4433.00	3634.00	3217.00	3709.00	2716.00	3770.00
AT3G58120	AT3G58120.1	1592.00	1377.00	1628.00	1803.00	957.00	1045.00
AT3G58130	AT3G58130.1,AT3G58130.2	439.33	682.97	729.84	674.77	295.00	692.00
AT3G58140	AT3G58140.1	1171.67	1029.03	1228.16	1664.23	1159.00	1393.00
AT3G58150	AT3G58150.1	0.00	14.00	0.00	9.00	0.00	23.00
AT3G58160	AT3G58160.1	109.00	52.00	173.00	171.00	84.00	129.00
AT3G58165	AT3G58165.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58170	AT3G58170.1	1429.00	1629.00	1413.00	1564.00	1170.00	1473.00
AT3G58180	AT3G58180.1	731.00	946.00	742.00	1180.00	595.00	1028.00
AT3G58190	AT3G58190.1	37.00	76.00	65.00	96.00	53.00	155.00
AT3G58193	AT3G58193.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58196	AT3G58196.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58200	AT3G58200.1	251.00	116.00	146.00	154.00	67.00	131.00
AT3G58210	AT3G58210.1	17.00	0.00	26.00	35.00	7.00	11.00
AT3G58220	AT3G58220.1,AT3G58220.2	1130.00	821.00	978.00	1075.00	644.00	902.00
AT3G58230	AT3G58230.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58240	AT3G58240.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58250	AT3G58250.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58260	AT3G58260.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58270	AT3G58270.1,AT3G58270.2	310.00	379.00	424.00	586.00	404.00	537.00
AT3G58280	AT3G58280.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58290	AT3G58290.1,AT3G58290.2,AT3G58290.3	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58300	AT3G58300.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58310	AT3G58310.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58320	AT3G58320.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58330	AT3G58330.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58340	AT3G58340.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58347	AT3G58347.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58350	AT3G58350.1	96.00	54.00	160.00	183.00	98.00	85.00
AT3G58360	AT3G58360.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58370	AT3G58370.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58380	AT3G58380.1	0.00	4.00	0.00	31.00	7.00	0.00
AT3G58390	AT3G58390.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58400	AT3G58400.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58410	AT3G58410.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58420	AT3G58420.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58430	AT3G58430.1	4.00	24.00	38.00	29.00	19.00	11.00
AT3G58440	AT3G58440.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58450	AT3G58450.1,AT3G58450.2	0.00	0.00	0.00	0.00	9.00	0.00
AT3G58460	AT3G58460.1,AT3G58460.2	2089.00	1866.00	1669.00	2265.00	1320.00	1660.00
AT3G58470	AT3G58470.1	939.00	746.00	715.00	909.00	718.00	736.00
AT3G58480	AT3G58480.1	0.00	2.00	0.00	6.00	0.00	1.00
AT3G58490	AT3G58490.1,AT3G58490.2	1793.00	2144.00	2368.00	895.00	544.00	980.00
AT3G58500	AT3G58500.1	11731.00	12068.00	11056.00	9069.00	5728.00	8849.00
AT3G58510	AT3G58510.1,AT3G58510.2,AT3G58510.3	2895.00	3206.00	2962.00	4201.00	2594.00	3662.00
AT3G58520	AT3G58520.1,AT3G58520.2	271.00	100.00	217.00	243.00	134.00	114.00
AT3G58530	AT3G58530.1	889.00	905.00	671.00	755.00	559.00	603.00
AT3G58540	AT3G58540.1	106.00	142.00	134.00	89.00	84.00	125.00
AT3G58550	AT3G58550.1	2137.00	1329.00	2431.00	1858.00	1344.00	1699.00
AT3G58560	AT3G58560.1	3186.00	2989.00	2392.00	3549.00	1937.00	2550.00
AT3G58570	AT3G58570.1	1621.00	1304.00	1542.00	1932.00	1563.00	1586.00
AT3G58580	AT3G58580.1	1592.00	1108.00	1341.00	1999.00	990.00	1314.00
AT3G58590	AT3G58590.1	90.00	64.00	125.00	188.00	121.00	118.00
AT3G58600	AT3G58600.1	1829.00	1755.00	1906.00	1864.00	1461.00	1858.00
AT3G58610	AT3G58610.1,AT3G58610.2,AT3G58610.3	14433.00	11473.00	12228.00	20720.00	10145.00	14859.00
AT3G58620	AT3G58620.1	1488.00	1529.00	1422.00	1658.00	875.00	1253.00
AT3G58630	AT3G58630.1	749.00	568.00	609.00	805.00	461.00	598.00
AT3G58640	AT3G58640.1,AT3G58640.2	3663.00	3463.00	3059.00	3269.00	2184.00	3016.00
AT3G58650	AT3G58650.1	730.00	531.00	392.00	1286.00	829.00	900.00
AT3G58660	AT3G58660.1	3185.00	2089.00	2710.00	5371.00	1975.00	3559.00
AT3G58670	AT3G58670.1,AT3G58670.2,AT3G58670.3	1435.00	1075.00	1224.00	785.00	586.00	741.00
AT3G58676	AT3G58676.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58680	AT3G58680.1	6056.00	4757.00	5492.00	4148.00	3308.00	4010.00
AT3G58690	AT3G58690.1	543.00	416.00	448.00	508.00	399.00	464.00
AT3G58700	AT3G58700.1	3921.76	3467.00	3554.00	5072.00	2659.00	3482.00
AT3G58710	AT3G58710.1,AT3G58710.2	2216.00	1377.00	1594.00	1371.00	1075.00	1325.00
AT3G58720	AT3G58720.1,AT3G58720.2	138.00	63.00	161.00	83.00	50.00	106.00
AT3G58730	AT3G58730.1	7292.00	6025.00	6602.00	6869.00	4375.00	7102.00
AT3G58740	AT3G58740.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58750	AT3G58750.1	5482.00	4117.00	6081.00	2776.00	2678.00	3019.00
AT3G58760	AT3G58760.1	982.00	869.00	943.00	1066.00	892.00	993.00
AT3G58770	AT3G58770.1	26.00	64.00	50.00	88.00	48.00	100.00
AT3G58780	AT3G58780.1,AT3G58780.2,AT3G58780.3	26.00	24.00	10.00	58.85	30.43	5.94
AT3G58790	AT3G58790.1	173.00	201.00	143.00	525.15	346.57	387.06
AT3G58795	AT3G58795.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58800	AT3G58800.1	282.00	186.00	259.00	422.00	308.00	348.00
AT3G58810	AT3G58810.1,AT3G58810.2	1495.00	1804.00	1891.00	5023.00	1361.00	3445.00
AT3G58820	AT3G58820.1	55.00	75.00	86.00	60.00	34.00	68.00
AT3G58830	AT3G58830.1	426.00	454.00	358.00	449.00	276.00	330.00
AT3G58840	AT3G58840.1,AT3G58840.2	942.00	780.00	722.00	1394.00	692.00	995.00
AT3G58850	AT3G58850.1	296.00	265.00	145.00	330.00	186.00	321.00
AT3G58860	AT3G58860.1	46.00	0.00	0.00	21.00	2.00	5.00
AT3G58865	AT3G58865.1	2978.00	2664.00	2825.00	3507.00	2100.00	3075.00
AT3G58877	AT3G58877.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58880	AT3G58880.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58890	AT3G58890.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58900	AT3G58900.1,AT3G58900.2,AT3G58900.3,AT3G58900.4	663.00	845.00	520.00	590.00	433.00	677.00
AT3G58910	AT3G58910.1	0.00	7.00	0.00	0.00	14.00	0.00
AT3G58920	AT3G58920.1	0.00	0.00	0.00	0.00	0.00	5.00
AT3G58930	AT3G58930.1	153.00	270.00	71.00	158.00	73.00	124.00
AT3G58940	AT3G58940.1	94.00	71.00	97.00	67.00	86.00	32.00
AT3G58950	AT3G58950.1	2.00	0.00	0.00	0.00	0.00	0.00
AT3G58960	AT3G58960.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G58970	AT3G58970.1	1660.00	1408.00	1513.00	1359.00	906.00	1312.00
AT3G58975	AT3G58975.1	70.00	235.00	55.00	81.00	50.00	49.00
AT3G58980	AT3G58980.1	0.00	26.00	23.00	38.00	60.00	34.00
AT3G58990	AT3G58990.1	2545.00	704.00	2811.00	5739.00	2816.00	4511.00
AT3G59000	AT3G59000.1,AT3G59000.2	275.00	232.00	140.00	217.00	111.00	112.00
AT3G59010	AT3G59010.1	0.00	0.00	0.00	11.00	14.00	0.00
AT3G59020	AT3G59020.1,AT3G59020.2	7186.00	5528.00	5678.00	7231.00	4341.00	6444.00
AT3G59030	AT3G59030.1	0.00	0.00	0.00	0.00	17.00	0.00
AT3G59040	AT3G59040.1,AT3G59040.2	858.00	687.00	601.00	573.00	605.00	645.00
AT3G59050	AT3G59050.1	733.50	587.50	531.50	858.50	590.50	782.50
AT3G59052	AT3G59052.1	733.50	587.50	531.50	858.50	590.50	782.50
AT3G59060	AT3G59060.1,AT3G59060.2,AT3G59060.3,AT3G59060.4	13.00	16.00	52.00	0.00	26.00	37.00
AT3G59068	AT3G59068.1	21.00	44.00	108.00	55.00	40.00	71.00
AT3G59070	AT3G59070.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59080	AT3G59080.1,AT3G59080.2	130.00	215.00	259.00	335.00	199.00	298.00
AT3G59090	AT3G59090.1,AT3G59090.2,AT3G59090.3	1593.00	1303.00	1462.00	1165.00	861.00	1224.00
AT3G59100	AT3G59100.1	1804.00	1521.00	1633.00	2614.00	1460.00	1479.00
AT3G59110	AT3G59110.1	1193.00	1102.00	1459.00	1004.00	854.00	1066.00
AT3G59120	AT3G59120.1	110.00	162.00	116.00	93.00	51.00	160.00
AT3G59130	AT3G59130.1	31.00	8.00	33.00	49.00	29.00	14.00
AT3G59140	AT3G59140.1	573.00	576.00	540.00	1006.00	364.00	381.00
AT3G59150	AT3G59150.1	461.00	417.00	540.00	509.00	350.00	542.00
AT3G59160	AT3G59160.1	0.00	0.00	0.00	0.00	0.00	2.00
AT3G59170	AT3G59170.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59180	AT3G59180.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59190	AT3G59190.1	0.00	0.00	9.00	16.00	0.00	8.00
AT3G59200	AT3G59200.1	140.00	60.00	158.00	200.00	150.00	114.00
AT3G59210	AT3G59210.1,AT3G59210.2,AT3G59210.3,AT3G59210.4	2493.00	3135.00	2862.00	3026.00	1916.00	2750.00
AT3G59220	AT3G59220.1	637.00	804.00	666.00	774.00	552.00	982.00
AT3G59230	AT3G59230.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59240	AT3G59240.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59250	AT3G59250.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59260	AT3G59260.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59270	AT3G59270.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59280	AT3G59280.1	1811.00	1293.00	1268.00	2625.00	1412.00	2065.00
AT3G59290	AT3G59290.1	2217.00	2034.00	1672.00	1732.00	1279.00	1687.00
AT3G59300	AT3G59300.1	2198.34	1651.05	1950.88	2319.29	1390.36	1573.39
AT3G59310	AT3G59310.1,AT3G59310.2	156.66	106.95	188.12	251.71	108.64	107.61
AT3G59320	AT3G59320.1,AT3G59320.2	1110.00	806.00	1282.00	894.00	856.00	886.00
AT3G59330	AT3G59330.1	143.00	160.00	111.00	128.00	90.00	155.00
AT3G59340	AT3G59340.1	504.00	878.00	448.00	1381.00	898.00	1147.00
AT3G59350	AT3G59350.1,AT3G59350.2,AT3G59350.3	2477.00	1669.00	1898.00	1208.00	1278.00	1678.00
AT3G59360	AT3G59360.1,AT3G59360.2	1899.00	2180.00	1792.00	2487.00	1375.00	1904.00
AT3G59370	AT3G59370.1	2137.00	1789.00	1759.00	1345.00	834.00	1830.00
AT3G59380	AT3G59380.1	1462.00	1476.00	1445.00	1490.00	1038.00	1414.00
AT3G59390	AT3G59390.1,AT3G59390.2	304.00	262.00	213.00	251.00	143.00	251.00
AT3G59400	AT3G59400.1	121.00	238.00	121.00	298.00	203.00	209.00
AT3G59410	AT3G59410.1,AT3G59410.2	1432.00	866.00	1032.00	1449.00	914.00	1151.00
AT3G59415	AT3G59415.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59420	AT3G59420.1	149.00	131.00	109.00	297.00	214.00	199.00
AT3G59430	AT3G59430.1,AT3G59430.2,AT3G59430.3	362.00	82.00	261.00	438.00	219.00	303.00
AT3G59440	AT3G59440.1	14.00	3.00	31.00	26.00	25.00	18.00
AT3G59450	AT3G59450.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59455	AT3G59455.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59460	AT3G59460.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59470	AT3G59470.1,AT3G59470.2	548.00	516.00	509.00	700.00	406.00	549.00
AT3G59480	AT3G59480.1	952.00	292.00	813.00	47.00	80.00	61.00
AT3G59490	AT3G59490.1,AT3G59490.2	503.00	475.00	405.00	589.00	439.00	509.00
AT3G59500	AT3G59500.1	1000.00	924.00	1054.00	1316.00	797.00	1009.00
AT3G59510	AT3G59510.1	4.00	1.00	29.00	0.00	8.00	0.00
AT3G59520	AT3G59520.1	297.00	345.00	340.00	493.00	232.00	354.00
AT3G59530	AT3G59530.1,AT3G59530.2	10.00	25.00	58.00	34.00	89.00	60.00
AT3G59540	AT3G59540.1	5860.00	4805.00	5305.00	7850.00	3936.00	6538.00
AT3G59550	AT3G59550.1	304.00	135.00	150.00	241.00	137.00	278.00
AT3G59570	AT3G59570.1	270.00	256.00	112.00	263.00	132.00	160.00
AT3G59580	AT3G59580.1,AT3G59580.2	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59590	AT3G59590.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59600	AT3G59600.1	1093.00	1215.00	1458.00	1761.00	989.00	1318.00
AT3G59610	AT3G59610.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59620	AT3G59620.1	0.00	0.00	0.00	0.00	0.00	0.00
AT3G59630	AT3G59630.1	537.00	495.00	613.00	720.00	363.00	537.00
AT3G59640	AT3G59640.1,AT3G59640.2	543.00	455.00	348.00	529.00	316.00	510.00
AT3G59650	AT3G59650.1,AT3G59650.2	669.00	590.00	470.00	1011.00	495.00	851.00
AT3G59660	AT3G59660.1	3091.00	2499.00	2338.00	3458.00	2298.00	2854.00
AT3G59670	AT3G59670.1	1203.00	1133.00	1317.00	2050.00	933.00	1472.00
AT3G59680	AT3G59680.1,AT3G59680.2	435.00	302.00	425.00	417.00	301.00	473.00
AT3G59690	AT3G59690.1	3738.00	3325.10	2511.37	2926.00	2089.73	2810.46
AT3G59695	AT3G59695.1	0.00	1.90	28.63	0.00	33.27	13.54
AT3G59700	AT3G59700.1	588.00	810.00	617.00	877.00	603.00	887.00
