gene_name	Ensembl_ID	baseMean	log2FoldChange_condition_stage_sham_vs_sbs	lfcSE_condition_stage_sham_vs_sbs	stat_condition_stage_sham_vs_sbs	pvalue_condition_stage_sham_vs_sbs	padj_condition_stage_sham_vs_sbs	contrast_vector	outcome
NA	ccdc136b	2.65170503059252	3.49165527001968	1.00800682154587	3.4639202785006	0.000532364257805537	0.00237048698641019	1	DE
NA	ccdc137_1	4.65882315428526	0.919118724430042	0.739503836727818	1.24288567385531	0.213909965590038	0.340868493655915	0	not_DE
NA	ccdc14	16.7196272637064	1.06477667197333	0.39082995171344	2.72439885250667	0.00644186588021571	0.020257414700989	1	DE
NA	ccdc14_1	0.578445457710497	-0.407661043377534	2.10253184906438	-0.19389054370755	0.846261588223849	NA	0	not_DE
NA	ccdc141	4.69742389681667	-3.73753398248344	1.32852088509455	-2.81330464911543	0.0049035170262487	0.0160584312604146	1	DE
NA	ccdc142	163.033458161414	-0.160544914158867	0.100504575367906	-1.59738910961196	0.110178998498678	0.204674758259364	0	not_DE
NA	ccdc146	7.00762226235533	-0.576152356687536	0.590541010178889	-0.97563479378512	0.329245475915552	0.469542198379342	0	not_DE
NA	ccdc149a	24.3379166320254	-0.854790459754037	0.341280860827933	-2.50465396061283	0.0122571246538184	0.0347136585746921	1	DE
NA	ccdc149b	0.394134224103877	-0.0262424635208107	2.03672095732788	-0.012884663177051	0.989719810624167	NA	0	not_DE
NA	ccdc149b_1	0.187967794881598	-1.024867750751	3.1003241161535	-0.33056793817497	0.740970867499925	NA	0	not_DE
NA	ccdc15	51.5089412309504	0.398307512946701	0.215843849816803	1.84535029969473	0.0649865979201139	0.135762062277593	0	not_DE
NA	ccdc151	1.56607348197053	-2.06067044346049	1.28663118219639	-1.60160150941061	0.109243756830368	0.2033853197905	0	not_DE
NA	ccdc151_1	0.598226718580148	-0.319702030275125	1.69833947855624	-0.188243890171419	0.850685468059046	NA	0	not_DE
NA	ccdc153	4.21328747634481	-2.83081893227022	1.26922033859078	-2.23036051834254	0.0257235184615988	0.0641756516485021	0	not_DE
NA	ccdc157	5.80382093843535	1.74989684625415	0.999596130543471	1.75060386168437	0.0800141696370659	0.15956801660225	0	not_DE
NA	ccdc160_1	1.41268001189762	-0.353598475822567	1.39861816032945	-0.252819880259009	0.800407404432979	0.871228035494517	0	not_DE
NA	ccdc166	0.640167884268306	-0.849576928212424	2.16175432139684	-0.39300346010802	0.694316925795786	NA	0	not_DE
NA	ccdc167	178.817262129956	-0.656798140704453	0.17959366804919	-3.65713417315224	0.000255050890691344	0.00124547718814058	1	DE
NA	ccdc169	1.64651946587685	-2.23608533180738	1.21319385147272	-1.84313935410484	0.0653086667298004	0.136232446756046	0	not_DE
NA	ccdc17_1	0.169047474619485	1.56274342994873	3.09936003151141	0.504214874703232	0.614110388800359	NA	0	not_DE
NA	ccdc170	0.427920192380846	-2.06469378663625	1.92743977961448	-1.07121052936306	0.284074778256826	NA	0	not_DE
NA	ccdc171	6.53005176563587	-0.900450319467408	0.442551949779587	-2.03467710381996	0.0418833734826581	0.0952664579715283	0	not_DE
NA	ccdc172	1.11441762953139	-3.44078274633425	2.40404052296234	-1.43124989511175	0.152358608292545	0.263089642866548	0	not_DE
NA	ccdc173	40.9660117865834	2.88746002249765	0.255388797871191	11.3061342023074	1.22362779110723e-29	1.30649372379614e-27	1	DE
NA	ccdc174	248.080799453452	-0.156777559492705	0.161542015451099	-0.970506397700382	0.331794137501766	0.471741243369041	0	not_DE
NA	ccdc175	0.708839847826384	-0.746869653506514	1.55663538631235	-0.479797427241993	0.631371442444384	NA	0	not_DE
NA	ccdc177	2.52361108226506	0.655974451107458	0.757977453406141	0.865427392542734	0.386804251596486	0.527339975046586	0	not_DE
NA	ccdc178	0.169805008629343	1.56630974760847	3.09925918754385	0.505381980927437	0.613290572304107	NA	0	not_DE
NA	ccdc180_1	0.350049088978463	-0.350640709948545	2.6009534303875	-0.134812375282054	0.892760221104082	NA	0	not_DE
NA	ccdc186	160.087611473271	-0.288813597743003	0.401592055892256	-0.719171590935278	0.472035201191778	0.609306813209444	0	not_DE
NA	ccdc186_1	47.116534921244	1.53542628012911	1.04848309340475	1.46442636012671	0.143077490090429	0.250333671211941	0	not_DE
NA	ccdc187	24.8046665579398	1.10809513543745	0.279394587664073	3.96605798523825	7.3071092985697e-05	0.000416268349392855	1	DE
NA	ccdc191	0.637197537882504	0.0026949735349814	1.30351168519168	0.00206747171168252	0.99835039741654	NA	0	not_DE
NA	ccdc191_1	1.78590618078804	-2.36190200570782	1.0892414990263	-2.16839149795449	0.0301289120310098	0.0729605925476882	0	not_DE
NA	ccdc22	587.067205674124	-0.598330486274487	0.18883235063419	-3.16858040619102	0.00153185370311857	0.0059444192543192	1	DE
NA	ccdc24	2.2878579702103	-0.85756270790477	0.775249382401726	-1.10617657668818	0.268650099081664	0.404100978259615	0	not_DE
NA	ccdc25	469.805471089732	0.337561502978342	0.0997565419056143	3.3838532945311	0.000714761837084723	0.00306145028561762	1	DE
NA	ccdc28a	615.980004053512	0.967183674862047	0.115027942657942	8.40824979142812	4.16174089392856e-17	1.6102882770774e-15	1	DE
NA	ccdc28b	2.7560405285101	-0.0380906573165955	0.70296382991314	-0.0541857997463427	0.95678713422394	0.974921607423958	0	not_DE
NA	ccdc30	76.2383571294508	-0.23219569748183	0.299420420121084	-0.775483841041741	0.438053810199987	0.577904866565107	0	not_DE
NA	ccdc32_1	1.41714527683745	-1.02587545717685	1.03990284305379	-0.986510868807947	0.32388248440441	0.464248684029319	0	not_DE
NA	ccdc33	0.106638667728116	-0.189304090240223	3.11653965008542	-0.0607417557594795	0.951564876769269	NA	0	not_DE
NA	ccdc33_1	0.0589499416462388	0.772480926352674	3.11653965008542	0.247864944163794	0.804238904149664	NA	0	not_DE
NA	ccdc36	8.83655274744589	-1.26068443792089	0.5175825187412	-2.43571680316208	0.0148623152226681	0.0407112888839159	1	DE
NA	ccdc39	15.8644986730155	0.131032666842721	2.35597378697877	0.055617200652624	0.955646761574636	0.974304952841091	0	not_DE
NA	ccdc3a	0.928479914388973	-2.0118546953758	2.54035206623697	-0.791959005255503	0.428384580016687	0.569117051341293	0	not_DE
NA	ccdc3a_1	0.384128869666797	-1.21053226624849	2.04685017967277	-0.591412248082576	0.554244235768327	NA	0	not_DE
NA	ccdc40	0.658972088128639	-2.62155244613365	1.63106026237894	-1.60726890759392	0.107995391795308	NA	0	not_DE
NA	ccdc40_1	1.66239686300954	-0.162755949688187	1.13144977640874	-0.143847259579458	0.885621083173277	0.930056503556597	0	not_DE
NA	ccdc43	237.984347424251	0.421793973598061	0.16973787137404	2.48497268278204	0.0129561376281163	0.0362605742411536	1	DE
NA	ccdc47	2384.97093194246	-0.0837125838909117	0.14511463634472	-0.576872092295722	0.564025864362457	0.690180381509659	0	not_DE
NA	ccdc51	150.828743878214	-0.503668035074108	0.142328046610821	-3.5387827421768	0.000401976539985745	0.00184912131327745	1	DE
NA	ccdc53	325.860658282204	-0.112803710386459	0.209582824525748	-0.538229745885504	0.590418446469763	0.711759267682215	0	not_DE
NA	ccdc57	71.5409017472671	-1.25075284802207	0.365643010514473	-3.42069398854971	0.000624615712960841	0.00272844823346696	1	DE
NA	ccdc58	118.540242344849	-0.0772915609237983	0.143115679966934	-0.540063541197275	0.589153212885896	0.710640261789294	0	not_DE
NA	ccdc59	123.913990668439	-0.118789353932547	0.240782291156984	-0.493347552105064	0.621767034281115	0.737153991870484	0	not_DE
NA	ccdc61	59.9931696760869	-0.568237219496891	0.200186296274237	-2.838542048445	0.00453201477808622	0.0150442914809749	1	DE
NA	ccdc62	20.0580385098273	-0.0248983917976787	0.277761553650126	-0.0896394460301774	0.928573737168436	0.957343006188619	0	not_DE
NA	ccdc65_1	0.411431942740183	2.20572735754978	1.99444768988588	1.10593392282753	0.268755120627365	NA	0	not_DE
NA	ccdc66	30.7045885059466	0.76844345076804	0.306955452794101	2.50343639043772	0.0122993787096137	0.0348099517108571	1	DE
NA	ccdc69	146.09702256788	-1.95701554799408	0.749731926338418	-2.61028706293976	0.00904662730088789	0.0269355105128801	1	DE
NA	ccdc6a	18.19358749144	1.96823227609638	0.710828652175141	2.76892647767302	0.0056241325095179	0.0180557503812064	1	DE
NA	ccdc6b	343.436516754493	0.251928057699121	0.385522641787248	0.653471496592796	0.51345235926543	0.647025145720418	0	not_DE
NA	ccdc77	74.6177130501962	-0.336592072187619	0.219260642082466	-1.53512307995989	0.124753598005046	0.225653309329356	0	not_DE
NA	ccdc78	1.93120480720819	0.109249607102944	0.986391067869995	0.11075689010329	0.911809131663929	0.946741355728662	0	not_DE
NA	ccdc78_1	0.503623851355392	0.228783127527563	1.51099963341117	0.151411769049256	0.879650906136262	NA	0	not_DE
NA	ccdc78_2	0.603850024255792	1.73060382863587	1.43614954654625	1.20503037639621	0.228191575484514	NA	0	not_DE
NA	ccdc79	80.9848010764379	-1.80984954427528	0.49040834960502	-3.6904949634992	0.00022381812058795	0.00111174276455263	1	DE
NA	ccdc79_1	16.2229245803972	-0.364095887764114	0.480608696066982	-0.757572409204536	0.44870700267277	0.587921643589005	0	not_DE
NA	ccdc80	109.829164270191	-0.537146229097048	0.204776984496869	-2.62307910440619	0.00871390379624162	0.0261045738799449	1	DE
NA	ccdc80l1	26.9750832015366	0.154353687425388	0.483277178802481	0.319389563992785	0.749431123486017	0.835029482621358	0	not_DE
NA	ccdc80l2	6.02294474429223	1.63014973172532	0.769439935147217	2.11861856561087	0.0341227154376963	0.0807967918172458	0	not_DE
NA	ccdc82	262.069084312731	0.36382745448351	0.105324245362893	3.45435614781713	0.000551608402533615	0.00244713370023021	1	DE
NA	ccdc83	1.83623283217482	-0.536318171871741	0.821561394578782	-0.652803521940942	0.513882952795821	0.647342100781474	0	not_DE
NA	ccdc84	96.8476701376546	0.138748858390363	0.179084435596456	0.774767823503185	0.438476865656259	0.578260219169878	0	not_DE
NA	ccdc85a	3.73637647407559	2.98938829219779	1.41268199158435	2.1161084447924	0.0343355854313731	0.0811792945287206	0	not_DE
NA	ccdc85al	7.0344025766074	1.13783908637282	0.456802367071818	2.49087826244545	0.0127427772826753	0.035801880591664	1	DE
NA	ccdc85b	213.472372272653	-0.811240685875307	0.43508799320397	-1.86454395098647	0.0622453554985786	0.131074204950614	0	not_DE
NA	ccdc85ca	584.165042862253	1.50581741997226	0.287838705898824	5.23146258342877	1.68174078590018e-07	1.71322264843817e-06	1	DE
NA	ccdc85cb	39.7821668145492	-0.636122145460088	0.216351678220456	-2.94022283853929	0.00327976278232549	0.0114254401441006	1	DE
NA	ccdc87	4.26123177896592	0.843387623268602	0.580324866210018	1.45330257649753	0.146139762265841	0.254565063959325	0	not_DE
NA	ccdc88aa	0.785781308299799	-2.32264808127975	1.60580588671689	-1.44640650560103	0.1480632182315	0.257101471031916	0	not_DE
NA	ccdc88aa_1	1.13520561621523	-0.975919468290969	1.14180411336579	-0.854717071752504	0.392707797184204	0.533498191214166	0	not_DE
NA	ccdc88ab	419.178541898025	1.48645173458529	0.0957703090377786	15.5210080192905	2.50091181120224e-54	7.62476787740635e-52	1	DE
NA	ccdc88b	509.463059979542	-2.07159464379472	0.526062851640925	-3.93792231732936	8.2190192317075e-05	0.000461158052457557	1	DE
NA	ccdc88c	373.506306159936	0.0392291092468353	0.250755297690427	0.156443790452899	0.875683222293568	0.923760377694628	0	not_DE
NA	ccdc9	442.893650871995	0.192655719604599	0.131646039255345	1.46343726476205	0.143347768147621	0.250667906362763	0	not_DE
NA	ccdc90b	40.2271195199843	0.875688194354588	0.401460259987597	2.1812574783408	0.0291643776066905	0.0710435779638429	0	not_DE
NA	ccdc90b_1	29.0283782786007	-0.276701691190731	1.01812256713574	-0.271776405044404	0.785793948624931	0.861116882424201	0	not_DE
NA	ccdc92	4.77747464576293	-0.0872448106297977	0.526782094152603	-0.165618405785303	0.868457261613696	0.918742098876863	0	not_DE
NA	ccdc92_1	4.96559378213718	0.508378886172397	0.56756318979351	0.895722089301377	0.370401209782716	0.511236097608358	0	not_DE
NA	ccdc93	295.766491269805	-0.0247793314089699	0.0845888533031072	-0.292938495337892	0.769569163844886	0.848648960260376	0	not_DE
NA	ccdc94	283.019536930723	-0.238885534574051	0.136704730299458	-1.74745624420429	0.0805582285432583	0.160438058656316	0	not_DE
NA	ccdc96	5.49222420497629	0.385131283699249	0.512211446313059	0.751899018406279	0.4521117884883	0.591280624719439	0	not_DE
NA	ccdc97	147.896573529557	-0.361051499485584	0.138619118262222	-2.60462989529766	0.00919735503880091	0.0273296229752063	1	DE
NA	ccka	51.4388988731253	-0.676280917471375	0.44394032182204	-1.52335997481768	0.127668669921171	0.22946627547093	0	not_DE
