task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
49	bc/80f3c1	1545321	star (SRR950078)	COMPLETED	0	2021-09-24 19:10:07.249	46m 41s	46m 26s	655.3%	35.5 GB	38.1 GB	223.3 GB	77.5 GB
62	e4/a197a1	1545337	featureCounts (SRR950085_1AlignedByCoord.out)	COMPLETED	0	2021-09-24 19:42:58.876	13m 59s	13m 54s	97.5%	275.9 MB	492.5 MB	39 GB	9 GB
55	40/5ebe4a	1545329	stringtieFPKM (SRR950080_1AlignedByCoord.out)	COMPLETED	0	2021-09-24 19:40:17.643	17m 15s	17m 14s	103.7%	1 GB	1.2 GB	13.7 GB	614 MB
65	64/f0fa5d	1545334	stringtieFPKM (SRR950085_1AlignedByCoord.out)	COMPLETED	0	2021-09-24 19:42:58.743	16m 9s	16m 4s	104.8%	1.4 GB	1.6 GB	13.9 GB	613.8 MB
69	6b/2be49b	1545345	qualimap (SRR950078_1Aligned.sortedByCoord.out)	COMPLETED	0	2021-09-24 19:56:48.497	9m 35s	9m 29s	93.8%	11.4 GB	19.6 GB	14.7 GB	497.6 KB
67	a4/d841e6	1545339	dupradar (SRR950086_1Aligned.sortedByCoord.out.markDups)	COMPLETED	0	2021-09-24 19:54:53.199	11m 45s	11m 44s	179.3%	491.4 MB	945.7 MB	47.9 GB	7.1 GB
50	ec/3c89b2	1545322	star (SRR950079)	COMPLETED	0	2021-09-24 19:19:27.333	47m 41s	47m 22s	632.6%	35.5 GB	38.2 GB	235.7 GB	82 GB
72	78/a9d62a	1545343	featureCounts (SRR950078_1AlignedByCoord.out)	COMPLETED	0	2021-09-24 19:56:48.401	14m 30s	14m 24s	95.8%	256.3 MB	422.5 MB	34.8 GB	4.2 GB
40	f0/f4a9f2	1545308	rseqc (SRR950082_1AlignedByCoord.out)	COMPLETED	0	2021-09-24 18:45:27.233	1h 26m 56s	1h 26m 51s	97.3%	17.4 GB	17.8 GB	43.6 GB	133.4 MB
57	00/32934a	1545327	preseq (SRR950080_1AlignedByCoord.out)	COMPLETED	0	2021-09-24 19:40:17.528	32m 26s	32m 21s	98.8%	13.7 MB	173 MB	12.6 GB	491.6 KB
51	7f/6f6f89	1545323	star (SRR950083)	COMPLETED	0	2021-09-24 19:25:32.372	48m 1s	47m 42s	644.3%	35.4 GB	38.1 GB	242.3 GB	84.3 GB
73	75/7fe9d3	1545342	stringtieFPKM (SRR950078_1AlignedByCoord.out)	COMPLETED	0	2021-09-24 19:56:48.351	18m 40s	18m 34s	102.8%	1.5 GB	2 GB	14.9 GB	612.1 MB
63	c3/8a1408	1545336	preseq (SRR950085_1AlignedByCoord.out)	COMPLETED	0	2021-09-24 19:42:58.816	32m 49s	32m 45s	98.5%	17.4 MB	172.8 MB	12.9 GB	496.7 KB
