task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
92	b1/5423de	1560029	preseq (SRR950083_1)	COMPLETED	0	2021-09-28 17:51:11.109	36m 55s	36m 52s	95.2%	17.6 MB	171.4 MB	12.4 GB	494.1 KB
100	cc/da484c	1560137	stringtieFPKM (SRR950084_1)	COMPLETED	0	2021-09-28 18:15:36.488	15m 50s	15m 48s	104.7%	1.8 GB	1.9 GB	14.7 GB	622.2 MB
96	cd/c8935e	1560048	preseq (SRR950081_1)	COMPLETED	0	2021-09-28 17:55:11.331	37m 10s	37m 7s	97.7%	19 MB	172.7 MB	12.6 GB	497.8 KB
66	00/a5d9b4	1559107	featureCounts (SRR950085_1)	COMPLETED	0	2021-09-28 17:17:35.751	1h 15m 1s	1h 14m 57s	96.2%	310.1 MB	486.6 MB	148 GB	97.3 GB
60	09/23d2f8	1559088	featureCounts (SRR950080_1)	COMPLETED	0	2021-09-28 17:15:50.763	1h 17m 21s	1h 17m 17s	90.3%	310.7 MB	486.6 MB	144.7 GB	95.2 GB
102	79/4e06c1	1560134	preseq (SRR950084_1)	COMPLETED	0	2021-09-28 18:15:36.290	40m 41s	40m 36s	96.9%	17.9 MB	173 MB	13.7 GB	494.1 KB
78	fd/6b8701	1559571	featureCounts (SRR950078_1)	COMPLETED	0	2021-09-28 17:34:41.030	1h 35m 26s	1h 30m 31s	90.0%	311.3 MB	486.5 MB	160.2 GB	105.8 GB
84	b7/cd688b	1559999	featureCounts (SRR950079_1)	COMPLETED	0	2021-09-28 17:45:21.096	1h 37m 16s	1h 37m 11s	98.7%	307.6 MB	486.6 MB	170.3 GB	112.3 GB
67	fd/50a63b	1559108	rseqc (SRR950085_1)	COMPLETED	0	2021-09-28 17:17:35.773	2h 5m 47s	2h 5m 41s	92.2%	22.7 GB	23.1 GB	53.3 GB	156.5 MB
91	13/078c91	1560031	featureCounts (SRR950083_1)	COMPLETED	0	2021-09-28 17:51:11.166	1h 34m 56s	1h 34m 54s	96.8%	302.7 MB	486.6 MB	175.9 GB	115.9 GB
59	e5/aae812	1559086	rseqc (SRR950080_1)	COMPLETED	0	2021-09-28 17:15:50.702	2h 16m 32s	2h 16m 25s	90.8%	21.7 GB	22.1 GB	51.6 GB	158.6 MB
95	35/70ad02	1560051	featureCounts (SRR950081_1)	COMPLETED	0	2021-09-28 17:55:11.448	1h 44m 11s	1h 44m 6s	98.6%	308.2 MB	486.6 MB	177.1 GB	116.5 GB
73	04/bc029a	1559569	rseqc (SRR950078_1)	COMPLETED	0	2021-09-28 17:34:40.965	2h 23m 47s	2h 22m 57s	93.2%	22.6 GB	23 GB	56.5 GB	154.8 MB
103	4b/d79229	1560138	featureCounts (SRR950084_1)	COMPLETED	0	2021-09-28 18:15:36.548	1h 51m 26s	1h 51m 21s	99.0%	308.7 MB	486.6 MB	194.7 GB	128.5 GB
106	72/d7e9fe	1560306	merge_featureCounts (SRR950087_1_gene.featureCounts)	COMPLETED	0	2021-09-28 20:07:03.104	4.8s	1.2s	561.2%	6.4 MB	100.7 MB	1021.8 MB	674.9 MB
107	f2/95d9e9	1560307	sample_correlation (SRR950087_1)	COMPLETED	0	2021-09-28 20:07:03.205	14.7s	12.4s	116.9%	218.2 MB	468.6 MB	9.6 MB	153 KB
81	5c/1391c2	1560000	rseqc (SRR950079_1)	COMPLETED	0	2021-09-28 17:45:21.135	2h 25m 27s	2h 25m 17s	94.2%	29 GB	29.4 GB	60.8 GB	160.5 MB
93	21/08758b	1560050	rseqc (SRR950081_1)	COMPLETED	0	2021-09-28 17:55:11.422	2h 25m 17s	2h 25m 15s	95.8%	29.2 GB	29.5 GB	63.9 GB	163.8 MB
88	9b/202f31	1560032	rseqc (SRR950083_1)	COMPLETED	0	2021-09-28 17:51:11.225	2h 36m 47s	2h 36m 43s	93.7%	29 GB	29.3 GB	62.9 GB	159 MB
105	ae/d08a6e	1560136	rseqc (SRR950084_1)	COMPLETED	0	2021-09-28 18:15:36.454	2h 41m 57s	2h 41m 53s	95.3%	29.1 GB	29.4 GB	69 GB	168.9 MB
108	a0/7906ed	1560308	multiqc	COMPLETED	0	2021-09-28 20:57:33.889	1m 24s	1m 18s	157.6%	163 MB	378.9 MB	572.2 MB	14.4 MB
